Granule UR,Producer Granule ID,Start Time,End Time,Cloud Cover,Day/Night,Size
SC:MOD13A2.005:2042092712,MOD13A2.A2007033.h10v05.005.2007100073746.hdf,2007-02-02T00:00:00Z,2007-02-17T23:59:59Z,2,DAY,19.872847
SC:MOD13A2.005:2041888290,MOD13A2.A2007049.h10v05.005.2007086032305.hdf,2007-02-18T00:00:00Z,2007-03-05T23:59:59Z,0,DAY,20.166494
SC:MOD13A2.005:2042056732,MOD13A2.A2007065.h10v05.005.2007097204339.hdf,2007-03-06T00:00:00Z,2007-03-21T23:59:59Z,0,DAY,19.90613
SC:MOD13A2.005:2042298125,MOD13A2.A2007081.h10v05.005.2007110232151.hdf,2007-03-22T00:00:00Z,2007-04-06T23:59:59Z,0,DAY,19.968987
SC:MOD13A2.005:2042785870,MOD13A2.A2007097.h10v05.005.2007127110824.hdf,2007-04-07T00:00:00Z,2007-04-22T23:59:59Z,0,DAY,20.411367
SC:MOD13A2.005:2043068367,MOD13A2.A2007113.h10v05.005.2007138035719.hdf,2007-04-23T00:00:00Z,2007-05-08T23:59:59Z,0,DAY,20.219648
SC:MOD13A2.005:2043494856,MOD13A2.A2007129.h10v05.005.2007155035118.hdf,2007-05-09T00:00:00Z,2007-05-24T23:59:59Z,0,DAY,20.553364
SC:MOD13A2.005:2044169269,MOD13A2.A2007145.h10v05.005.2007177112440.hdf,2007-05-25T00:00:00Z,2007-06-09T23:59:59Z,1,DAY,20.867044
SC:MOD13A2.005:2044607156,MOD13A2.A2007161.h10v05.005.2007188035756.hdf,2007-06-10T00:00:00Z,2007-06-25T23:59:59Z,2,DAY,20.898523
SC:MOD13A2.005:2045118474,MOD13A2.A2007177.h10v05.005.2007203035004.hdf,2007-06-26T00:00:00Z,2007-07-11T23:59:59Z,6,DAY,21.582113
SC:MOD13A2.005:2045553077,MOD13A2.A2007193.h10v05.005.2007214233339.hdf,2007-07-12T00:00:00Z,2007-07-27T23:59:59Z,0,DAY,20.711458
SC:MOD13A2.005:2046235652,MOD13A2.A2007209.h10v05.005.2007233204349.hdf,2007-07-28T00:00:00Z,2007-08-12T23:59:59Z,0,DAY,20.414051
SC:MOD13A2.005:2046913449,MOD13A2.A2007225.h10v05.005.2007245233847.hdf,2007-08-13T00:00:00Z,2007-08-28T23:59:59Z,0,DAY,20.49407
SC:MOD13A2.005:2047943598,MOD13A2.A2007241.h10v05.005.2007265102846.hdf,2007-08-29T00:00:00Z,2007-09-13T23:59:59Z,0,DAY,20.205402
SC:MOD13A2.005:2048796703,MOD13A2.A2007257.h10v05.005.2007279221043.hdf,2007-09-14T00:00:00Z,2007-09-29T23:59:59Z,0,DAY,19.977692
SC:MOD13A2.005:2073965398,MOD13A2.A2007273.h10v05.005.2009165125451.hdf,2007-09-30T00:00:00Z,2007-10-15T23:59:59Z,0,DAY,19.213
SC:MOD13A2.005:2050784548,MOD13A2.A2007289.h10v05.005.2007319133612.hdf,2007-10-16T00:00:00Z,2007-10-31T23:59:59Z,0,DAY,19.69109
SC:MOD13A2.005:2051575148,MOD13A2.A2007305.h10v05.005.2007334132639.hdf,2007-11-01T00:00:00Z,2007-11-16T23:59:59Z,0,DAY,19.678532
SC:MOD13A2.005:2052042815,MOD13A2.A2007321.h10v05.005.2007344212333.hdf,2007-11-17T00:00:00Z,2007-12-02T23:59:59Z,0,DAY,19.485207
SC:MOD13A2.005:2053097221,MOD13A2.A2007337.h10v05.005.2007360064301.hdf,2007-12-03T00:00:00Z,2007-12-18T23:59:59Z,0,DAY,19.414904
SC:MOD13A2.005:2053588396,MOD13A2.A2007353.h10v05.005.2008007042759.hdf,2007-12-19T00:00:00Z,2008-01-03T23:59:59Z,2,BOTH,19.683292
SC:MOD13A2.005:2054414719,MOD13A2.A2008001.h10v05.005.2008021085012.hdf,2008-01-01T00:00:00Z,2008-01-16T23:59:59Z,0,DAY,19.84632
SC:MOD13A2.005:2055093585,MOD13A2.A2008017.h10v05.005.2008038072948.hdf,2008-01-17T00:00:00Z,2008-02-01T23:59:59Z,1,DAY,19.769138
SC:MOD13A2.005:2055994059,MOD13A2.A2008033.h10v05.005.2008051152425.hdf,2008-02-02T00:00:00Z,2008-02-17T23:59:59Z,1,DAY,19.826982
SC:MOD13A2.005:2056940688,MOD13A2.A2008049.h10v05.005.2008069050317.hdf,2008-02-18T00:00:00Z,2008-03-04T23:59:59Z,0,DAY,19.778263
SC:MOD13A2.005:2057946548,MOD13A2.A2008065.h10v05.005.2008083052220.hdf,2008-03-05T00:00:00Z,2008-03-20T23:59:59Z,0,DAY,20.15974
SC:MOD13A2.005:2059017661,MOD13A2.A2008081.h10v05.005.2008100034806.hdf,2008-03-21T00:00:00Z,2008-04-05T23:59:59Z,0,DAY,20.054571
SC:MOD13A2.005:2060467561,MOD13A2.A2008097.h10v05.005.2008118072528.hdf,2008-04-06T00:00:00Z,2008-04-21T23:59:59Z,0,DAY,20.409504
SC:MOD13A2.005:2061421931,MOD13A2.A2008113.h10v05.005.2008131113902.hdf,2008-04-22T00:00:00Z,2008-05-07T23:59:59Z,0,DAY,20.555456
SC:MOD13A2.005:2062344915,MOD13A2.A2008129.h10v05.005.2008148161157.hdf,2008-05-08T00:00:00Z,2008-05-23T23:59:59Z,0,DAY,20.589558
SC:MOD13A2.005:2062591892,MOD13A2.A2008145.h10v05.005.2008162223115.hdf,2008-05-24T00:00:00Z,2008-06-08T23:59:59Z,0,DAY,21.06288
SC:MOD13A2.005:2063264995,MOD13A2.A2008161.h10v05.005.2008183165145.hdf,2008-06-09T00:00:00Z,2008-06-24T23:59:59Z,0,DAY,20.982452
SC:MOD13A2.005:2063580593,MOD13A2.A2008177.h10v05.005.2008194225208.hdf,2008-06-25T00:00:00Z,2008-07-10T23:59:59Z,0,DAY,20.973486
SC:MOD13A2.005:2064036132,MOD13A2.A2008193.h10v05.005.2008211034626.hdf,2008-07-11T00:00:00Z,2008-07-26T23:59:59Z,0,DAY,20.758486
SC:MOD13A2.005:2064715562,MOD13A2.A2008209.h10v05.005.2008238180542.hdf,2008-07-27T00:00:00Z,2008-08-11T23:59:59Z,0,DAY,20.509275
SC:MOD13A2.005:2064931925,MOD13A2.A2008225.h10v05.005.2008245022842.hdf,2008-08-12T00:00:00Z,2008-08-27T23:59:59Z,3,DAY,20.687447
SC:MOD13A2.005:2065618085,MOD13A2.A2008241.h10v05.005.2008264203725.hdf,2008-08-28T00:00:00Z,2008-09-12T23:59:59Z,0,DAY,19.89587
SC:MOD13A2.005:2066230681,MOD13A2.A2008257.h10v05.005.2008275201451.hdf,2008-09-13T00:00:00Z,2008-09-28T23:59:59Z,0,DAY,19.937378
SC:MOD13A2.005:2066902618,MOD13A2.A2008273.h10v05.005.2008292182531.hdf,2008-09-29T00:00:00Z,2008-10-14T23:59:59Z,0,DAY,19.74272
SC:MOD13A2.005:2067492666,MOD13A2.A2008289.h10v05.005.2008310000237.hdf,2008-10-15T00:00:00Z,2008-10-30T23:59:59Z,0,DAY,18.9272
SC:MOD13A2.005:2067870452,MOD13A2.A2008305.h10v05.005.2008328130532.hdf,2008-10-31T00:00:00Z,2008-11-15T23:59:59Z,0,DAY,18.9337
SC:MOD13A2.005:2068279011,MOD13A2.A2008321.h10v05.005.2008340074534.hdf,2008-11-16T00:00:00Z,2008-12-01T23:59:59Z,0,DAY,18.6081
SC:MOD13A2.005:2068605732,MOD13A2.A2008337.h10v05.005.2008356083929.hdf,2008-12-02T00:00:00Z,2008-12-17T23:59:59Z,1,DAY,18.5041
SC:MOD13A2.005:2069617028,MOD13A2.A2008353.h10v05.005.2009013011822.hdf,2008-12-18T00:00:00Z,2009-01-02T23:59:59Z,1,DAY,18.5611
SC:MOD13A2.005:2069759807,MOD13A2.A2009001.h10v05.005.2009020092904.hdf,2009-01-01T00:00:00Z,2009-01-16T23:59:59Z,1,DAY,18.8231
SC:MOD13A2.005:2070365043,MOD13A2.A2009017.h10v05.005.2009036094852.hdf,2009-01-17T00:00:00Z,2009-02-01T23:59:59Z,0,DAY,18.9553
SC:MOD13A2.005:2071154136,MOD13A2.A2009033.h10v05.005.2009060050933.hdf,2009-02-02T00:00:00Z,2009-02-17T23:59:59Z,0,DAY,19.0521
SC:MOD13A2.005:2071431808,MOD13A2.A2009049.h10v05.005.2009069130654.hdf,2009-02-18T00:00:00Z,2009-03-05T23:59:59Z,0,DAY,19.1979
SC:MOD13A2.005:2071906986,MOD13A2.A2009065.h10v05.005.2009086080229.hdf,2009-03-06T00:00:00Z,2009-03-21T23:59:59Z,0,DAY,18.7034
SC:MOD13A2.005:2072329084,MOD13A2.A2009081.h10v05.005.2009100235740.hdf,2009-03-22T00:00:00Z,2009-04-06T23:59:59Z,0,DAY,19.1366
SC:MOD13A2.005:2072972116,MOD13A2.A2009097.h10v05.005.2009125070912.hdf,2009-04-07T00:00:00Z,2009-04-22T23:59:59Z,0,DAY,19.3889
SC:MOD13A2.005:2073240164,MOD13A2.A2009113.h10v05.005.2009132024822.hdf,2009-04-23T00:00:00Z,2009-05-08T23:59:59Z,6,DAY,19.1157
SC:MOD13A2.005:2073794793,MOD13A2.A2009129.h10v05.005.2009150160604.hdf,2009-05-09T00:00:00Z,2009-05-24T23:59:59Z,1,DAY,19.51
SC:MOD13A2.005:2073999534,MOD13A2.A2009145.h10v05.005.2009167040827.hdf,2009-05-25T00:00:00Z,2009-06-09T23:59:59Z,0,DAY,19.5571
SC:MOD13A2.005:2074182223,MOD13A2.A2009161.h10v05.005.2009182200334.hdf,2009-06-10T00:00:00Z,2009-06-25T23:59:59Z,0,DAY,20.1289
SC:MOD13A2.005:2075026298,MOD13A2.A2009177.h10v05.005.2009199041246.hdf,2009-06-26T00:00:00Z,2009-07-11T23:59:59Z,0,DAY,19.7241
SC:MOD13A2.005:2075180389,MOD13A2.A2009193.h10v05.005.2009213124642.hdf,2009-07-12T00:00:00Z,2009-07-27T23:59:59Z,0,DAY,19.4526
SC:MOD13A2.005:2075336690,MOD13A2.A2009209.h10v05.005.2009229002410.hdf,2009-07-28T00:00:00Z,2009-08-12T23:59:59Z,0,DAY,19.6595
SC:MOD13A2.005:2075506799,MOD13A2.A2009225.h10v05.005.2009247060731.hdf,2009-08-13T00:00:00Z,2009-08-28T23:59:59Z,0,DAY,19.4735
SC:MOD13A2.005:2075653608,MOD13A2.A2009241.h10v05.005.2009260060432.hdf,2009-08-29T00:00:00Z,2009-09-13T23:59:59Z,0,DAY,19.1587
SC:MOD13A2.005:2075803254,MOD13A2.A2009257.h10v05.005.2009276023820.hdf,2009-09-14T00:00:00Z,2009-09-29T23:59:59Z,1,DAY,18.6904
SC:MOD13A2.005:2076678860,MOD13A2.A2009273.h10v05.005.2009306033505.hdf,2009-09-30T00:00:00Z,2009-10-15T23:59:59Z,0,DAY,18.291
SC:MOD13A2.005:2076733815,MOD13A2.A2009289.h10v05.005.2009309063552.hdf,2009-10-16T00:00:00Z,2009-10-31T23:59:59Z,0,DAY,18.5159
SC:MOD13A2.005:2076957582,MOD13A2.A2009305.h10v05.005.2009323050140.hdf,2009-11-01T00:00:00Z,2009-11-16T23:59:59Z,0,DAY,18.6776
SC:MOD13A2.005:2077152243,MOD13A2.A2009321.h10v05.005.2009338185658.hdf,2009-11-17T00:00:00Z,2009-12-02T23:59:59Z,0,DAY,18.4736
SC:MOD13A2.005:2077370097,MOD13A2.A2009337.h10v05.005.2009355125438.hdf,2009-12-03T00:00:00Z,2009-12-18T23:59:59Z,2,DAY,18.6273
SC:MOD13A2.005:2077637814,MOD13A2.A2009353.h10v05.005.2010009071707.hdf,2009-12-19T00:00:00Z,2010-01-03T23:59:59Z,3,BOTH,19.1291
SC:MOD13A2.005:2077904647,MOD13A2.A2010001.h10v05.005.2010028001838.hdf,2010-01-01T00:00:00Z,2010-01-16T23:59:59Z,1,BOTH,19.4559
SC:MOD13A2.005:2078028000,MOD13A2.A2010017.h10v05.005.2010036142636.hdf,2010-01-17T00:00:00Z,2010-02-01T23:59:59Z,1,DAY,18.747
SC:MOD13A2.005:2078231608,MOD13A2.A2010033.h10v05.005.2010051061206.hdf,2010-02-02T00:00:00Z,2010-02-17T23:59:59Z,4,DAY,18.9877
SC:MOD13A2.005:2078476203,MOD13A2.A2010049.h10v05.005.2010067105028.hdf,2010-02-18T00:00:00Z,2010-03-05T23:59:59Z,0,DAY,18.9959
SC:MOD13A2.005:2078722248,MOD13A2.A2010065.h10v05.005.2010085030344.hdf,2010-03-06T00:00:00Z,2010-03-21T23:59:59Z,1,DAY,19.0034
SC:MOD13A2.005:2078951609,MOD13A2.A2010081.h10v05.005.2010102185836.hdf,2010-03-22T00:00:00Z,2010-04-06T23:59:59Z,0,DAY,19.4332
SC:MOD13A2.005:2079127587,MOD13A2.A2010097.h10v05.005.2010114231534.hdf,2010-04-07T00:00:00Z,2010-04-22T23:59:59Z,0,DAY,19.5816
SC:MOD13A2.005:2079406367,MOD13A2.A2010113.h10v05.005.2010134151506.hdf,2010-04-23T00:00:00Z,2010-05-08T23:59:59Z,0,DAY,19.6934
SC:MOD13A2.005:2079589363,MOD13A2.A2010129.h10v05.005.2010147001630.hdf,2010-05-09T00:00:00Z,2010-05-24T23:59:59Z,1,DAY,19.666
SC:MOD13A2.005:2079855869,MOD13A2.A2010145.h10v05.005.2010166155127.hdf,2010-05-25T00:00:00Z,2010-06-09T23:59:59Z,1,DAY,19.914
SC:MOD13A2.005:2080026237,MOD13A2.A2010161.h10v05.005.2010178222130.hdf,2010-06-10T00:00:00Z,2010-06-25T23:59:59Z,1,DAY,20.2689
SC:MOD13A2.005:2082915549,MOD13A2.A2010177.h10v05.005.2011017014655.hdf,2010-06-26T00:00:00Z,2010-07-11T23:59:59Z,1,DAY,19.9133
SC:MOD13A2.005:2080424747,MOD13A2.A2010193.h10v05.005.2010212150942.hdf,2010-07-12T00:00:00Z,2010-07-27T23:59:59Z,1,DAY,20.023
SC:MOD13A2.005:2080647985,MOD13A2.A2010209.h10v05.005.2010239025607.hdf,2010-07-28T00:00:00Z,2010-08-12T23:59:59Z,1,DAY,19.8287
SC:MOD13A2.005:2080841265,MOD13A2.A2010225.h10v05.005.2010253102608.hdf,2010-08-13T00:00:00Z,2010-08-28T23:59:59Z,1,DAY,19.7402
SC:MOD13A2.005:2080998313,MOD13A2.A2010241.h10v05.005.2010260002747.hdf,2010-08-29T00:00:00Z,2010-09-13T23:59:59Z,0,DAY,19.2635
SC:MOD13A2.005:2081519539,MOD13A2.A2010257.h10v05.005.2010283013910.hdf,2010-09-14T00:00:00Z,2010-09-29T23:59:59Z,0,DAY,19.46
SC:MOD13A2.005:2081785532,MOD13A2.A2010273.h10v05.005.2010292011345.hdf,2010-09-30T00:00:00Z,2010-10-15T23:59:59Z,0,DAY,19.5597
SC:MOD13A2.005:2082054900,MOD13A2.A2010289.h10v05.005.2010309204139.hdf,2010-10-16T00:00:00Z,2010-10-31T23:59:59Z,0,DAY,19.266
SC:MOD13A2.005:2082246633,MOD13A2.A2010305.h10v05.005.2010323145828.hdf,2010-11-01T00:00:00Z,2010-11-16T23:59:59Z,0,DAY,18.9944
SC:MOD13A2.005:2082427585,MOD13A2.A2010321.h10v05.005.2010339210058.hdf,2010-11-17T00:00:00Z,2010-12-02T23:59:59Z,0,BOTH,18.6521
SC:MOD13A2.005:2082595286,MOD13A2.A2010337.h10v05.005.2010356065424.hdf,2010-12-03T00:00:00Z,2010-12-18T23:59:59Z,0,DAY,19.0177
SC:MOD13A2.005:2082785045,MOD13A2.A2010353.h10v05.005.2011006223737.hdf,2010-12-19T00:00:00Z,2011-01-03T23:59:59Z,1,DAY,18.6958
SC:MOD13A2.005:2083095508,MOD13A2.A2011001.h10v05.005.2011025042330.hdf,2011-01-01T00:00:00Z,2011-01-16T23:59:59Z,0,DAY,18.9267
SC:MOD13A2.005:2083480885,MOD13A2.A2011017.h10v05.005.2011041001941.hdf,2011-01-17T00:00:00Z,2011-02-01T23:59:59Z,0,DAY,18.9535
SC:MOD13A2.005:2083861607,MOD13A2.A2011033.h10v05.005.2011059070719.hdf,2011-02-02T00:00:00Z,2011-02-17T23:59:59Z,0,DAY,19.4344
SC:MOD13A2.005:2084082459,MOD13A2.A2011049.h10v05.005.2011075201936.hdf,2011-02-18T00:00:00Z,2011-03-05T23:59:59Z,0,DAY,18.671
SC:MOD13A2.005:2084249916,MOD13A2.A2011065.h10v05.005.2011084220001.hdf,2011-03-06T00:00:00Z,2011-03-21T23:59:59Z,0,DAY,19.0413
SC:MOD13A2.005:2084568370,MOD13A2.A2011081.h10v05.005.2011105071542.hdf,2011-03-22T00:00:00Z,2011-04-06T23:59:59Z,0,DAY,19.0978
SC:MOD13A2.005:2085224145,MOD13A2.A2011097.h10v05.005.2011118194231.hdf,2011-04-07T00:00:00Z,2011-04-22T23:59:59Z,0,DAY,19.1493
SC:MOD13A2.005:2085552920,MOD13A2.A2011113.h10v05.005.2011133024033.hdf,2011-04-23T00:00:00Z,2011-05-08T23:59:59Z,0,DAY,19.5743
SC:MOD13A2.005:2085839553,MOD13A2.A2011129.h10v05.005.2011154061947.hdf,2011-05-09T00:00:00Z,2011-05-24T23:59:59Z,0,DAY,19.7587
SC:MOD13A2.005:2085964674,MOD13A2.A2011145.h10v05.005.2011164121154.hdf,2011-05-25T00:00:00Z,2011-06-09T23:59:59Z,0,DAY,19.883
SC:MOD13A2.005:2086323860,MOD13A2.A2011161.h10v05.005.2011179142748.hdf,2011-06-10T00:00:00Z,2011-06-25T23:59:59Z,0,DAY,20.0762
SC:MOD13A2.005:2086989510,MOD13A2.A2011177.h10v05.005.2011213104133.hdf,2011-06-26T00:00:00Z,2011-07-11T23:59:59Z,1,DAY,20.0734
SC:MOD13A2.005:2086940990,MOD13A2.A2011193.h10v05.005.2011210090844.hdf,2011-07-12T00:00:00Z,2011-07-27T23:59:59Z,9,DAY,20.8614
SC:MOD13A2.005:2087365204,MOD13A2.A2011209.h10v05.005.2011226175234.hdf,2011-07-28T00:00:00Z,2011-08-12T23:59:59Z,1,DAY,20.0443
SC:MOD13A2.005:2087728866,MOD13A2.A2011225.h10v05.005.2011242105913.hdf,2011-08-13T00:00:00Z,2011-08-28T23:59:59Z,0,DAY,19.5659
SC:MOD13A2.005:2087947433,MOD13A2.A2011241.h10v05.005.2011258012758.hdf,2011-08-29T00:00:00Z,2011-09-13T23:59:59Z,0,DAY,19.45
SC:MOD13A2.005:2088619582,MOD13A2.A2011257.h10v05.005.2011274030913.hdf,2011-09-14T00:00:00Z,2011-09-29T23:59:59Z,0,DAY,19.1961
SC:MOD13A2.005:2088969808,MOD13A2.A2011273.h10v05.005.2011292193026.hdf,2011-09-30T00:00:00Z,2011-10-15T23:59:59Z,0,DAY,19.3438
SC:MOD13A2.005:2089193132,MOD13A2.A2011289.h10v05.005.2011307182501.hdf,2011-10-16T00:00:00Z,2011-10-31T23:59:59Z,0,DAY,19.3713
SC:MOD13A2.005:2089730969,MOD13A2.A2011305.h10v05.005.2011322122558.hdf,2011-11-01T00:00:00Z,2011-11-16T23:59:59Z,0,DAY,18.9412
SC:MOD13A2.005:2090013374,MOD13A2.A2011321.h10v05.005.2011340191152.hdf,2011-11-17T00:00:00Z,2011-12-02T23:59:59Z,0,DAY,18.7682
SC:MOD13A2.005:2090295975,MOD13A2.A2011337.h10v05.005.2011354011918.hdf,2011-12-03T00:00:00Z,2011-12-18T23:59:59Z,0,DAY,18.7407
SC:MOD13A2.005:2090584643,MOD13A2.A2011353.h10v05.005.2012005010256.hdf,2011-12-19T00:00:00Z,2012-01-03T23:59:59Z,0,DAY,18.9736
SC:MOD13A2.005:2090742937,MOD13A2.A2012001.h10v05.005.2012019094701.hdf,2012-01-01T00:00:00Z,2012-01-16T23:59:59Z,0,DAY,19.2364
SC:MOD13A2.005:2091218876,MOD13A2.A2012017.h10v05.005.2012046163301.hdf,2012-01-17T00:00:00Z,2012-02-01T23:59:59Z,0,DAY,18.8243
SC:MOD13A2.005:2091281196,MOD13A2.A2012033.h10v05.005.2012050020136.hdf,2012-02-02T00:00:00Z,2012-02-17T23:59:59Z,0,DAY,18.7405
SC:MOD13A2.005:2091540171,MOD13A2.A2012049.h10v05.005.2012067093853.hdf,2012-02-18T00:00:00Z,2012-03-04T23:59:59Z,0,DAY,19.0264
SC:MOD13A2.005:2091821327,MOD13A2.A2012065.h10v05.005.2012082093820.hdf,2012-03-05T00:00:00Z,2012-03-20T23:59:59Z,0,DAY,18.8976
SC:MOD13A2.005:2092187990,MOD13A2.A2012081.h10v05.005.2012107185006.hdf,2012-03-21T00:00:00Z,2012-04-05T23:59:59Z,0,DAY,19.2663
SC:MOD13A2.005:2092284564,MOD13A2.A2012097.h10v05.005.2012114094927.hdf,2012-04-06T00:00:00Z,2012-04-21T23:59:59Z,0,DAY,19.3105
SC:MOD13A2.005:2092524847,MOD13A2.A2012113.h10v05.005.2012130034034.hdf,2012-04-22T00:00:00Z,2012-05-07T23:59:59Z,0,DAY,19.6182
SC:MOD13A2.005:2092755147,MOD13A2.A2012129.h10v05.005.2012146093106.hdf,2012-05-08T00:00:00Z,2012-05-23T23:59:59Z,0,DAY,19.8431
SC:MOD13A2.005:2093031381,MOD13A2.A2012145.h10v05.005.2012166102226.hdf,2012-05-24T00:00:00Z,2012-06-08T23:59:59Z,0,DAY,19.6936
SC:MOD13A2.005:2093179795,MOD13A2.A2012161.h10v05.005.2012178045329.hdf,2012-06-09T00:00:00Z,2012-06-24T23:59:59Z,0,DAY,20.0317
SC:MOD13A2.005:2119204359,MOD13A2.A2012177.h10v05.005.2012209000335.hdf,2012-06-25T00:00:00Z,2012-07-10T23:59:59Z,0,DAY,19.9532
SC:MOD13A2.005:2119242165,MOD13A2.A2012193.h10v05.005.2012212112950.hdf,2012-07-11T00:00:00Z,2012-07-26T23:59:59Z,1,DAY,20.5666
SC:MOD13A2.005:2119710230,MOD13A2.A2012209.h10v05.005.2012228181916.hdf,2012-07-27T00:00:00Z,2012-08-11T23:59:59Z,1,DAY,19.9093
SC:MOD13A2.005:2119929023,MOD13A2.A2012225.h10v05.005.2012242055419.hdf,2012-08-12T00:00:00Z,2012-08-27T23:59:59Z,0,DAY,19.3368
SC:MOD13A2.005:2120319281,MOD13A2.A2012241.h10v05.005.2012258030303.hdf,2012-08-28T00:00:00Z,2012-09-12T23:59:59Z,0,DAY,19.4147
SC:MOD13A2.005:2120547354,MOD13A2.A2012257.h10v05.005.2012275091355.hdf,2012-09-13T00:00:00Z,2012-09-28T23:59:59Z,0,DAY,18.7447
SC:MOD13A2.005:2121055457,MOD13A2.A2012273.h10v05.005.2012299090844.hdf,2012-09-29T00:00:00Z,2012-10-14T23:59:59Z,0,DAY,18.941
SC:MOD13A2.005:2121234288,MOD13A2.A2012289.h10v05.005.2012311091431.hdf,2012-10-15T00:00:00Z,2012-10-30T23:59:59Z,0,DAY,18.999
SC:MOD13A2.005:2121373989,MOD13A2.A2012305.h10v05.005.2012322034021.hdf,2012-10-31T00:00:00Z,2012-11-15T23:59:59Z,0,DAY,19.1535
SC:MOD13A2.005:2121589260,MOD13A2.A2012321.h10v05.005.2012339023300.hdf,2012-11-16T00:00:00Z,2012-12-01T23:59:59Z,0,DAY,19.1202
SC:MOD13A2.005:2121836120,MOD13A2.A2012337.h10v05.005.2012355091900.hdf,2012-12-02T00:00:00Z,2012-12-17T23:59:59Z,0,DAY,18.6575
SC:MOD13A2.005:2122036081,MOD13A2.A2012353.h10v05.005.2013009134015.hdf,2012-12-18T00:00:00Z,2013-01-02T23:59:59Z,0,DAY,18.7674
SC:MOD13A2.005:2122349805,MOD13A2.A2013001.h10v05.005.2013018023034.hdf,2013-01-01T00:00:00Z,2013-01-16T23:59:59Z,1,DAY,18.8142
SC:MOD13A2.005:2122566396,MOD13A2.A2013017.h10v05.005.2013039175008.hdf,2013-01-17T00:00:00Z,2013-02-01T23:59:59Z,0,DAY,19.057
SC:MOD13A2.005:2122999733,MOD13A2.A2013033.h10v05.005.2013051085009.hdf,2013-02-02T00:00:00Z,2013-02-17T23:59:59Z,0,DAY,18.9156
SC:MOD13A2.005:2123268274,MOD13A2.A2013049.h10v05.005.2013067181603.hdf,2013-02-18T00:00:00Z,2013-03-05T23:59:59Z,0,DAY,18.8841
SC:MOD13A2.005:2123488395,MOD13A2.A2013065.h10v05.005.2013082064911.hdf,2013-03-06T00:00:00Z,2013-03-21T23:59:59Z,0,DAY,19.1233
SC:MOD13A2.005:2123723077,MOD13A2.A2013081.h10v05.005.2013098031425.hdf,2013-03-22T00:00:00Z,2013-04-06T23:59:59Z,0,DAY,19.1777
SC:MOD13A2.005:2123945699,MOD13A2.A2013097.h10v05.005.2013114025121.hdf,2013-04-07T00:00:00Z,2013-04-22T23:59:59Z,0,DAY,19.1314
SC:MOD13A2.005:2124197747,MOD13A2.A2013113.h10v05.005.2013130033703.hdf,2013-04-23T00:00:00Z,2013-05-08T23:59:59Z,0,DAY,19.4248
SC:MOD13A2.005:2124417373,MOD13A2.A2013129.h10v05.005.2013146034752.hdf,2013-05-09T00:00:00Z,2013-05-24T23:59:59Z,0,DAY,19.6609
SC:MOD13A2.005:2124649706,MOD13A2.A2013145.h10v05.005.2013162033407.hdf,2013-05-25T00:00:00Z,2013-06-09T23:59:59Z,1,DAY,20.0213
SC:MOD13A2.005:2124901288,MOD13A2.A2013161.h10v05.005.2013178105039.hdf,2013-06-10T00:00:00Z,2013-06-25T23:59:59Z,0,DAY,20.0923
SC:MOD13A2.005:2125111568,MOD13A2.A2013177.h10v05.005.2013194033341.hdf,2013-06-26T00:00:00Z,2013-07-11T23:59:59Z,3,DAY,20.3252
SC:MOD13A2.005:2125401729,MOD13A2.A2013193.h10v05.005.2013213100807.hdf,2013-07-12T00:00:00Z,2013-07-27T23:59:59Z,1,DAY,20.0013
SC:MOD13A2.005:2125904338,MOD13A2.A2013209.h10v05.005.2013226035948.hdf,2013-07-28T00:00:00Z,2013-08-12T23:59:59Z,2,DAY,19.7977
SC:MOD13A2.005:2126661450,MOD13A2.A2013225.h10v05.005.2013242083658.hdf,2013-08-13T00:00:00Z,2013-08-28T23:59:59Z,0,DAY,19.5193
SC:MOD13A2.005:2127324497,MOD13A2.A2013241.h10v05.005.2013260150557.hdf,2013-08-29T00:00:00Z,2013-09-13T23:59:59Z,0,DAY,19.5596
SC:MOD13A2.005:2127733462,MOD13A2.A2013257.h10v05.005.2013277174923.hdf,2013-09-14T00:00:00Z,2013-09-29T23:59:59Z,0,DAY,19.1148
SC:MOD13A2.005:2128189553,MOD13A2.A2013273.h10v05.005.2013303114713.hdf,2013-09-30T00:00:00Z,2013-10-15T23:59:59Z,0,DAY,18.9187
SC:MOD13A2.005:2128607755,MOD13A2.A2013289.h10v05.005.2013316182753.hdf,2013-10-16T00:00:00Z,2013-10-31T23:59:59Z,0,DAY,18.7518
SC:MOD13A2.005:2128697947,MOD13A2.A2013305.h10v05.005.2013322040129.hdf,2013-11-01T00:00:00Z,2013-11-16T23:59:59Z,0,DAY,18.9069
SC:MOD13A2.005:2128914367,MOD13A2.A2013321.h10v05.005.2013338095641.hdf,2013-11-17T00:00:00Z,2013-12-02T23:59:59Z,0,DAY,18.8071
SC:MOD13A2.005:2129131963,MOD13A2.A2013337.h10v05.005.2013354060152.hdf,2013-12-03T00:00:00Z,2013-12-18T23:59:59Z,0,DAY,18.8108
SC:MOD13A2.005:2130068972,MOD13A2.A2013353.h10v05.005.2014006075401.hdf,2013-12-19T00:00:00Z,2014-01-03T23:59:59Z,1,DAY,18.8893
SC:MOD13A2.005:2130283692,MOD13A2.A2014001.h10v05.005.2014018080910.hdf,2014-01-01T00:00:00Z,2014-01-16T23:59:59Z,2,DAY,19.2894
