number,datasetID,site,system,taxa,nTime,spRichTotal,spRichCore,spRichTrans,propCore,propCore_pVal,propTrans,propTrans_pVal,meanAbundance,mu,bimodality,pBimodal,alpha,beta
484,67,-34.43_20.379999,Terrestrial,Bird,13,14,3,10,0.214285714,0.816,0.714285714,0.048,NA,0.291208791,0.413407029,0.195,0.829124654,1.517850419
485,67,-34.720001_20.120001,Terrestrial,Bird,12,15,5,6,0.333333333,0.623,0.4,0.344,NA,0.522222222,0.502361275,0.056,1.033277571,0.853729945
486,67,-34_24.93,Terrestrial,Bird,12,11,7,4,0.636363636,0.144,0.363636364,0.488,NA,0.613636364,0.72892562,0.021,0.958848595,0.691141168
487,70, Belgium ,Terrestrial,Arthropod,14,25,24,0,0.96,0,0,0.999,25364.78571,0.865714286,0.049916553,0.991,8.786844869,1.524960416
488,207,Toolik_1,Terrestrial,Plant,6,17,6,11,0.352941176,0.546,0.647058824,0.135,146.4721,0.5,0.736666667,0.035,0.843885525,0.682066553
489,207,Toolik_2,Terrestrial,Plant,6,14,6,8,0.428571429,0.431,0.571428571,0.215,113.0901667,0.583333333,0.771428571,0.064,0.939060956,0.595783068
490,207,Toolik_3,Terrestrial,Plant,6,16,6,10,0.375,0.574,0.625,0.208,101.6558333,0.520833333,0.8175,0.038,0.79499664,0.596670765
491,207,Toolik_4,Terrestrial,Plant,6,15,6,9,0.4,0.424,0.6,0.183,146.599,0.555555556,0.785714286,0.019,0.878313515,0.599842669
492,208,1_CF,Terrestrial,Arthropod,9,12,2,8,0.166666667,0.932,0.666666667,0.174,37.88888889,0.287037037,0.244357639,0.651,1.715382628,3.794035617
493,208,1_DF,Terrestrial,Arthropod,10,12,1,8,0.083333333,0.967,0.666666667,0.122,29,0.3,0.386831276,0.256,0.959630485,1.694499953
494,208,1_SF,Terrestrial,Arthropod,11,16,2,10,0.125,0.946,0.625,0.026,43.18181818,0.323863636,0.33484375,0.48,1.064738934,1.767321273
495,208,1_T1,Terrestrial,Arthropod,9,13,3,6,0.230769231,0.984,0.461538462,0.199,52.55555556,0.41025641,0.29389881,0.843,1.826053828,2.508641071
496,208,1_T2,Terrestrial,Arthropod,7,14,3,9,0.214285714,0.921,0.642857143,0.053,62.71428571,0.367346939,0.360544218,0.531,1.292568578,1.842499105
497,208,1_T3,Terrestrial,Arthropod,8,14,2,7,0.142857143,0.958,0.5,0.081,65.875,0.392857143,0.37151187,0.411,1.259408301,1.690397087
498,208,1_T4,Terrestrial,Arthropod,7,9,3,3,0.333333333,0.999,0.333333333,0.495,56.57142857,0.507936508,0.452777778,0.446,1.578591968,1.448953046
499,208,1_T5,Terrestrial,Arthropod,22,15,2,11,0.133333333,0.956,0.733333333,0.01,37.45454545,0.266666667,0.23914804,0.738,1.222244976,2.988115471
500,208,1_T6,Terrestrial,Arthropod,12,14,3,10,0.214285714,0.669,0.714285714,0.104,43.5,0.291666667,0.376623377,0.288,1.05715823,2.139664
501,208,1_T7,Terrestrial,Arthropod,20,17,3,11,0.176470588,0.913,0.647058824,0.016,41.8,0.297058824,0.334179748,0.464,0.878730835,1.638023068
502,208,2_CF,Terrestrial,Arthropod,12,14,4,10,0.285714286,0.532,0.714285714,0.109,52.58333333,0.291666667,0.390791027,0.231,0.978505394,1.981650023
503,208,2_DF,Terrestrial,Arthropod,10,11,2,8,0.181818182,0.816,0.727272727,0.142,30.8,0.272727273,0.299588477,0.421,1.393055369,3.17270118
504,208,2_SF,Terrestrial,Arthropod,10,10,2,6,0.2,0.897,0.6,0.233,45.4,0.33,0.365925926,0.298,1.32740145,2.408593846
505,208,2_T1,Terrestrial,Arthropod,9,14,3,10,0.214285714,0.951,0.714285714,0.009,53.77777778,0.341269841,0.379145408,0.415,1.089156945,1.689726833
506,208,2_T2,Terrestrial,Arthropod,8,10,1,4,0.1,0.978,0.4,0.241,47,0.4375,0.363265306,0.53,1.525076106,1.741910058
507,208,2_T3,Terrestrial,Arthropod,8,14,2,6,0.142857143,0.999,0.428571429,0.11,62.25,0.401785714,0.375260308,0.588,1.275681332,1.625088853
508,208,2_T4,Terrestrial,Arthropod,6,11,2,8,0.181818182,0.814,0.727272727,0.069,35.66666667,0.378787879,0.354666667,0.628,1.468010727,1.981924462
509,208,2_T5,Terrestrial,Arthropod,23,19,1,15,0.052631579,0.994,0.789473684,0.001,38.39130435,0.221967963,0.217125803,0.746,1.052461837,3.230042134
510,208,2_T6,Terrestrial,Arthropod,9,14,3,10,0.214285714,0.807,0.714285714,0.099,50.33333333,0.341269841,0.32557398,0.405,1.475409825,2.498785874
511,208,2_T7,Terrestrial,Arthropod,21,16,3,9,0.1875,0.961,0.5625,0.071,36.71428571,0.327380952,0.32359375,0.544,1.05421909,1.889107767
512,208,3_CF,Terrestrial,Arthropod,8,10,2,7,0.2,0.821,0.7,0.037,42.75,0.375,0.52244898,0.167,1.026029052,1.369923368
513,208,3_DF,Terrestrial,Arthropod,12,13,2,10,0.153846154,0.791,0.769230769,0.06,27,0.269230769,0.338449429,0.343,1.062094533,2.320810269
514,208,3_SF,Terrestrial,Arthropod,11,14,1,10,0.071428571,0.968,0.714285714,0.004,35.54545455,0.305194805,0.209183673,0.737,1.924947413,3.997478815
515,208,3_T1,Terrestrial,Arthropod,12,13,2,9,0.153846154,0.955,0.692307692,0.011,57,0.346153846,0.275482094,0.79,1.519852402,2.555698586
516,208,3_T2,Terrestrial,Arthropod,9,13,3,8,0.230769231,0.956,0.615384615,0.082,57.66666667,0.384615385,0.412202381,0.369,1.146954972,1.546866476
517,208,3_T3,Terrestrial,Arthropod,7,15,3,7,0.2,0.999,0.466666667,0.155,68.71428571,0.428571429,0.401785714,0.519,1.33397434,1.583707796
518,208,3_T4,Terrestrial,Arthropod,7,14,3,9,0.214285714,0.921,0.642857143,0.055,51.71428571,0.387755102,0.467120181,0.265,1.018102664,1.248236897
519,208,3_T5,Terrestrial,Arthropod,21,16,2,12,0.125,0.98,0.75,0.005,32.9047619,0.241071429,0.200585938,0.861,1.279550805,3.566955426
520,208,3_T6,Terrestrial,Arthropod,10,14,2,9,0.142857143,0.941,0.642857143,0.084,58,0.357142857,0.414210128,0.249,1.03627803,1.494052664
521,208,3_T7,Terrestrial,Arthropod,22,17,2,11,0.117647059,0.978,0.647058824,0.026,55.27272727,0.310160428,0.29686319,0.631,1.108761596,2.071744013
522,208,4_T1,Terrestrial,Arthropod,10,16,2,10,0.125,0.972,0.625,0.044,55.7,0.33125,0.325424383,0.591,1.266574194,2.195554654
523,208,4_T2,Terrestrial,Arthropod,10,12,1,8,0.083333333,0.994,0.666666667,0.021,53.6,0.316666667,0.253772291,0.786,1.647256125,3.059718031
524,208,4_T4,Terrestrial,Arthropod,7,14,2,9,0.142857143,0.999,0.642857143,0.051,54.28571429,0.37755102,0.358843537,0.553,1.318622009,1.791233649
525,208,4_T5,Terrestrial,Arthropod,19,17,2,11,0.117647059,0.981,0.647058824,0.05,34.42105263,0.263157895,0.227366255,0.819,1.234850408,3.147264689
526,208,4_T6,Terrestrial,Arthropod,11,17,2,13,0.117647059,0.879,0.764705882,0.015,52,0.288770053,0.364722222,0.302,0.920438074,1.711867286
527,208,4_T7,Terrestrial,Arthropod,24,17,2,12,0.117647059,0.982,0.705882353,0.003,43.66666667,0.289215686,0.288752363,0.657,1.052700484,2.1218601
528,208,5_T1,Terrestrial,Arthropod,9,13,3,5,0.230769231,0.899,0.384615385,0.54,58.88888889,0.401709402,0.305059524,0.604,1.698139127,2.415480994
529,208,5_T2,Terrestrial,Arthropod,10,14,1,8,0.071428571,0.999,0.571428571,0.164,49.7,0.328571429,0.34164777,0.45,1.072143921,1.774245794
530,208,5_T3,Terrestrial,Arthropod,6,14,3,7,0.214285714,0.732,0.5,0.272,65.83333333,0.404761905,0.336326531,0.598,1.866006444,2.589097151
531,208,5_T4,Terrestrial,Arthropod,7,14,3,9,0.214285714,0.898,0.642857143,0.056,43.14285714,0.367346939,0.360544218,0.518,1.292568578,1.842499105
532,208,5_T5,Terrestrial,Arthropod,21,15,1,11,0.066666667,0.991,0.733333333,0.022,29.42857143,0.26031746,0.195357143,0.846,1.392919734,3.616395694
533,208,5_T6,Terrestrial,Arthropod,12,13,3,9,0.230769231,0.776,0.692307692,0.036,43.25,0.346153846,0.393152302,0.339,1.049810449,1.574772439
534,208,5_T7,Terrestrial,Arthropod,22,15,2,8,0.133333333,0.986,0.533333333,0.058,52.95454545,0.357575758,0.347262715,0.48,1.029345683,1.560806996
535,208,6_T1,Terrestrial,Arthropod,13,13,2,7,0.153846154,0.913,0.538461538,0.161,54.30769231,0.360946746,0.418650794,0.21,1.021818554,1.57595158
536,208,6_T2,Terrestrial,Arthropod,10,12,2,7,0.166666667,0.982,0.583333333,0.068,47.9,0.358333333,0.30829904,0.672,1.569004047,2.47369302
537,208,6_T3,Terrestrial,Arthropod,8,13,3,5,0.230769231,0.916,0.384615385,0.266,58.75,0.451923077,0.411078717,0.47,1.366476257,1.456436581
538,208,6_T4,Terrestrial,Arthropod,8,15,2,9,0.133333333,0.968,0.6,0.03,47,0.366666667,0.344023324,0.58,1.282144797,1.845787118
539,208,6_T5,Terrestrial,Arthropod,19,16,1,12,0.0625,0.996,0.75,0.007,31.63157895,0.233552632,0.226803627,0.811,1.166219462,3.221912891
540,208,6_T6,Terrestrial,Arthropod,10,14,3,10,0.214285714,0.895,0.714285714,0.008,52.2,0.35,0.322751323,0.525,1.468664073,2.391001395
541,208,6_T7,Terrestrial,Arthropod,22,17,2,13,0.117647059,0.993,0.764705882,0,36.59090909,0.278074866,0.286848073,0.69,1.031564599,2.158877745
542,210,1_A,Terrestrial,Plant,23,91,17,52,0.186813187,0.968,0.571428571,0.006,9992.285526,0.344481605,0.426757696,0.133,0.612306554,0.945114321
543,210,1_B,Terrestrial,Plant,24,93,30,53,0.322580645,0.514,0.569892473,0.049,11832.15837,0.409050179,0.597332513,0.001,0.497898278,0.551995825
544,210,1_C,Terrestrial,Plant,30,110,39,55,0.354545455,0.426,0.5,0.134,15492.55743,0.436969697,0.623789467,0,0.475457208,0.497314367
545,213,213,Terrestrial,Plant,22,112,36,60,0.321428571,0.613,0.535714286,0.051,4077.272727,0.44724026,0.6445665,0,0.49917659,0.458970341
546,217,a,Terrestrial,Plant,17,235,149,46,0.634042553,0.171,0.195744681,0.448,10051.41176,0.724405507,0.526917645,0.008,0.735544907,0.266723129
547,217,b,Terrestrial,Plant,17,252,154,61,0.611111111,0.13,0.242063492,0.403,9853.882353,0.684640523,0.595122699,0.002,0.634756268,0.273954022
548,217,c,Terrestrial,Plant,17,258,151,70,0.585271318,0.152,0.271317829,0.387,9851,0.653442772,0.630993292,0.001,0.588783664,0.281654288
549,217,d,Terrestrial,Plant,17,254,147,66,0.578740157,0.27,0.25984252,0.285,9759,0.668133395,0.606200642,0,0.615067236,0.270702013
550,218,A_1,Terrestrial,Plant,8,35,13,17,0.371428571,0.561,0.485714286,0.074,29,0.503571429,0.702547686,0.015,0.699611881,0.557656752
551,218,A_10,Terrestrial,Plant,8,41,18,16,0.43902439,0.352,0.390243902,0.099,27.75,0.533536585,0.522060253,0.091,1.00686101,0.799809615
552,218,A_2,Terrestrial,Plant,8,37,14,9,0.378378378,0.603,0.243243243,0.541,29.25,0.587837838,0.511636233,0.119,0.995803963,0.622294579
553,218,A_3,Terrestrial,Plant,8,41,18,13,0.43902439,0.404,0.317073171,0.329,34.875,0.618902439,0.593488824,0.044,0.893025152,0.487794317
554,218,A_4,Terrestrial,Plant,8,45,19,14,0.422222222,0.44,0.311111111,0.419,36,0.569444444,0.629991127,0.032,0.788467245,0.509837331
555,218,A_5,Terrestrial,Plant,8,49,22,14,0.448979592,0.286,0.285714286,0.389,40.5,0.591836735,0.542585034,0.059,0.94192298,0.566315612
556,218,A_6,Terrestrial,Plant,8,41,17,12,0.414634146,0.165,0.292682927,0.21,28.375,0.56097561,0.466666667,0.059,1.144501033,0.830134419
557,218,A_7,Terrestrial,Plant,8,38,19,11,0.5,0.18,0.289473684,0.432,29.5,0.611842105,0.604895698,0.028,0.891109098,0.52471341
558,218,A_8,Terrestrial,Plant,8,38,17,6,0.447368421,0.29,0.157894737,0.827,32.375,0.628289474,0.44892306,0.264,1.180326936,0.624357451
559,218,A_9,Terrestrial,Plant,8,35,13,12,0.371428571,0.606,0.342857143,0.259,24.75,0.542857143,0.611311191,0.015,0.835001506,0.606927439
560,218,B_0,Terrestrial,Plant,6,26,17,9,0.653846154,0,0.346153846,0.43,25,0.692307692,0.586982249,0.119,1.19091477,0.528901927
561,218,B_1,Terrestrial,Plant,8,47,17,16,0.361702128,0.646,0.340425532,0.068,27.875,0.531914894,0.540298728,0.027,0.880902222,0.657210316
562,218,B_2,Terrestrial,Plant,8,42,18,15,0.428571429,0.351,0.357142857,0.185,31.625,0.571428571,0.614743857,0.006,0.83244062,0.545213608
563,218,B_3,Terrestrial,Plant,8,39,17,11,0.435897436,0.339,0.282051282,0.318,29,0.596153846,0.575832438,0.002,0.912980479,0.547871661
564,218,B_4,Terrestrial,Plant,8,49,15,21,0.306122449,0.798,0.428571429,0.027,28.625,0.477040816,0.515578231,0.079,0.891894614,0.808648372
565,218,B_5,Terrestrial,Plant,8,46,11,18,0.239130435,0.966,0.391304348,0.109,24,0.464673913,0.442459782,0.312,1.0143974,1.013831806
566,218,B_6,Terrestrial,Plant,8,38,10,23,0.263157895,0.815,0.605263158,0.038,21.125,0.430921053,0.58731415,0.068,0.726328153,0.709009162
567,218,B_7,Terrestrial,Plant,8,36,20,8,0.555555556,0.031,0.222222222,0.72,29.375,0.631944444,0.525825145,0.061,1.092911485,0.614734948
568,218,B_8,Terrestrial,Plant,7,35,15,14,0.428571429,0.578,0.4,0.15,26.14285714,0.563265306,0.609658678,0.009,0.910325854,0.6196449
569,218,C_1,Terrestrial,Plant,8,37,18,13,0.486486486,0.217,0.351351351,0.227,26.375,0.560810811,0.643036162,0.008,0.827921822,0.589210897
570,218,C_2,Terrestrial,Plant,8,30,14,9,0.466666667,0.381,0.3,0.403,25,0.6125,0.676734694,0.02,0.826727745,0.481271771
571,218,C_3,Terrestrial,Plant,8,40,13,16,0.325,0.691,0.4,0.101,29.625,0.528125,0.561173469,0.044,0.851078946,0.632723541
572,218,C_4,Terrestrial,Plant,8,40,13,11,0.325,0.778,0.275,0.446,27.5,0.54375,0.496122449,0.096,0.965606774,0.69397453
573,218,C_5,Terrestrial,Plant,8,37,10,16,0.27027027,0.877,0.432432432,0.115,21.5,0.469594595,0.487528345,0.165,0.950340404,0.929672435
574,218,C_6,Terrestrial,Plant,8,34,13,11,0.382352941,0.533,0.323529412,0.311,22.75,0.533088235,0.601723042,0.022,0.850014316,0.643644729
575,218,C_7,Terrestrial,Plant,8,41,16,15,0.390243902,0.522,0.365853659,0.163,27,0.548780488,0.545383868,0.082,0.910824152,0.634647066
576,218,C_8,Terrestrial,Plant,8,38,10,17,0.263157895,0.763,0.447368421,0.194,20.375,0.444078947,0.527163774,0.112,0.889720611,0.954094793
577,218,D_1,Terrestrial,Plant,8,50,22,13,0.44,0.307,0.26,0.439,40.75,0.605,0.471379592,0.206,1.067143245,0.6084115
578,218,D_2,Terrestrial,Plant,8,42,22,10,0.523809524,0.296,0.238095238,0.394,35.625,0.657738095,0.567772687,0.03,0.954917456,0.469477379
579,218,D_3,Terrestrial,Plant,8,44,21,11,0.477272727,0.277,0.25,0.44,37.25,0.625,0.560296846,0.042,0.930815188,0.515991322
580,218,D_4,Terrestrial,Plant,8,41,16,11,0.390243902,0.399,0.268292683,0.593,29.375,0.557926829,0.518367347,0.05,0.97015006,0.672709166
581,218,D_5,Terrestrial,Plant,8,42,17,15,0.404761905,0.432,0.357142857,0.248,30,0.538690476,0.647184044,0.012,0.758233136,0.524942528
582,218,D_6,Terrestrial,Plant,8,43,15,14,0.348837209,0.606,0.325581395,0.218,27.375,0.511627907,0.546338016,0.084,0.854718052,0.681832096
583,218,D_7,Terrestrial,Plant,8,42,17,13,0.404761905,0.429,0.30952381,0.321,28.5,0.544642857,0.590170762,0.028,0.828977346,0.587136063
584,218,D_8,Terrestrial,Plant,8,40,15,12,0.375,0.513,0.3,0.4,26.75,0.565625,0.53872449,0.011,0.96478535,0.651699219
585,218,E_1,Terrestrial,Plant,8,30,11,11,0.366666667,0.554,0.366666667,0.213,24.5,0.533333333,0.581950113,0.042,0.880419558,0.687796448
586,218,E_2,Terrestrial,Plant,8,53,20,17,0.377358491,0.495,0.320754717,0.265,35.375,0.547169811,0.53689168,0.032,0.87690881,0.618181961
587,218,E_3,Terrestrial,Plant,8,47,15,18,0.319148936,0.802,0.382978723,0.075,29.125,0.5,0.514344868,0.054,0.89812157,0.756705965
588,218,E_4,Terrestrial,Plant,8,42,16,12,0.380952381,0.514,0.285714286,0.353,31.375,0.589285714,0.514230182,0.079,0.994047149,0.610420665
589,218,E_5,Terrestrial,Plant,8,46,14,15,0.304347826,0.901,0.326086957,0.119,28.75,0.513586957,0.469310598,0.158,0.974468245,0.785800026
590,218,E_6,Terrestrial,Plant,8,39,15,10,0.384615385,0.447,0.256410256,0.661,26.5,0.560897436,0.518904404,0.056,0.969391498,0.666753372
591,218,E_7,Terrestrial,Plant,8,43,20,14,0.465116279,0.275,0.325581395,0.242,28.875,0.563953488,0.590246488,0.024,0.868972529,0.604996426
592,218,E_8,Terrestrial,Plant,8,43,13,16,0.302325581,0.693,0.372093023,0.21,27.75,0.502906977,0.594487146,0.034,0.775472086,0.623782721
593,221,221,Terrestrial,Plant,14,99,48,31,0.484848485,0.101,0.313131313,0.333,26271.57143,0.578643579,0.495176911,0.025,0.875364083,0.586688846
594,222,SagebrushSteppe,Terrestrial,Plant,17,18,16,2,0.888888889,0.126,0.111111111,0.562,3.346761845,0.885620915,0.367139275,0.022,1.640643706,0.397116795
595,223,C_1_1,Terrestrial,Plant,7,31,12,16,0.387096774,0.666,0.516129032,0.141,1226.328571,0.502304147,0.673611111,0.004,0.801958369,0.665410296
596,223,C_1_3,Terrestrial,Plant,7,27,6,15,0.222222222,0.935,0.555555556,0.059,852.2142857,0.402116402,0.362942613,0.644,1.47907217,2.057642221
597,223,C_1_4,Terrestrial,Plant,9,36,10,18,0.277777778,0.975,0.5,0.058,536.7333333,0.425925926,0.394097222,0.506,1.162768769,1.432331713
598,223,C_2_1,Terrestrial,Plant,3,11,7,4,0.636363636,0,0.363636364,0.659,723.0333333,0.696969697,0.816666667,0,1.644106357,0.741806562
599,223,C_2_2,Terrestrial,Plant,8,25,4,13,0.16,0.999,0.52,0.036,907.85,0.395,0.409994767,0.41,1.030226547,1.304345042
600,223,C_2_3,Terrestrial,Plant,2,13,6,0,0.461538462,0.999,0,0.999,701,0.730769231,1,0.999,2.095372278,0.783692583
601,223,C_3_2,Terrestrial,Plant,9,51,13,31,0.254901961,0.92,0.607843137,0.014,1292.211111,0.387799564,0.393221154,0.402,1.138024793,1.650398906
602,223,C_3_3,Terrestrial,Plant,8,39,5,18,0.128205128,0.999,0.461538462,0.197,1056.9875,0.381410256,0.31396348,0.67,1.453845008,2.276467492
603,223,C_3_4,Terrestrial,Plant,5,21,4,10,0.19047619,0.902,0.476190476,0.183,1010.32,0.419047619,0.498863636,0.301,1.049395682,1.130688743
604,223,C_4_1,Terrestrial,Plant,4,26,9,12,0.346153846,0.999,0.461538462,0.254,731.325,0.519230769,0.612754767,0.347,1.12428402,0.865536494
605,223,C_4_2,Terrestrial,Plant,2,16,9,0,0.5625,0.489,0,0.999,848.25,0.78125,0.984375,0.999,2.12712967,0.631751015
606,223,C_4_3,Terrestrial,Plant,3,30,15,15,0.5,0.354,0.5,0.328,1022,0.6,0.76,0,1.180736452,0.660741608
607,223,G_1_2,Terrestrial,Plant,14,65,15,32,0.230769231,0.813,0.492307692,0.08,3536.707143,0.415384615,0.444268872,0.175,0.901660892,1.202735192
608,223,G_2_1,Terrestrial,Plant,6,40,12,22,0.3,0.599,0.55,0.116,814.8666667,0.4125,0.2479,0.824,2.30995633,3.24441682
609,223,G_2_3,Terrestrial,Plant,10,47,15,23,0.319148936,0.817,0.489361702,0.021,1190.28,0.457446809,0.405215602,0.411,1.233831755,1.411991496
610,223,G_2_4,Terrestrial,Plant,9,52,16,28,0.307692308,0.865,0.538461538,0.082,1668.9,0.444444444,0.536057692,0.077,0.745882555,0.721707467
611,223,G_3_2,Terrestrial,Plant,9,47,18,25,0.382978723,0.787,0.531914894,0.009,1249.122222,0.477541371,0.481374547,0.134,0.964583366,0.917192261
612,223,G_3_3,Terrestrial,Plant,11,55,18,22,0.327272727,0.616,0.4,0.152,1244.036364,0.441322314,0.426931217,0.271,1.046150043,1.258304461
613,223,G_3_4,Terrestrial,Plant,10,54,16,26,0.296296296,0.791,0.481481481,0.084,1121.54,0.416666667,0.389117513,0.444,1.160498739,1.567632116
614,223,G_4_1,Terrestrial,Plant,11,55,13,28,0.236363636,0.727,0.509090909,0.07,1256.609091,0.378512397,0.42452381,0.207,0.903483266,1.307416958
615,223,G_4_2,Terrestrial,Plant,10,50,17,23,0.34,0.774,0.46,0.055,1408.11,0.46,0.434567901,0.268,1.098700438,1.226846152
616,223,G_4_3,Terrestrial,Plant,7,40,12,18,0.3,0.853,0.45,0.152,1348.942857,0.467857143,0.572152778,0.093,0.810871563,0.727223899
617,224,open,Terrestrial,Plant,28,55,11,33,0.2,0.934,0.6,0.006,2290.964286,0.359090909,0.484094324,0.027,0.603520584,0.85664609
618,224,shrub,Terrestrial,Plant,18,54,16,30,0.296296296,0.72,0.555555556,0,1938.444444,0.406378601,0.452043611,0.062,0.802280237,1.021502143
619,225,205,Terrestrial,Plant,12,129,64,46,0.496124031,0.098,0.356589147,0.411,162.5,0.579457364,0.616532899,0,0.659355013,0.407279544
620,225,206,Terrestrial,Plant,12,138,72,46,0.52173913,0.049,0.333333333,0.359,180.0833333,0.608091787,0.579427199,0,0.723577497,0.400976303
621,225,208,Terrestrial,Plant,12,124,62,44,0.5,0.13,0.35483871,0.372,161.25,0.592069892,0.628002425,0,0.656673805,0.383940671
622,225,220,Terrestrial,Plant,12,127,66,42,0.519685039,0.086,0.330708661,0.537,164.9166667,0.592519685,0.623831661,0.001,0.654695363,0.391031637
623,225,222,Terrestrial,Plant,12,143,80,44,0.559440559,0.003,0.307692308,0.525,191.8333333,0.626456876,0.5395181,0.006,0.785479372,0.424741996
624,225,226,Terrestrial,Plant,12,136,64,55,0.470588235,0.153,0.404411765,0.302,169.5,0.559436275,0.640208113,0.001,0.620292722,0.39410309
625,225,238,Terrestrial,Plant,12,151,79,51,0.523178808,0.089,0.337748344,0.556,185.5,0.588852097,0.636520226,0.002,0.636430271,0.383255734
626,225,244,Terrestrial,Plant,12,147,71,48,0.482993197,0.086,0.326530612,0.509,182.5833333,0.581632653,0.551650598,0.007,0.718539651,0.437826887
627,225,254,Terrestrial,Plant,12,101,47,38,0.465346535,0.148,0.376237624,0.395,127.0833333,0.551980198,0.634937611,0,0.633418742,0.423745983
628,225,259,Terrestrial,Plant,12,103,56,36,0.54368932,0.062,0.349514563,0.376,137,0.610841424,0.621667103,0,0.703198851,0.397427809
629,225,303,Terrestrial,Plant,12,131,79,39,0.603053435,0.16,0.297709924,0.38,186.75,0.666030534,0.655893968,0.001,0.66068737,0.303191828
630,225,307,Terrestrial,Plant,12,153,73,62,0.477124183,0.131,0.405228758,0.301,184.3333333,0.564814815,0.650477622,0,0.614390067,0.384433362
631,225,308,Terrestrial,Plant,12,91,50,28,0.549450549,0.125,0.307692308,0.449,135.25,0.630952381,0.601756697,0.003,0.728166635,0.381356209
632,225,309,Terrestrial,Plant,12,132,72,46,0.545454545,0.08,0.348484848,0.372,170.75,0.607954545,0.623460374,0.001,0.668179574,0.371356642
633,225,317,Terrestrial,Plant,12,127,63,43,0.496062992,0.11,0.338582677,0.447,166.8333333,0.595800525,0.602928637,0.005,0.679720265,0.390768437
634,225,319,Terrestrial,Plant,12,110,65,30,0.590909091,0.008,0.272727273,0.655,160.25,0.654545455,0.536039888,0.031,0.822698146,0.410045054
635,225,331,Terrestrial,Plant,12,140,69,55,0.492857143,0.149,0.392857143,0.335,170.5,0.572619048,0.655415753,0,0.613843069,0.375529927
636,225,343,Terrestrial,Plant,12,114,64,42,0.561403509,0.088,0.368421053,0.354,154.25,0.619883041,0.646678317,0,0.671639347,0.360705855
637,225,346,Terrestrial,Plant,12,112,62,33,0.553571429,0.076,0.294642857,0.503,150.5,0.627232143,0.57789836,0.004,0.732250261,0.387546899
638,225,350,Terrestrial,Plant,12,132,74,43,0.560606061,0.017,0.325757576,0.486,172.1666667,0.611742424,0.585940168,0.001,0.726847534,0.411823865
639,226,d226_ew,Terrestrial,Bird,29,45,29,9,0.644444444,0.033,0.2,0.722,169.8965517,0.711877395,0.496652416,0.031,0.937271116,0.408129728
640,228,hb,Terrestrial,Bird,42,34,19,7,0.558823529,0.08,0.205882353,0.735,241.1547619,0.684173669,0.439697494,0.074,1.008703704,0.491625817
641,228,mk,Terrestrial,Bird,15,33,17,10,0.515151515,0.232,0.303030303,0.449,176.8833333,0.632323232,0.575817827,0.001,0.860517158,0.479182451
642,228,rp,Terrestrial,Bird,15,31,18,7,0.580645161,0.117,0.225806452,0.69,172.5,0.677419355,0.527338435,0.031,0.954629955,0.477236385
643,228,sm,Terrestrial,Bird,15,27,16,7,0.592592593,0.048,0.259259259,0.712,145.2833333,0.669135802,0.47303207,0.098,1.117934748,0.566811368
644,231,001D-E,Terrestrial,Mammal,33,10,1,6,0.1,0.986,0.6,0.048,14.81818182,0.306060606,0.336289063,0.415,0.993164344,1.693170637
645,231,001D-W,Terrestrial,Mammal,33,10,1,7,0.1,0.964,0.7,0.022,11.78787879,0.275757576,0.335507813,0.383,0.882500814,1.665881086
646,231,004B-E,Terrestrial,Mammal,33,11,2,7,0.181818182,0.96,0.636363636,0.008,20.57575758,0.349862259,0.331119792,0.507,1.211773831,2.032248408
647,231,004B-W,Terrestrial,Mammal,33,15,3,9,0.2,0.836,0.6,0.052,25.93939394,0.337373737,0.424734933,0.158,0.811146054,1.420987817
648,231,004F-E,Terrestrial,Mammal,32,10,2,5,0.2,0.897,0.5,0.166,18.75,0.375,0.404578564,0.195,0.993064307,1.471648793
649,231,004F-W,Terrestrial,Mammal,33,11,4,5,0.363636364,0.499,0.454545455,0.25,22.03030303,0.399449036,0.443164063,0.136,0.967722424,1.421874808
650,231,020B-E,Terrestrial,Mammal,33,11,4,5,0.363636364,0.528,0.454545455,0.248,32.93939394,0.418732782,0.448893229,0.124,0.961783898,1.313132007
651,231,020B-W,Terrestrial,Mammal,33,10,2,4,0.2,0.893,0.4,0.373,34.36363636,0.381818182,0.30484375,0.538,1.392489529,2.167268044
652,231,N01B-E,Terrestrial,Mammal,33,12,2,7,0.166666667,0.959,0.583333333,0.025,29.24242424,0.356060606,0.33992513,0.429,1.088627657,1.686225746
653,231,N01B-W,Terrestrial,Mammal,33,12,2,8,0.166666667,0.948,0.666666667,0.005,25.63636364,0.315656566,0.411105686,0.169,0.799901751,1.356786047
654,231,N04D-E,Terrestrial,Mammal,33,10,1,5,0.1,0.982,0.5,0.166,18.75757576,0.384848485,0.346914063,0.357,1.099772465,1.520845662
655,231,N04D-W,Terrestrial,Mammal,33,12,4,6,0.333333333,0.522,0.5,0.182,24.42424242,0.424242424,0.442708333,0.117,0.977940453,1.200074363
656,231,N20B-N,Terrestrial,Mammal,32,12,2,7,0.166666667,0.98,0.583333333,0.032,20.4375,0.3359375,0.385102324,0.265,0.892239204,1.434876123
657,231,N20B-S,Terrestrial,Mammal,32,10,2,5,0.2,0.918,0.5,0.166,17.90625,0.39375,0.378106139,0.281,1.217359722,1.768101953
