"","stateroute","scale","subrouteID","AOU","occupancy"
"6294","39028",5,"Stop6","6830",0.533333333333333
"6310","72036",5,"Stop6","6830",0.0666666666666667
"6313","88924",5,"Stop6","6830",0.133333333333333
"6321","39028",5,"Stop6","6840",0.733333333333333
"63341","72029",5,"Stop6","6840",0.0666666666666667
"6336","72035",5,"Stop6","6840",0.0666666666666667
"6340","88924",5,"Stop6","6840",0.933333333333333
"63681","89001",5,"Stop6","6850",1
"63701","89029",5,"Stop6","6850",0.0666666666666667
"63711","89043",5,"Stop6","6850",0.6
"63721","89078",5,"Stop6","6850",0.8
"63931","76306",5,"Stop6","6860",0.333333333333333
"6405","53025",5,"Stop6","6870",0.133333333333333
"6406","53026",5,"Stop6","6870",0.266666666666667
"6408","58116",5,"Stop6","6870",0.666666666666667
"6412","68113",5,"Stop6","6870",0.333333333333333
"6413","68119",5,"Stop6","6870",0.0666666666666667
"6414","68317",5,"Stop6","6870",0.0666666666666667
"6415","72029",5,"Stop6","6870",0.866666666666667
"6416","72034",5,"Stop6","6870",0.866666666666667
"6417","72035",5,"Stop6","6870",0.533333333333333
"6419","72132",5,"Stop6","6870",0.933333333333333
"6420","76306",5,"Stop6","6870",0.266666666666667
"64211","88924",5,"Stop6","6870",0.533333333333333
"6427","14098",5,"Stop6","6882",0.0666666666666667
"6428","34034",5,"Stop6","6882",0.266666666666667
"6429","39028",5,"Stop6","6882",0.466666666666667
"6431","46121",5,"Stop6","6882",0.933333333333333
"6436","59020",5,"Stop6","6882",1
"6437","64038",5,"Stop6","6882",0.8
"6438","64039",5,"Stop6","6882",0.733333333333333
"6439","68113",5,"Stop6","6882",0.333333333333333
"6440","68119",5,"Stop6","6882",0.133333333333333
"6442","72029",5,"Stop6","6882",0.133333333333333
"6443","72034",5,"Stop6","6882",0.0666666666666667
"6444","72035",5,"Stop6","6882",0.266666666666667
"6445","72036",5,"Stop6","6882",0.866666666666667
"6446","72132",5,"Stop6","6882",1
"6451","89029",5,"Stop6","6882",0.0666666666666667
"6464","64038",5,"Stop6","7000",0.4
"6487","53026",5,"Stop6","7010",0.0666666666666667
"6515","55011",5,"Stop6","7020",0.866666666666667
"65351","14098",5,"Stop6","7030",0.266666666666667
"65371","39028",5,"Stop6","7030",0.8
"65391","46121",5,"Stop6","7030",0.733333333333333
"65531","72036",5,"Stop6","7030",1
"6564","39028",5,"Stop6","7040",0.2
"6566","46121",5,"Stop6","7040",0.866666666666667
"6567","53025",5,"Stop6","7040",0.0666666666666667
"6571","59020",5,"Stop6","7040",0.933333333333333
"65721","64038",5,"Stop6","7040",0.0666666666666667
"6574","68113",5,"Stop6","7040",0.466666666666667
"6575","68119",5,"Stop6","7040",0.333333333333333
"6576","68317",5,"Stop6","7040",0.4
"6577","72029",5,"Stop6","7040",0.866666666666667
"6578","72034",5,"Stop6","7040",0.866666666666667
"6579","72035",5,"Stop6","7040",1
"6580","72036",5,"Stop6","7040",0.733333333333333
"6581","72132",5,"Stop6","7040",0.933333333333333
"6582","76306",5,"Stop6","7040",0.2
"6583","88924",5,"Stop6","7040",0.133333333333333
"6586","89029",5,"Stop6","7040",0.533333333333333
"6590","34034",5,"Stop6","7050",0.266666666666667
"6591","39028",5,"Stop6","7050",0.2
"6599","64038",5,"Stop6","7050",0.333333333333333
"6600","64039",5,"Stop6","7050",0.266666666666667
"6601","68113",5,"Stop6","7050",0.333333333333333
"6602","68119",5,"Stop6","7050",0.2
"6603","68317",5,"Stop6","7050",0.0666666666666667
"6604","72029",5,"Stop6","7050",0.0666666666666667
"6605","72034",5,"Stop6","7050",0.0666666666666667
"6606","72035",5,"Stop6","7050",0.2
"6607","72036",5,"Stop6","7050",0.733333333333333
"6609","76306",5,"Stop6","7050",0.0666666666666667
"6639","89019",5,"Stop6","7170",0.0666666666666667
"66451","39028",5,"Stop6","7180",0.8
"66471","46121",5,"Stop6","7180",0.866666666666667
"66521","59020",5,"Stop6","7180",0.4
"6659","72034",5,"Stop6","7180",0.2
"66601","72035",5,"Stop6","7180",0.133333333333333
"66611","72036",5,"Stop6","7180",0.133333333333333
"6662","72132",5,"Stop6","7180",0.0666666666666667
"6664","88924",5,"Stop6","7180",0.533333333333333
"6670","14098",5,"Stop6","7190",0.733333333333333
"6697","14098",5,"Stop6","7210",0.666666666666667
"66981","34034",5,"Stop6","7210",0.333333333333333
"67011","46121",5,"Stop6","7210",1
"6706","59020",5,"Stop6","7210",0.8
"6707","64038",5,"Stop6","7210",0.466666666666667
"67081","64039",5,"Stop6","7210",0.8
"67091","68113",5,"Stop6","7210",0.333333333333333
"67101","68119",5,"Stop6","7210",0.533333333333333
"67111","68317",5,"Stop6","7210",0.333333333333333
"67121","72029",5,"Stop6","7210",0.133333333333333
"67131","72034",5,"Stop6","7210",0.533333333333333
"67141","72035",5,"Stop6","7210",0.6
"67151","72036",5,"Stop6","7210",1
"6716","72132",5,"Stop6","7210",0.133333333333333
"6721","89029",5,"Stop6","7210",0.2
"6723","89078",5,"Stop6","7210",0.0666666666666667
"6729","53025",5,"Stop6","7221",0.133333333333333
"6746","89001",5,"Stop6","7221",1
"6747","89019",5,"Stop6","7221",0.266666666666667
"6749","89043",5,"Stop6","7221",1
"6750","89078",5,"Stop6","7221",1
"6754","45101",5,"Stop6","7222",0.4
"6759","58116",5,"Stop6","7222",0.4
"6765","68317",5,"Stop6","7222",0.2
"67661","72029",5,"Stop6","7222",0.4
"67681","72035",5,"Stop6","7222",0.2
"67701","72132",5,"Stop6","7222",0.0666666666666667
"6771","76306",5,"Stop6","7222",0.733333333333333
"6779","34034",5,"Stop6","7240",0.0666666666666667
"6781","45101",5,"Stop6","7240",0.133333333333333
"6789","64039",5,"Stop6","7240",0.0666666666666667
"6808","45101",5,"Stop6","7250",0.0666666666666667
"68151","64038",5,"Stop6","7250",0.2
"68161","64039",5,"Stop6","7250",0.933333333333333
"6845","68119",5,"Stop6","7260",0.0666666666666667
"6847","72029",5,"Stop6","7260",0.0666666666666667
"6848","72034",5,"Stop6","7260",0.0666666666666667
"6851","72132",5,"Stop6","7260",0.0666666666666667
"6852","76306",5,"Stop6","7260",0.133333333333333
"68571","89043",5,"Stop6","7260",0.266666666666667
"6859","14098",5,"Stop6","7270",0.866666666666667
"6861","39028",5,"Stop6","7270",0.2
"6863","46121",5,"Stop6","7270",0.4
"6868","59020",5,"Stop6","7270",0.133333333333333
"6871","68113",5,"Stop6","7270",0.266666666666667
"6872","68119",5,"Stop6","7270",0.2
"68731","68317",5,"Stop6","7270",0.0666666666666667
"68741","72029",5,"Stop6","7270",0.2
"6875","72034",5,"Stop6","7270",0.333333333333333
"6876","72035",5,"Stop6","7270",0.133333333333333
"6877","72036",5,"Stop6","7270",0.533333333333333
"68781","72132",5,"Stop6","7270",0.2
"6880","88924",5,"Stop6","7270",0.2
"6883","89029",5,"Stop6","7270",0.2
"68891","45101",5,"Stop6","7280",0.533333333333333
"6891","53025",5,"Stop6","7280",0.333333333333333
"6892","53026",5,"Stop6","7280",0.2
"6906","76306",5,"Stop6","7280",0.333333333333333
"6909","89019",5,"Stop6","7280",0.6
"6910","89029",5,"Stop6","7280",0.666666666666667
"6911","89043",5,"Stop6","7280",0.666666666666667
"6915","39028",5,"Stop6","7310",1
"6917","46121",5,"Stop6","7310",0.933333333333333
"6922","59020",5,"Stop6","7310",0.733333333333333
"6928","72029",5,"Stop6","7310",0.6
"6929","72034",5,"Stop6","7310",0.466666666666667
"6930","72035",5,"Stop6","7310",0.8
"6931","72036",5,"Stop6","7310",1
"6932","72132",5,"Stop6","7310",0.666666666666667
"6934","88924",5,"Stop6","7310",0.666666666666667
"6940","14098",5,"Stop6","7330",0.933333333333333
"6974","55011",5,"Stop6","7331",0.2
"69971","45101",5,"Stop6","7350",0.333333333333333
"69991","53025",5,"Stop6","7350",0.4
"70001","53026",5,"Stop6","7350",0.466666666666667
"7002","58116",5,"Stop6","7350",0.533333333333333
"7003","59020",5,"Stop6","7350",0.266666666666667
"7006","68113",5,"Stop6","7350",0.6
"7007","68119",5,"Stop6","7350",0.4
"7008","68317",5,"Stop6","7350",0.666666666666667
"7009","72029",5,"Stop6","7350",0.733333333333333
"7010","72034",5,"Stop6","7350",0.933333333333333
"7011","72035",5,"Stop6","7350",0.933333333333333
"7012","72036",5,"Stop6","7350",0.266666666666667
"7013","72132",5,"Stop6","7350",0.466666666666667
"70141","76306",5,"Stop6","7350",0.8
"7016","89001",5,"Stop6","7350",0.4
"70181","89029",5,"Stop6","7350",0.866666666666667
"70201","89078",5,"Stop6","7350",0.333333333333333
"70231","39028",5,"Stop6","7360",0.733333333333333
"70251","46121",5,"Stop6","7360",1
"70421","88924",5,"Stop6","7360",0.333333333333333
"7053","53025",5,"Stop6","7380",0.133333333333333
"7054","53026",5,"Stop6","7380",0.133333333333333
"7055","55011",5,"Stop6","7380",0.133333333333333
"7071","89019",5,"Stop6","7380",0.266666666666667
"7072","89029",5,"Stop6","7380",0.333333333333333
"7097","89001",5,"Stop6","7410",0.666666666666667
"7098","89019",5,"Stop6","7410",0.333333333333333
"7100","89043",5,"Stop6","7410",0.733333333333333
"7101","89078",5,"Stop6","7410",0.8
"7102","14098",5,"Stop6","7420",0.133333333333333
"7129","14098",5,"Stop6","7430",0.666666666666667
"7136","55011",5,"Stop6","7430",0.266666666666667
"71611","53025",5,"Stop6","7480",0.466666666666667
"7176","76306",5,"Stop6","7480",0.2
"7178","89001",5,"Stop6","7480",1
"71791","89019",5,"Stop6","7480",0.266666666666667
"7181","89043",5,"Stop6","7480",0.533333333333333
"7182","89078",5,"Stop6","7480",0.266666666666667
"71861","45101",5,"Stop6","7490",0.2
"7188","53025",5,"Stop6","7490",1
"7189","53026",5,"Stop6","7490",0.333333333333333
"7210","14098",5,"Stop6","7510",0.0666666666666667
"7212","39028",5,"Stop6","7510",0.533333333333333
"7217","55011",5,"Stop6","7510",0.4
"7225","72029",5,"Stop6","7510",0.333333333333333
"7226","72034",5,"Stop6","7510",0.266666666666667
"7227","72035",5,"Stop6","7510",0.333333333333333
"7229","72132",5,"Stop6","7510",0.266666666666667
"7231","88924",5,"Stop6","7510",0.2
"7260","89019",5,"Stop6","7540",0.266666666666667
"7266","39028",5,"Stop6","7550",0.4
"7268","46121",5,"Stop6","7550",0.6
"7272","58116",5,"Stop6","7550",0.133333333333333
"7273","59020",5,"Stop6","7550",0.8
"7276","68113",5,"Stop6","7550",0.266666666666667
"7277","68119",5,"Stop6","7550",0.733333333333333
"7278","68317",5,"Stop6","7550",0.0666666666666667
"7279","72029",5,"Stop6","7550",0.8
"7280","72034",5,"Stop6","7550",0.933333333333333
"7281","72035",5,"Stop6","7550",0.866666666666667
"7282","72036",5,"Stop6","7550",0.733333333333333
"7283","72132",5,"Stop6","7550",1
"7284","76306",5,"Stop6","7550",0.0666666666666667
"7285","88924",5,"Stop6","7550",0.866666666666667
"7294","45101",5,"Stop6","7560",0.133333333333333
"7297","53026",5,"Stop6","7560",0.733333333333333
"7299","58116",5,"Stop6","7560",0.866666666666667
"7303","68113",5,"Stop6","7560",0.733333333333333
"7304","68119",5,"Stop6","7560",0.4
"7306","72029",5,"Stop6","7560",0.8
"7308","72035",5,"Stop6","7560",1
"7310","72132",5,"Stop6","7560",0.866666666666667
"7311","76306",5,"Stop6","7560",0.866666666666667
"7315","89029",5,"Stop6","7560",0.866666666666667
"7318","14098",5,"Stop6","7580",0.0666666666666667
"73211","45101",5,"Stop6","7580",0.333333333333333
"73231","53025",5,"Stop6","7580",0.933333333333333
"73241","53026",5,"Stop6","7580",0.266666666666667
"7326","58116",5,"Stop6","7580",0.2
"7340","89001",5,"Stop6","7580",1
"7341","89019",5,"Stop6","7580",0.133333333333333
"7342","89029",5,"Stop6","7580",0.0666666666666667
"7343","89043",5,"Stop6","7580",0.933333333333333
"7344","89078",5,"Stop6","7580",0.933333333333333
"7348","45101",5,"Stop6","7590",0.866666666666667
"7350","53025",5,"Stop6","7590",0.0666666666666667
"7353","58116",5,"Stop6","7590",0.866666666666667
"73601","72029",5,"Stop6","7590",0.933333333333333
"73611","72034",5,"Stop6","7590",0.8
"7362","72035",5,"Stop6","7590",0.533333333333333
"73641","72132",5,"Stop6","7590",0.0666666666666667
"7365","76306",5,"Stop6","7590",1
"7368","89019",5,"Stop6","7590",0.866666666666667
"7370","89043",5,"Stop6","7590",0.733333333333333
"7372","14098",5,"Stop6","7610",0.866666666666667
"7373","34034",5,"Stop6","7610",1
"7374","39028",5,"Stop6","7610",0.866666666666667
"7375","45101",5,"Stop6","7610",0.666666666666667
"7376","46121",5,"Stop6","7610",1
"73771","53025",5,"Stop6","7610",1
"7378","53026",5,"Stop6","7610",1
"7379","55011",5,"Stop6","7610",0.466666666666667
"7380","58116",5,"Stop6","7610",0.933333333333333
"7381","59020",5,"Stop6","7610",1
"7382","64038",5,"Stop6","7610",0.266666666666667
"7383","64039",5,"Stop6","7610",0.466666666666667
"7384","68113",5,"Stop6","7610",1
"7385","68119",5,"Stop6","7610",1
"7386","68317",5,"Stop6","7610",1
"7387","72029",5,"Stop6","7610",1
"7388","72034",5,"Stop6","7610",1
"7389","72035",5,"Stop6","7610",0.933333333333333
"7390","72036",5,"Stop6","7610",1
"7391","72132",5,"Stop6","7610",1
"7392","76306",5,"Stop6","7610",1
"7393","88924",5,"Stop6","7610",0.4
"7394","89001",5,"Stop6","7610",1
"73951","89019",5,"Stop6","7610",0.466666666666667
"7396","89029",5,"Stop6","7610",0.933333333333333
"7397","89043",5,"Stop6","7610",0.466666666666667
"7398","89078",5,"Stop6","7610",0.933333333333333
"7421","89001",5,"Stop6","7630",0.333333333333333
"7422","89019",5,"Stop6","7630",0.466666666666667
"7424","89043",5,"Stop6","7630",0.866666666666667
"7425","89078",5,"Stop6","7630",0.466666666666667
"7428","39028",5,"Stop6","7660",0.8
"7435","59020",5,"Stop6","7660",0.0666666666666667
"74411","72029",5,"Stop6","7660",0.0666666666666667
"74421","72034",5,"Stop6","7660",0.333333333333333
"74431","72035",5,"Stop6","7660",0.266666666666667
"74441","72036",5,"Stop6","7660",0.733333333333333
"74451","72132",5,"Stop6","7660",0.0666666666666667
"7453","14098",5,"Stop6","7670",0.333333333333333
"74851","53025",5,"Stop6","7680",0.133333333333333
"7487","55011",5,"Stop6","7680",0.933333333333333
"111","64038",5,"Stop11","40",0.4
"121","64039",5,"Stop11","40",0.133333333333333
"382","64038",5,"Stop11","60",0.266666666666667
"397","64039",5,"Stop11","60",0.466666666666667
"69","68317",5,"Stop11","70",0.2
"91","59020",5,"Stop11","540",0.0666666666666667
"921","64038",5,"Stop11","540",0.533333333333333
"932","64039",5,"Stop11","540",0.2
"951","68119",5,"Stop11","540",0.2
"962","68317",5,"Stop11","540",0.2
"112","45101",5,"Stop11","640",0.0666666666666667
"146","64038",5,"Stop11","770",0.2
"147","64039",5,"Stop11","770",0.0666666666666667
"167","46121",5,"Stop11","1200",0.0666666666666667
"1731","64038",5,"Stop11","1200",0.133333333333333
"176","68119",5,"Stop11","1200",0.0666666666666667
"190","14098",5,"Stop11","1290",0.0666666666666667
"208","72036",5,"Stop11","1290",0.0666666666666667
"210","76306",5,"Stop11","1290",0.0666666666666667
"212","89001",5,"Stop11","1290",0.2
"214","89029",5,"Stop11","1290",0.133333333333333
"216","89078",5,"Stop11","1290",0.0666666666666667
"218","34034",5,"Stop11","1320",0.133333333333333
"220","45101",5,"Stop11","1320",0.0666666666666667
"221","46121",5,"Stop11","1320",0.2
"223","53026",5,"Stop11","1320",0.133333333333333
"225","58116",5,"Stop11","1320",0.4
"226","59020",5,"Stop11","1320",0.133333333333333
"2272","64038",5,"Stop11","1320",0.733333333333333
"228","64039",5,"Stop11","1320",0.866666666666667
"229","68113",5,"Stop11","1320",0.2
"230","68119",5,"Stop11","1320",0.266666666666667
"231","68317",5,"Stop11","1320",0.0666666666666667
"243","89078",5,"Stop11","1320",0.0666666666666667
"252","58116",5,"Stop11","1330",0.0666666666666667
"2812","64038",5,"Stop11","1350",0.8
"28210","64039",5,"Stop11","1350",0.666666666666667
"3081","64038",5,"Stop11","1370",0.266666666666667
"3094","64039",5,"Stop11","1370",0.266666666666667
"3351","64038",5,"Stop11","1390",0.2
"362","64038",5,"Stop11","1400",0.533333333333333
"363","64039",5,"Stop11","1400",0.0666666666666667
"364","68113",5,"Stop11","1400",0.0666666666666667
"3897","64038",5,"Stop11","1420",0.466666666666667
"3904","64039",5,"Stop11","1420",0.4
"4161","64038",5,"Stop11","1430",0.466666666666667
"4171","64039",5,"Stop11","1430",0.333333333333333
"449","72034",5,"Stop11","1440",0.0666666666666667
"459","89078",5,"Stop11","1440",0.0666666666666667
"4704","64038",5,"Stop11","1460",0.0666666666666667
"47111","64039",5,"Stop11","1460",0.0666666666666667
"4981","64039",5,"Stop11","1470",0.133333333333333
"5246","64038",5,"Stop11","1490",0.0666666666666667
"52510","64039",5,"Stop11","1490",0.0666666666666667
"544","45101",5,"Stop11","1500",0.133333333333333
"5513","64038",5,"Stop11","1500",0.0666666666666667
"5784","64038",5,"Stop11","1670",0.0666666666666667
"5792","64039",5,"Stop11","1670",0.0666666666666667
"5951","14098",5,"Stop11","1720",0.266666666666667
"599","46121",5,"Stop11","1720",0.0666666666666667
"604","59020",5,"Stop11","1720",0.266666666666667
"6053","64038",5,"Stop11","1720",0.2
"6062","64039",5,"Stop11","1720",0.6
"607","68113",5,"Stop11","1720",0.133333333333333
"608","68119",5,"Stop11","1720",0.266666666666667
"6098","68317",5,"Stop11","1720",0.133333333333333
"6111","72034",5,"Stop11","1720",0.0666666666666667
"612","72035",5,"Stop11","1720",0.0666666666666667
"615","76306",5,"Stop11","1720",0.2
"6324","64038",5,"Stop11","1900",0.0666666666666667
"6333","64039",5,"Stop11","1900",0.8
"634","68113",5,"Stop11","1900",0.133333333333333
"635","68119",5,"Stop11","1900",0.733333333333333
"642","76306",5,"Stop11","1900",0.2
"649","14098",5,"Stop11","1940",0.0666666666666667
"650","34034",5,"Stop11","1940",0.266666666666667
"653","46121",5,"Stop11","1940",0.0666666666666667
"655","53026",5,"Stop11","1940",0.0666666666666667
"6611","68113",5,"Stop11","1940",0.266666666666667
"662","68119",5,"Stop11","1940",0.133333333333333
"663","68317",5,"Stop11","1940",0.133333333333333
"675","89078",5,"Stop11","1940",0.0666666666666667
"677","34034",5,"Stop11","2010",0.0666666666666667
"685","59020",5,"Stop11","2010",0.0666666666666667
"688","68113",5,"Stop11","2010",0.0666666666666667
"692","72034",5,"Stop11","2010",0.0666666666666667
"693","72035",5,"Stop11","2010",0.0666666666666667
"694","72036",5,"Stop11","2010",0.133333333333333
"7138","64038",5,"Stop11","2140",0.4
"7142","64039",5,"Stop11","2140",0.466666666666667
"7402","64038",5,"Stop11","2210",0.533333333333333
"7411","64039",5,"Stop11","2210",0.333333333333333
"7672","64038",5,"Stop11","2240",0.333333333333333
"7941","64038",5,"Stop11","2250",0.133333333333333
"8211","64038",5,"Stop11","2300",0.466666666666667
"8221","64039",5,"Stop11","2300",0.8
"8231","68113",5,"Stop11","2300",0.333333333333333
"8251","68317",5,"Stop11","2300",0.266666666666667
"8311","76306",5,"Stop11","2300",0.0666666666666667
"8481","64038",5,"Stop11","2490",0.466666666666667
"849","64039",5,"Stop11","2490",0.8
"8681","45101",5,"Stop11","2560",0.0666666666666667
"9021","64038",5,"Stop11","2580",0.733333333333333
"9032","64039",5,"Stop11","2580",0.6
"9292","64038",5,"Stop11","2610",0.4
"9302","64039",5,"Stop11","2610",0.0666666666666667
"931","68113",5,"Stop11","2610",0.0666666666666667
"933","68317",5,"Stop11","2610",0.266666666666667
"952","53026",5,"Stop11","2630",0.133333333333333
"968","89001",5,"Stop11","2630",0.2
"970","89029",5,"Stop11","2630",0.2
"973","14098",5,"Stop11","2730",0.6
"974","34034",5,"Stop11","2730",0.933333333333333
"976","45101",5,"Stop11","2730",0.0666666666666667
"980","55011",5,"Stop11","2730",0.4
"982","59020",5,"Stop11","2730",0.0666666666666667
"9832","64038",5,"Stop11","2730",0.866666666666667
"9841","64039",5,"Stop11","2730",0.6
"985","68113",5,"Stop11","2730",0.133333333333333
"986","68119",5,"Stop11","2730",0.666666666666667
"987","68317",5,"Stop11","2730",0.6
"991","72036",5,"Stop11","2730",0.2
"993","76306",5,"Stop11","2730",0.266666666666667
"997","89029",5,"Stop11","2730",0.333333333333333
"1001","34034",5,"Stop11","2890",0.0666666666666667
"1027","14098",5,"Stop11","2940",0.466666666666667
"1076","89001",5,"Stop11","2971",0.466666666666667
"1079","89043",5,"Stop11","2971",0.0666666666666667
"1105","89029",5,"Stop11","2973",0.0666666666666667
"1111","45101",5,"Stop11","2980",0.0666666666666667
"1138","45101",5,"Stop11","3000",0.0666666666666667
"1161","89078",5,"Stop11","3000",0.0666666666666667
"11721","64038",5,"Stop11","3080",0.0666666666666667
"11731","64039",5,"Stop11","3080",0.533333333333333
"11901","34034",5,"Stop11","3091",0.8
"11992","64038",5,"Stop11","3091",0.666666666666667
"12001","64039",5,"Stop11","3091",0.8
"12071","72036",5,"Stop11","3091",0.0666666666666667
"12151","89078",5,"Stop11","3091",0.0666666666666667
"1216","14098",5,"Stop11","3100",0.933333333333333
"12181","39028",5,"Stop11","3100",0.2
"1222","53026",5,"Stop11","3100",0.0666666666666667
"1225","59020",5,"Stop11","3100",0.0666666666666667
"1229","68119",5,"Stop11","3100",0.133333333333333
"1230","68317",5,"Stop11","3100",0.133333333333333
"12311","72029",5,"Stop11","3100",0.133333333333333
"1232","72034",5,"Stop11","3100",0.133333333333333
"1233","72035",5,"Stop11","3100",0.333333333333333
"12341","72036",5,"Stop11","3100",0.0666666666666667
"1235","72132",5,"Stop11","3100",0.266666666666667
"1265","89001",5,"Stop11","3120",0.533333333333333
"1269","89078",5,"Stop11","3120",0.333333333333333
"1274","46121",5,"Stop11","3131",0.0666666666666667
"1276","53026",5,"Stop11","3131",0.2
"1279","59020",5,"Stop11","3131",0.6
"1280","64038",5,"Stop11","3131",0.133333333333333
"1282","68113",5,"Stop11","3131",0.0666666666666667
"1283","68119",5,"Stop11","3131",0.933333333333333
"1284","68317",5,"Stop11","3131",0.266666666666667
"1286","72034",5,"Stop11","3131",0.133333333333333
"1287","72035",5,"Stop11","3131",0.0666666666666667
"1290","76306",5,"Stop11","3131",0.0666666666666667
"12971","14098",5,"Stop11","3160",0.933333333333333
"1298","34034",5,"Stop11","3160",0.933333333333333
"1299","39028",5,"Stop11","3160",0.0666666666666667
"1301","46121",5,"Stop11","3160",0.866666666666667
"1304","55011",5,"Stop11","3160",0.866666666666667
"1306","59020",5,"Stop11","3160",0.933333333333333
"1307","64038",5,"Stop11","3160",0.933333333333333
"1308","64039",5,"Stop11","3160",0.8
"1309","68113",5,"Stop11","3160",0.933333333333333
"1310","68119",5,"Stop11","3160",0.866666666666667
"1311","68317",5,"Stop11","3160",0.866666666666667
"1312","72029",5,"Stop11","3160",0.0666666666666667
"1313","72034",5,"Stop11","3160",1
"1314","72035",5,"Stop11","3160",0.866666666666667
"1315","72036",5,"Stop11","3160",0.933333333333333
"1316","72132",5,"Stop11","3160",0.0666666666666667
"1317","76306",5,"Stop11","3160",0.666666666666667
"1318","88924",5,"Stop11","3160",0.2
"13211","89029",5,"Stop11","3160",0.333333333333333
"1323","89078",5,"Stop11","3160",0.133333333333333
"1324","14098",5,"Stop11","3250",0.2
"1339","72029",5,"Stop11","3250",0.0666666666666667
"1342","72036",5,"Stop11","3250",0.0666666666666667
"1351","14098",5,"Stop11","3280",0.133333333333333
"1385","55011",5,"Stop11","3310",0.0666666666666667
"1389","64039",5,"Stop11","3310",0.4
"1390","68113",5,"Stop11","3310",0.0666666666666667
"13911","68119",5,"Stop11","3310",0.133333333333333
"1408","45101",5,"Stop11","3320",0.0666666666666667
"1421","72034",5,"Stop11","3320",0.0666666666666667
"1426","88924",5,"Stop11","3320",0.0666666666666667
"1428","89019",5,"Stop11","3320",0.133333333333333
"1429","89029",5,"Stop11","3320",0.0666666666666667
"14311","89078",5,"Stop11","3320",0.0666666666666667
"14321","14098",5,"Stop11","3330",0.0666666666666667
"1438","53026",5,"Stop11","3330",0.0666666666666667
"14422","64038",5,"Stop11","3330",0.0666666666666667
"1448","72034",5,"Stop11","3330",0.0666666666666667
"14641","53025",5,"Stop11","3340",0.0666666666666667
"1486","14098",5,"Stop11","3370",0.333333333333333
"1487","34034",5,"Stop11","3370",0.533333333333333
"1489","45101",5,"Stop11","3370",0.0666666666666667
"1493","55011",5,"Stop11","3370",0.0666666666666667
"1495","59020",5,"Stop11","3370",0.0666666666666667
"1497","64039",5,"Stop11","3370",0.0666666666666667
"1498","68113",5,"Stop11","3370",0.0666666666666667
"1499","68119",5,"Stop11","3370",0.0666666666666667
"1502","72034",5,"Stop11","3370",0.0666666666666667
"1511","89043",5,"Stop11","3370",0.0666666666666667
"15131","14098",5,"Stop11","3390",0.666666666666667
"1517","46121",5,"Stop11","3390",0.0666666666666667
"1533","76306",5,"Stop11","3390",0.0666666666666667
"1534","88924",5,"Stop11","3390",0.2
"15471","55011",5,"Stop11","3420",0.0666666666666667
"15502","64038",5,"Stop11","3420",0.266666666666667
"15512","64039",5,"Stop11","3420",0.0666666666666667
"1570","45101",5,"Stop11","3430",0.2
"1582","72029",5,"Stop11","3430",0.0666666666666667
"1585","72036",5,"Stop11","3430",0.0666666666666667
"1600","53026",5,"Stop11","3520",0.0666666666666667
"1616","89001",5,"Stop11","3520",0.133333333333333
"1624","45101",5,"Stop11","3570",0.0666666666666667
"1641","76306",5,"Stop11","3570",0.0666666666666667
"1649","34034",5,"Stop11","3600",0.0666666666666667
"1655","55011",5,"Stop11","3600",0.533333333333333
"1662","68317",5,"Stop11","3600",0.133333333333333
"1668","76306",5,"Stop11","3600",0.0666666666666667
"1672","89029",5,"Stop11","3600",0.0666666666666667
"1674","89078",5,"Stop11","3600",0.0666666666666667
"1679","46121",5,"Stop11","3640",0.0666666666666667
"1681","53026",5,"Stop11","3640",0.133333333333333
"1698","89019",5,"Stop11","3640",0.133333333333333
"1713","64039",5,"Stop11","3670",0.0666666666666667
"1744","72029",5,"Stop11","3680",0.0666666666666667
"1746","72035",5,"Stop11","3680",0.133333333333333
"1752","89019",5,"Stop11","3680",0.0666666666666667
"1761","53025",5,"Stop11","3700",0.0666666666666667
"17851","39028",5,"Stop11","3750",0.0666666666666667
"1811","34034",5,"Stop11","3870",0.133333333333333
"1812","39028",5,"Stop11","3870",0.4
"18141","46121",5,"Stop11","3870",0.0666666666666667
"1825","72029",5,"Stop11","3870",0.133333333333333
"1826","72034",5,"Stop11","3870",0.4
"18271","72035",5,"Stop11","3870",0.0666666666666667
"1831","88924",5,"Stop11","3870",0.133333333333333
"1850","68119",5,"Stop11","3880",0.2
"1853","72034",5,"Stop11","3880",0.0666666666666667
"18541","72035",5,"Stop11","3880",0.0666666666666667
"1855","72036",5,"Stop11","3880",0.133333333333333
"1857","76306",5,"Stop11","3880",0.133333333333333
"1870","53026",5,"Stop11","3900",0.2
"1872","58116",5,"Stop11","3900",0.133333333333333
"1873","59020",5,"Stop11","3900",0.133333333333333
"1877","68119",5,"Stop11","3900",0.0666666666666667
"1879","72029",5,"Stop11","3900",0.0666666666666667
"1882","72036",5,"Stop11","3900",0.0666666666666667
"1884","76306",5,"Stop11","3900",0.0666666666666667
"1886","89001",5,"Stop11","3900",0.0666666666666667
"1890","89078",5,"Stop11","3900",0.133333333333333
"1893","39028",5,"Stop11","3930",0.0666666666666667
"1894","45101",5,"Stop11","3930",0.2
"1895","46121",5,"Stop11","3930",0.0666666666666667
"1896","53025",5,"Stop11","3930",0.133333333333333
"1897","53026",5,"Stop11","3930",0.2
"18991","58116",5,"Stop11","3930",0.0666666666666667
