plot,year,rooted_in,cover,spcode
317,2000,1,2,rumecris
317,2000,1,3,schiscop
317,2000,1,2,scirpend
317,2000,1,2,setaparv
317,2000,1,2,solacaro
317,2000,1,6,solicana
317,2000,1,2,sorgnuta
317,2000,1,2,spheobtu
317,2000,1,5,sporcomp
317,2000,1,2,stroleio
317,2000,1,2,symporbi
317,2000,1,2,verburti
317,2000,1,4,vernarka
317,2000,1,2,vernbald
317,2000,1,1,vulpocto
317,2000,1,2,xantstru
319,2000,1,2,achimill
319,2000,1,1,aegicyli
319,2000,1,2,agrohyem
319,2000,1,2,ambrpsil
319,2000,1,2,amphdrac
319,2000,1,4,andrgera
319,2000,1,2,arteludo
319,2000,1,2,asclviri
319,2000,1,2,asteeric
319,2000,1,2,bothsacc
319,2000,1,3,boutcurt
319,2000,1,2,briceupa
319,2000,1,2,buchdact
319,2000,1,2,callalca
319,2000,1,2,careceph
319,2000,1,2,carefest
319,2000,1,2,caregrav
319,2000,1,2,caremicr
319,2000,1,1,cerafont
319,2000,1,1,chaetain
319,2000,1,2,cirsundu
319,2000,1,2,conycana
319,2000,1,2,cuscpent
319,2000,1,1,cypeechi
319,2000,1,1,cypelupu
319,2000,1,1,dichacum
319,2000,1,2,dicholig
319,2000,1,2,digisang
319,2000,1,2,dracampl
319,2000,1,2,elymvirg
319,2000,1,2,eragspec
319,2000,1,2,erigstri
319,2000,1,2,gamopurp
319,2000,1,2,hordpusi
319,2000,1,2,kummstip
319,2000,1,2,kummstri
319,2000,1,2,lespproc
319,2000,1,2,miraalbi
319,2000,1,2,monacitr
319,2000,1,2,oxaldill
319,2000,1,3,panivirg
319,2000,1,2,paspseta
319,2000,1,2,physpumi
319,2000,1,2,planvirg
319,2000,1,2,poaprate
319,2000,1,2,psortenu
319,2000,1,2,pyrrcaro
319,2000,1,2,raticolu
319,2000,1,2,ruelhumi
319,2000,1,2,salvazur
319,2000,1,2,schepani
319,2000,1,4,schiscop
319,2000,1,2,setaparv
319,2000,1,2,solacaro
319,2000,1,2,solicana
319,2000,1,3,sorgnuta
319,2000,1,2,spheobtu
319,2000,1,5,sporcomp
319,2000,1,2,stroleio
319,2000,1,2,toriarve
319,2000,1,2,tragbeto
319,2000,1,2,tridflav
319,2000,1,2,trioperf
319,2000,1,2,tripdact
319,2000,1,5,vernbald
331,2000,1,2,acalgrac
331,2000,1,2,achimill
331,2000,1,2,agalhete
331,2000,1,2,agrohyem
331,2000,1,1,ambrarte
331,2000,1,2,ambrbide
331,2000,1,4,ambrpsil
331,2000,1,5,andrgera
331,2000,1,3,andrvirg
331,2000,1,1,arenserp
331,2000,1,2,asclviri
331,2000,1,2,bothsacc
331,2000,1,2,bromjapo
331,2000,1,2,careceph
331,2000,1,2,caregrav
331,2000,1,1,cerafont
331,2000,1,1,cerccana
331,2000,1,2,chamfasc
331,2000,1,2,chrypilo
331,2000,1,1,cirsalti
331,2000,1,2,conycana
331,2000,1,2,crotglan
331,2000,1,2,cypeechi
331,2000,1,2,cypelupu
331,2000,1,2,cypepseu
331,2000,1,2,daucpusi
331,2000,1,2,desmcili
331,2000,1,2,desmsess
331,2000,1,2,dichacum
331,2000,1,2,dichspha
331,2000,1,3,digicogn
331,2000,1,4,digisang
331,2000,1,2,diodtere
331,2000,1,2,eragspec
331,2000,1,2,erigstri
331,2000,1,2,fimbpube
331,2000,1,2,galaregu
331,2000,1,2,gamopurp
331,2000,1,1,hedehisp
331,2000,1,2,juncinte
331,2000,1,2,juncmarg
331,2000,1,1,junctenu
331,2000,1,1,junctorr
331,2000,1,2,kummstip
331,2000,1,5,kummstri
331,2000,1,2,lepivirg
331,2000,1,2,lespvirg
331,2000,1,1,nuttcana
331,2000,1,2,oenolaci
331,2000,1,2,oenospec
331,2000,1,2,opunmacr
331,2000,1,2,oxaldill
331,2000,1,3,paniance
331,2000,1,2,panivirg
331,2000,1,2,paspseta
331,2000,1,1,planaris
331,2000,1,1,planvirg
331,2000,1,2,polyvert
331,2000,1,2,pyrrcaro
331,2000,1,2,rhynharv
331,2000,1,2,rubuostr
331,2000,1,2,rudbhirt
331,2000,1,2,rumehast
331,2000,1,2,schiscop
331,2000,1,2,setaparv
331,2000,1,2,solacaro
331,2000,1,2,sorgnuta
331,2000,1,2,sperdiva
331,2000,1,4,sporcomp
331,2000,1,2,stroleio
331,2000,1,2,stylbifl
331,2000,1,3,tridflav
343,2000,1,2,acalgrac
343,2000,1,2,acalvirg
343,2000,1,2,achimill
343,2000,1,2,agrohyem
343,2000,1,2,ambrbide
343,2000,1,2,ambrpsil
343,2000,1,2,amphdrac
343,2000,1,4,andrgera
343,2000,1,2,arnoplan
343,2000,1,2,arteludo
343,2000,1,2,asclviri
343,2000,1,2,asteeric
343,2000,1,3,asteoole
343,2000,1,2,bothsacc
343,2000,1,2,carebush
343,2000,1,2,carefest
343,2000,1,2,caregrav
343,2000,1,2,caremicr
343,2000,1,1,conycana
343,2000,1,2,cypeechi
343,2000,1,1,cypelupu
343,2000,1,2,cypepseu
343,2000,1,2,desmpani
343,2000,1,2,dichacum
343,2000,1,2,dicholig
343,2000,1,2,digicogn
343,2000,1,2,digisang
343,2000,1,1,elymcana
343,2000,1,2,elymvirg
343,2000,1,4,eragspec
343,2000,1,2,erigstri
343,2000,1,2,fimbpube
343,2000,1,2,gamopurp
343,2000,1,2,juncinte
343,2000,1,2,juncmarg
343,2000,1,2,kummstip
343,2000,1,2,kummstri
343,2000,1,2,lespcune
343,2000,1,2,lespvirg
343,2000,1,1,medilupu
343,2000,1,2,oxaldill
343,2000,1,1,oxalviol
343,2000,1,2,paniance
343,2000,1,2,panivirg
343,2000,1,2,paspseta
343,2000,1,1,planvirg
343,2000,1,2,poaprate
343,2000,1,2,polyvert
343,2000,1,2,raticolu
343,2000,1,2,rubuostr
343,2000,1,2,ruelhumi
343,2000,1,2,rumecris
343,2000,1,3,schiscop
343,2000,1,2,scirpend
343,2000,1,2,setaparv
343,2000,1,2,solacaro
343,2000,1,2,solicana
343,2000,1,4,sorgnuta
343,2000,1,2,spheobtu
343,2000,1,5,sporcomp
343,2000,1,2,stroleio
343,2000,1,2,tridflav
343,2000,1,2,tripdact
343,2000,1,2,vernbald
346,2000,1,1,acalgrac
346,2000,1,2,acalvirg
346,2000,1,2,achimill
346,2000,1,2,agrohyem
346,2000,1,2,ambrarte
346,2000,1,5,ambrpsil
346,2000,1,1,amorcane
346,2000,1,2,amphdrac
346,2000,1,4,andrgera
346,2000,1,2,antenegl
346,2000,1,2,arnoplan
346,2000,1,2,arteludo
346,2000,1,1,asclvert
346,2000,1,3,asclviri
346,2000,1,2,asteeric
346,2000,1,2,baptaust
346,2000,1,2,baptbrac
346,2000,1,1,briceupa
346,2000,1,2,buchdact
346,2000,1,2,carebush
346,2000,1,2,careceph
346,2000,1,2,carefest
346,2000,1,2,caremicr
346,2000,1,1,chamfasc
346,2000,1,2,chamnuta
346,2000,1,2,cirsalti
346,2000,1,2,cuscpent
346,2000,1,2,cypelupu
346,2000,1,2,dalecand
346,2000,1,2,dicholig
346,2000,1,2,digicogn
346,2000,1,1,digisang
346,2000,1,2,elymcana
346,2000,1,2,elymvirg
346,2000,1,2,eragspec
346,2000,1,2,erigstri
346,2000,1,1,hordpusi
346,2000,1,2,juncinte
346,2000,1,2,koelmacr
346,2000,1,2,krigcesp
346,2000,1,2,kummstip
346,2000,1,1,kummstri
346,2000,1,2,lespproc
346,2000,1,1,linusulc
346,2000,1,2,medilupu
346,2000,1,2,mimoquad
346,2000,1,2,monafist
346,2000,1,1,nemagemi
346,2000,1,2,oxaldill
346,2000,1,1,oxalviol
346,2000,1,2,paniance
346,2000,1,4,panivirg
346,2000,1,2,paspseta
346,2000,1,2,physpumi
346,2000,1,4,physvirg
346,2000,1,2,planvirg
346,2000,1,2,poaprate
346,2000,1,2,prenaspe
346,2000,1,1,psortenu
346,2000,1,2,rubuostr
346,2000,1,2,ruelhumi
346,2000,1,2,salvazur
346,2000,1,3,schiscop
346,2000,1,2,setaparv
346,2000,1,2,sisycamp
346,2000,1,2,solacaro
346,2000,1,2,solicana
346,2000,1,4,solirigi
346,2000,1,3,sorgnuta
346,2000,1,2,spheobtu
346,2000,1,4,sporcomp
346,2000,1,2,stroleio
346,2000,1,2,symporbi
346,2000,1,2,tridflav
346,2000,1,2,ulmurubr
346,2000,1,2,vernarka
346,2000,1,2,vernbald
350,2000,1,1,acalgrac
350,2000,1,2,acalvirg
350,2000,1,2,achimill
350,2000,1,2,agrohyem
350,2000,1,5,ambrbide
350,2000,1,4,ambrpsil
350,2000,1,2,amorcane
350,2000,1,3,andrgera
350,2000,1,2,apoccann
350,2000,1,2,asclviri
350,2000,1,2,asteeric
350,2000,1,2,asteprae
350,2000,1,1,baptalba
350,2000,1,1,callalca
350,2000,1,1,carebush
350,2000,1,2,carefest
350,2000,1,2,caregrav
350,2000,1,1,cerafont
350,2000,1,2,chamfasc
350,2000,1,1,chamnuta
350,2000,1,2,cirsalti
350,2000,1,2,coregran
350,2000,1,2,cuscpent
350,2000,1,2,cypeechi
350,2000,1,2,cypelupu
350,2000,1,2,cypepseu
350,2000,1,2,dalecand
350,2000,1,2,desmsess
350,2000,1,2,dichacum
350,2000,1,2,dicholig
350,2000,1,2,digicogn
350,2000,1,2,eleomont
350,2000,1,2,elymcana
350,2000,1,3,elymvirg
350,2000,1,2,eragspec
350,2000,1,2,erigstri
350,2000,1,4,euthgymn
350,2000,1,2,fimbpube
350,2000,1,2,fragvirg
350,2000,1,2,unkngaur
350,2000,1,2,helimoll
350,2000,1,2,juncinte
350,2000,1,2,kummstip
350,2000,1,2,kummstri
350,2000,1,2,lespcune
350,2000,1,2,lespvirg
350,2000,1,2,oxaldill
350,2000,1,2,paniance
350,2000,1,2,panivirg
350,2000,1,2,paspseta
350,2000,1,2,poaprate
350,2000,1,2,polyvert
350,2000,1,2,psortenu
350,2000,1,2,pyrrcaro
350,2000,1,2,rubuostr
350,2000,1,2,ruelhumi
350,2000,1,2,rumecris
350,2000,1,2,salvazur
350,2000,1,2,schiscop
350,2000,1,2,setaparv
350,2000,1,2,solacaro
350,2000,1,2,solicana
350,2000,1,3,sorgnuta
350,2000,1,2,spheobtu
350,2000,1,3,sporcomp
350,2000,1,2,stroleio
350,2000,1,2,symporbi
350,2000,1,2,vernbald
205,2001,1,2,acalvirg
205,2001,1,2,achimill
205,2001,1,3,ambrpsil
205,2001,1,2,amorcane
205,2001,1,2,amphdrac
205,2001,1,5,andrgera
205,2001,1,1,anemcaro
205,2001,1,2,apoccann
205,2001,0,2,ascltube
205,2001,1,2,asclviri
205,2001,1,3,asteeric
205,2001,1,2,baptalba
205,2001,1,2,boutcurt
205,2001,1,3,bromjapo
205,2001,1,2,callalca
205,2001,1,2,careamph
205,2001,1,2,carebush
205,2001,1,2,carefest
205,2001,1,2,caregrav
205,2001,1,2,caremicr
205,2001,1,2,chaetain
205,2001,1,1,chamnuta
205,2001,1,2,cirsalti
205,2001,1,2,crotmona
205,2001,1,2,desmills
205,2001,1,2,dicholig
205,2001,1,2,dracampl
205,2001,1,2,eleomont
205,2001,1,4,elymcana
205,2001,1,2,elymvirg
205,2001,1,2,eragspec
205,2001,1,2,erigstri
205,2001,1,2,eupaalti
205,2001,1,2,euphmarg
205,2001,1,2,euphspat
205,2001,1,2,galiapar
205,2001,1,1,galivirg
205,2001,1,2,geracaro
205,2001,1,1,hordpusi
205,2001,1,1,houspusi
205,2001,1,2,ivaannua
205,2001,1,2,juncinte
205,2001,1,2,krigcesp
205,2001,1,2,lactserr
205,2001,1,2,lepivirg
205,2001,1,2,lespproc
205,2001,1,2,lespvirg
205,2001,1,2,medilupu
205,2001,1,2,melioffi
205,2001,1,1,monacitr
205,2001,1,2,monafist
205,2001,1,2,nothbiva
205,2001,1,2,oenospec
205,2001,1,2,oxaldill
205,2001,1,2,oxalviol
205,2001,1,3,panivirg
205,2001,1,2,penstubi
205,2001,1,2,physpumi
205,2001,1,2,planvirg
205,2001,1,2,poaprate
205,2001,1,2,polyvert
205,2001,1,3,psortenu
205,2001,1,2,ruelhumi
205,2001,1,2,rumecris
205,2001,1,2,salvazur
205,2001,1,4,schiscop
205,2001,1,2,setaparv
205,2001,1,2,sisycamp
205,2001,1,4,solicana
205,2001,1,2,solirigi
205,2001,1,4,sorgnuta
205,2001,1,2,spheobtu
205,2001,1,3,sporcomp
205,2001,1,2,stroleio
205,2001,1,3,symporbi
205,2001,1,2,toriarve
205,2001,1,2,trioperf
205,2001,1,2,vernbald
205,2001,1,1,xantstru
206,2001,1,2,acalgrac
206,2001,1,2,acalvirg
206,2001,1,2,achimill
206,2001,1,2,ambrarte
206,2001,1,3,ambrpsil
206,2001,1,3,amorcane
206,2001,1,5,andrgera
206,2001,1,2,andrvirg
206,2001,1,2,anemcaro
206,2001,1,2,antenegl
206,2001,1,2,asclsten
206,2001,1,2,asclviri
206,2001,1,2,asteeric
206,2001,1,2,asteoole
206,2001,1,2,baptbrac
206,2001,1,2,boutcurt
206,2001,1,2,callalca
206,2001,1,2,carefest
206,2001,1,2,caregrav
206,2001,1,2,caremicr
206,2001,1,2,chamnuta
206,2001,1,2,cirsalti
206,2001,1,2,cirsundu
206,2001,1,2,coregran
206,2001,1,2,crotmona
206,2001,1,2,cypeechi
206,2001,1,2,cypelupu
206,2001,1,2,dalecand
206,2001,1,2,dalepurp
206,2001,1,2,desmilli
206,2001,1,2,desmcili
206,2001,1,2,desmpani
206,2001,1,2,desmsess
206,2001,1,2,dicholig
206,2001,1,2,digicogn
206,2001,1,2,elymcana
206,2001,1,2,elymvirg
206,2001,1,2,eragspec
206,2001,1,2,erigstri
206,2001,1,2,fimbpube
206,2001,1,2,unkngaur
206,2001,1,1,geracaro
206,2001,1,2,hordpusi
206,2001,1,2,juncinte
206,2001,1,2,lepivirg
206,2001,1,2,lespcapi
206,2001,1,2,lespproc
206,2001,1,2,lespvirg
206,2001,1,2,linusulc
206,2001,1,2,lithinci
206,2001,1,2,medilupu
206,2001,1,2,melioffi
206,2001,1,2,mimoquad
206,2001,1,2,nemagemi
206,2001,1,2,nothbiva
206,2001,1,2,oenospec
206,2001,1,2,oxaldill
206,2001,1,2,oxalviol
206,2001,1,2,panivirg
206,2001,1,2,paspseta
206,2001,1,2,physpumi
206,2001,1,2,physvirg
206,2001,1,2,planvirg
206,2001,1,2,poaprate
206,2001,1,2,polyvert
206,2001,1,2,prunmexi
206,2001,1,3,psortenu
206,2001,1,2,raticolu
206,2001,1,3,rosacaro
206,2001,1,4,rubuostr
206,2001,1,2,ruelhumi
206,2001,1,2,salvazur
206,2001,1,3,schiscop
206,2001,1,2,setaparv
206,2001,1,2,solacaro
206,2001,1,2,solarost
206,2001,1,2,solicana
206,2001,1,3,sorgnuta
206,2001,1,3,sporcomp
206,2001,1,2,stroleio
206,2001,1,2,tridflav
208,2001,1,2,acalgrac
208,2001,1,2,acalvirg
208,2001,1,2,achimill
208,2001,1,2,allicana
208,2001,1,3,ambrarte
208,2001,1,2,ambrbide
208,2001,1,4,ambrpsil
208,2001,1,2,amphdrac
208,2001,1,4,andrgera
208,2001,1,2,asclviri
208,2001,1,2,asteeric
208,2001,1,2,astrcras
208,2001,1,2,bothsacc
208,2001,1,2,boutcurt
208,2001,1,2,bromjapo
208,2001,1,2,buchdact
208,2001,1,2,callalca
208,2001,1,2,carefest
208,2001,1,3,caremicr
208,2001,1,2,chamnuta
208,2001,1,2,cirsalti
208,2001,1,2,crotcapi
208,2001,1,2,crotmona
208,2001,1,2,cuscpent
208,2001,1,2,dalecand
208,2001,1,2,dalepurp
208,2001,1,2,desmlept
208,2001,1,2,dicholig
208,2001,1,2,dracampl
208,2001,1,2,eleomont
208,2001,1,2,elymcana
208,2001,1,3,elymvirg
208,2001,1,2,erigstri
208,2001,1,2,euphspat
208,2001,1,2,juncinte
208,2001,1,1,kummstip
208,2001,1,2,lactserr
208,2001,1,2,lepivirg
208,2001,1,2,lespcune
208,2001,1,2,lespproc
208,2001,1,2,lespvirg
208,2001,1,1,lithinci
208,2001,1,1,malvhisp
208,2001,1,2,medilupu
208,2001,1,3,melioffi
208,2001,1,2,nemagemi
208,2001,1,2,oenospec
208,2001,1,2,oxaldill
208,2001,1,2,oxalviol
208,2001,1,4,panivirg
208,2001,1,2,paspseta
208,2001,1,2,phalcaro
208,2001,1,1,physpumi
208,2001,1,2,planvirg
208,2001,1,2,poaprate
208,2001,1,2,polyvert
208,2001,1,2,polynutt
208,2001,1,2,psortenu
208,2001,1,2,raticolu
208,2001,1,2,rumecris
208,2001,1,2,salvazur
208,2001,1,2,schiscop
208,2001,1,2,scutparv
208,2001,1,2,setaparv
208,2001,1,1,sileanti
208,2001,1,2,solacaro
208,2001,1,2,solarost
208,2001,1,2,solicana
208,2001,1,4,sorgnuta
208,2001,1,6,sporcomp
208,2001,1,2,stroleio
208,2001,1,2,symporbi
208,2001,1,2,trioperf
208,2001,1,2,tripdact
208,2001,1,2,vernbald
220,2001,1,2,acalvirg
220,2001,1,2,achimill
220,2001,1,3,ambrarte
220,2001,1,2,ambrbide
220,2001,1,4,ambrpsil
220,2001,1,2,amorcane
220,2001,1,2,amphdrac
220,2001,1,6,andrgera
220,2001,1,1,andrvirg
220,2001,1,2,arteludo
220,2001,1,2,asclviri
220,2001,1,2,asteeric
220,2001,1,2,baptalba
220,2001,1,2,baptbrac
220,2001,1,1,bidefron
220,2001,1,2,bothsacc
220,2001,1,4,bromjapo
220,2001,1,2,callalca
220,2001,1,2,careamph
220,2001,1,2,carebush
220,2001,1,2,carefest
220,2001,1,2,caregrav
220,2001,1,3,caremicr
220,2001,1,3,cirsalti
220,2001,1,2,conycana
220,2001,1,2,desmills
220,2001,1,2,dichacum
220,2001,1,2,dicholig
220,2001,1,1,drabcune
220,2001,1,2,eleomont
220,2001,1,4,elymvirg
220,2001,1,2,eragspec
220,2001,1,2,erigstri
220,2001,1,2,eupaalti
220,2001,1,1,euphspat
220,2001,1,2,fragvirg
220,2001,1,2,unkngaur
220,2001,1,2,hordpusi
220,2001,1,2,juncinte
220,2001,1,2,kummstip
220,2001,1,2,lactserr
220,2001,1,2,lepivirg
220,2001,1,2,lespcune
220,2001,1,3,medilupu
220,2001,1,2,melioffi
220,2001,1,2,monafist
220,2001,1,2,oenospec
220,2001,1,1,ophienge
220,2001,1,2,oxaldill
220,2001,1,2,oxalviol
220,2001,1,2,paniance
220,2001,1,2,panivirg
220,2001,1,2,penstubi
220,2001,1,2,physpumi
220,2001,1,2,planvirg
220,2001,1,2,poaprate
220,2001,1,2,psortenu
220,2001,1,2,rubuostr
220,2001,1,3,ruelhumi
220,2001,1,2,rumecris
220,2001,1,2,salvazur
220,2001,1,2,schiscop
220,2001,1,2,setaparv
220,2001,1,2,sisycamp
220,2001,1,2,solacaro
220,2001,1,2,solicana
220,2001,1,3,sorgnuta
220,2001,1,2,spheobtu
220,2001,1,3,sporcomp
220,2001,1,2,stroleio
220,2001,1,2,symporbi
220,2001,1,2,toriarve
220,2001,1,2,tradohie
220,2001,1,2,tridflav
220,2001,1,2,vernarka
220,2001,1,3,vernbald
220,2001,1,2,veroarve
222,2001,1,2,acalgrac
222,2001,1,2,acalvirg
222,2001,1,2,achimill
222,2001,1,2,agrohyem
222,2001,1,2,allicana
222,2001,1,2,ambrarte
222,2001,1,2,ambrbide
222,2001,1,4,ambrpsil
222,2001,1,2,amorcane
222,2001,1,2,amphdrac
222,2001,1,5,andrgera
222,2001,1,2,arteludo
222,2001,1,1,asclvert
222,2001,1,2,asclviri
222,2001,1,2,asteeric
222,2001,1,2,asteoole
222,2001,1,2,briceupa
222,2001,1,2,bromjapo
222,2001,1,2,careamph
222,2001,1,2,carebush
222,2001,1,2,careceph
222,2001,1,2,carefest
222,2001,1,2,caregrav
222,2001,1,2,caremicr
222,2001,1,1,cerafont
222,2001,1,2,chaetain
222,2001,1,2,cirsalti
222,2001,1,2,cirsundu
222,2001,1,2,conycana
222,2001,1,2,crotcapi
222,2001,1,1,crotglan
222,2001,1,2,crotmona
222,2001,1,2,cuscpent
222,2001,1,2,cypelupu
222,2001,1,2,dalepurp
222,2001,1,2,desmills
222,2001,1,2,desmpani
222,2001,1,2,desmsess
222,2001,1,2,dicholig
222,2001,1,1,drabbrac
222,2001,1,1,drabcune
222,2001,1,2,elymcana
222,2001,1,3,elymvirg
222,2001,1,2,eragspec
222,2001,1,2,erigstri
222,2001,1,2,euphspat
222,2001,1,2,fimbpube
222,2001,1,2,galiapar
222,2001,1,1,gamopurp
222,2001,1,2,geracaro
222,2001,1,2,hedehisp
222,2001,1,2,hordpusi
222,2001,1,2,houspusi
222,2001,1,2,juncinte
222,2001,1,2,koelmacr
222,2001,1,2,krigcesp
222,2001,1,2,lepivirg
222,2001,1,2,lespcapi
222,2001,1,2,lespproc
222,2001,1,2,lespvirg
222,2001,1,2,linusulc
222,2001,1,2,lithinci
222,2001,1,2,medilupu
222,2001,1,2,melioffi
222,2001,1,2,oenolaci
222,2001,1,2,oxaldill
222,2001,1,2,oxalviol
222,2001,1,2,paniance
222,2001,1,3,panivirg
222,2001,1,2,paspseta
222,2001,1,2,periamer
222,2001,1,1,phalcaro
222,2001,1,2,physpumi
222,2001,1,2,physvirg
222,2001,1,2,planvirg
222,2001,1,2,poaprate
222,2001,1,2,polyvert
222,2001,1,3,psortenu
222,2001,1,2,pyrrcaro
222,2001,1,2,raticolu
222,2001,1,2,rudbhirt
222,2001,1,2,ruelhumi
222,2001,1,2,rumecris
222,2001,1,2,salvazur
222,2001,1,2,schiscop
222,2001,1,2,setaparv
222,2001,1,2,sileanti
222,2001,1,2,sisycamp
222,2001,1,2,solacaro
222,2001,1,2,solicana
222,2001,1,3,sorgnuta
222,2001,1,2,speriner
222,2001,1,2,spheobtu
222,2001,1,3,sporcomp
222,2001,1,2,stroleio
222,2001,1,2,symporbi
222,2001,1,2,toriarve
222,2001,1,2,triolept
222,2001,1,2,trioperf
222,2001,1,2,valeradi
222,2001,1,3,vernbald
222,2001,1,2,veroarve
226,2001,1,2,acalvirg
226,2001,1,2,achimill
226,2001,1,2,agrohyem
226,2001,1,2,ambrarte
226,2001,1,2,ambrpsil
226,2001,1,2,amorcane
226,2001,1,2,amorfrut
226,2001,1,2,amphdrac
226,2001,1,5,andrgera
226,2001,1,2,apoccann
226,2001,1,2,arteludo
226,2001,1,2,asclviri
226,2001,1,2,asteeric
226,2001,1,2,baptalba
226,2001,1,2,baptaust
226,2001,1,2,careamph
226,2001,1,2,carebush
226,2001,1,2,careceph
226,2001,1,2,carefest
226,2001,1,2,cirsalti
226,2001,1,2,cuscpent
226,2001,1,2,cypeechi
226,2001,1,2,dalecand
226,2001,1,2,desmsess
226,2001,1,2,dicholig
226,2001,1,2,eleomont
226,2001,1,4,elymvirg
226,2001,1,2,eragspec
226,2001,1,1,euphspat
226,2001,1,2,euthgymn
226,2001,1,2,fragvirg
226,2001,1,2,unkngaur
226,2001,1,2,geracaro
226,2001,1,2,houspusi
226,2001,1,1,ivaannua
226,2001,1,2,juncinte
226,2001,1,2,koelmacr
226,2001,1,2,lepivirg
226,2001,1,2,lespcapi
226,2001,1,2,lespcune
226,2001,1,4,lespproc
226,2001,1,2,lespviol
226,2001,1,2,lespvirg
226,2001,1,2,mimoquad
226,2001,1,2,oxaldill
226,2001,1,1,oxalviol
226,2001,1,2,paniance
226,2001,1,2,panivirg
226,2001,1,2,paspseta
226,2001,1,2,physpumi
226,2001,1,2,physvirg
226,2001,1,1,planvirg
226,2001,1,2,poaprate
226,2001,1,2,polyvert
226,2001,1,2,prenaspe
226,2001,1,2,psortenu
226,2001,1,4,rubuostr
226,2001,1,2,ruelhumi
226,2001,1,2,salvazur
226,2001,1,3,schiscop
226,2001,1,2,scutparv
226,2001,1,2,setaparv
226,2001,1,2,sileanti
226,2001,1,2,sisycamp
226,2001,1,2,solacaro
226,2001,1,5,solicana
226,2001,1,2,sorgnuta
226,2001,1,2,speriner
226,2001,1,2,spheobtu
226,2001,1,3,sporcomp
226,2001,1,2,stroleio
226,2001,1,2,symporbi
226,2001,1,2,tradohie
226,2001,1,2,tridflav
226,2001,1,2,trioperf
226,2001,1,1,ulmurubr
226,2001,1,2,valeradi
226,2001,1,2,vernbald
226,2001,1,1,veroarve
226,2001,1,2,violbico
226,2001,1,2,vulpocto
238,2001,1,2,acalgrac
238,2001,1,2,acalvirg
238,2001,1,2,achimill
238,2001,1,2,agalhete
238,2001,1,1,agroelli
238,2001,1,2,agrohyem
238,2001,1,2,ambrarte
238,2001,1,4,ambrbide
238,2001,1,2,ambrpsil
238,2001,1,2,amorcane
238,2001,1,2,amphdrac
238,2001,1,2,anagmini
238,2001,1,3,andrgera
238,2001,1,2,antenegl
238,2001,1,2,arenserp
238,2001,1,2,arteludo
238,2001,1,3,asclviri
238,2001,1,2,asteeric
238,2001,1,2,asteoole
238,2001,1,2,astepate
238,2001,1,1,baptaust
238,2001,1,2,baptbrac
238,2001,1,1,boutcurt
238,2001,1,2,bromjapo
238,2001,1,2,callalca
238,2001,1,2,calyserr
238,2001,1,2,careamph
238,2001,1,2,carebush
238,2001,1,2,carefest
238,2001,1,2,caremicr
238,2001,1,2,cerafont
238,2001,1,1,chamnuta
238,2001,1,2,chrypilo
238,2001,1,1,conycana
238,2001,1,2,crotcapi
238,2001,1,2,crotmona
238,2001,1,2,dalecand
238,2001,1,2,dichacum
238,2001,1,2,dicholig
238,2001,1,2,dichspha
238,2001,1,2,digicogn
238,2001,1,2,diodtere
238,2001,1,2,eleomont
238,2001,1,2,elymcana
238,2001,1,2,elymvirg
238,2001,1,2,eragspec
238,2001,1,2,erigstri
238,2001,1,2,festprat
238,2001,1,2,fimbpube
238,2001,1,1,galivirg
238,2001,1,2,gamopurp
238,2001,1,2,geracaro
238,2001,1,2,hedehisp
238,2001,1,1,hierlong
238,2001,1,2,houspusi
238,2001,1,2,hypedrum
238,2001,1,2,juncinte
238,2001,1,2,juncmarg
238,2001,1,2,krigcesp
238,2001,1,2,kummstip
238,2001,1,2,kummstri
238,2001,1,2,lepivirg
238,2001,1,2,lespvirg
238,2001,1,2,liataspe
238,2001,1,2,linusulc
238,2001,1,1,lithinci
238,2001,1,2,medilupu
238,2001,1,2,melioffi
238,2001,1,2,myosvern
238,2001,1,2,oenolini
238,2001,1,2,oxaldill
238,2001,1,2,oxalviol
238,2001,1,2,panivirg
238,2001,1,2,paspseta
238,2001,1,2,physvirg
238,2001,1,2,planaris
238,2001,1,2,planpata
238,2001,1,2,planvirg
238,2001,1,2,polyvert
238,2001,1,2,raticolu
238,2001,1,2,rubuostr
238,2001,1,2,rudbhirt
238,2001,1,2,ruelhumi
238,2001,1,2,salvazur
238,2001,1,6,schiscop
238,2001,1,2,setaparv
238,2001,1,2,sileanti
238,2001,1,2,solicana
238,2001,1,4,sorgnuta
238,2001,1,2,speriner
238,2001,1,2,spheobtu
238,2001,1,3,sporcomp
238,2001,1,2,sporvagi
238,2001,1,2,stroleio
238,2001,1,2,stylbifl
238,2001,1,2,symporbi
238,2001,1,1,toriarve
238,2001,1,2,tridflav
238,2001,1,2,trioperf
238,2001,1,2,valeradi
238,2001,1,2,vernarka
238,2001,1,2,vernbald
238,2001,1,1,veroarve
238,2001,1,2,vulpocto
244,2001,1,2,acalgrac
244,2001,1,1,acalvirg
244,2001,1,2,achimill
244,2001,1,2,agrohyem
244,2001,1,4,ambrbide
244,2001,1,2,ambrpsil
244,2001,1,2,amorcane
244,2001,1,2,amphdrac
244,2001,1,6,andrgera
244,2001,1,2,arteludo
244,2001,1,2,asclsten
244,2001,1,2,asclviri
244,2001,1,2,asteeric
244,2001,1,2,asteoole
244,2001,1,2,baptbrac
244,2001,1,2,bothsacc
