plot,year,corner,scale,spcode
205,1999,4,10.0,toriarve
205,1999,1,1.0,trioperf
205,1999,2,10.0,trioperf
205,1999,3,0.1,trioperf
205,1999,4,10.0,trioperf
205,1999,1,0.1,vernbald
205,1999,2,10.0,vernbald
205,1999,3,1.0,vernbald
205,1999,4,10.0,vernbald
205,1999,4,0.1,xantstru
206,1999,3,10.0,acalgrac
206,1999,1,1.0,achimill
206,1999,2,10.0,achimill
206,1999,4,1.0,achimill
206,1999,1,1.0,agrohyem
206,1999,4,10.0,agrohyem
206,1999,1,10.0,ambrpsil
206,1999,2,1.0,ambrpsil
206,1999,3,1.0,ambrpsil
206,1999,1,10.0,amorcane
206,1999,2,1.0,amorcane
206,1999,3,1.0,amorcane
206,1999,4,1.0,amorcane
206,1999,1,0.01,andrgera
206,1999,2,0.01,andrgera
206,1999,3,0.01,andrgera
206,1999,4,0.01,andrgera
206,1999,4,10.0,antenegl
206,1999,3,0.1,asclsten
206,1999,1,1.0,asclviri
206,1999,2,1.0,asclviri
206,1999,3,0.1,asclviri
206,1999,4,1.0,asclviri
206,1999,1,1.0,asteeric
206,1999,2,10.0,asteeric
206,1999,3,10.0,asteeric
206,1999,1,0.1,asteoole
206,1999,2,0.01,asteoole
206,1999,3,10.0,asteoole
206,1999,4,10.0,asteoole
206,1999,NA,100.0,baptbrac
206,1999,1,10.0,boutcurt
206,1999,4,10.0,bromjapo
206,1999,4,10.0,callalca
206,1999,1,10.0,carebush
206,1999,3,0.1,carebush
206,1999,4,10.0,carebush
206,1999,1,1.0,careceph
206,1999,2,10.0,careceph
206,1999,3,10.0,careceph
206,1999,4,10.0,careceph
206,1999,1,0.01,carefest
206,1999,2,1.0,carefest
206,1999,3,0.1,carefest
206,1999,4,10.0,carefest
206,1999,1,10.0,caremicr
206,1999,3,1.0,caremicr
206,1999,4,0.1,caremicr
206,1999,1,1.0,cirsalti
206,1999,2,10.0,cirsalti
206,1999,3,10.0,cirsalti
206,1999,4,10.0,cirsalti
206,1999,1,10.0,cirsundu
206,1999,2,10.0,cirsundu
206,1999,4,10.0,cirsundu
206,1999,NA,100.0,coregran
206,1999,NA,100.0,dalecand
206,1999,2,10.0,dalepurp
206,1999,3,1.0,dalepurp
206,1999,NA,100.0,desmpani
206,1999,1,10.0,desmsess
206,1999,2,10.0,desmsess
206,1999,3,10.0,desmsess
206,1999,1,1.0,dichacum
206,1999,2,1.0,dichacum
206,1999,3,10.0,dichacum
206,1999,4,1.0,dichacum
206,1999,1,0.1,dicholig
206,1999,2,1.0,dicholig
206,1999,3,0.1,dicholig
206,1999,4,0.1,dicholig
206,1999,4,1.0,digicogn
206,1999,4,1.0,elymcana
206,1999,1,0.1,elymvirg
206,1999,2,1.0,elymvirg
206,1999,3,0.1,elymvirg
206,1999,4,1.0,elymvirg
206,1999,2,10.0,eragspec
206,1999,3,0.1,eragspec
206,1999,4,0.1,eragspec
206,1999,1,1.0,erigstri
206,1999,2,10.0,erigstri
206,1999,3,1.0,erigstri
206,1999,4,1.0,erigstri
206,1999,1,0.1,fimbpube
206,1999,4,1.0,fimbpube
206,1999,NA,100.0,galivirg
206,1999,4,0.01,geracaro
206,1999,1,1.0,hordpusi
206,1999,2,10.0,hordpusi
206,1999,4,10.0,hordpusi
206,1999,1,10.0,houspusi
206,1999,1,1.0,juncinte
206,1999,4,10.0,juncinte
206,1999,2,10.0,koelmacr
206,1999,1,10.0,kummstri
206,1999,2,1.0,kummstri
206,1999,4,10.0,kummstri
206,1999,NA,100.0,lespcapi
206,1999,NA,100.0,lespproc
206,1999,2,1.0,lespvirg
206,1999,4,10.0,lespvirg
206,1999,2,1.0,lithinci
206,1999,4,10.0,lithinci
206,1999,NA,100.0,melioffi
206,1999,NA,100.0,mimoquad
206,1999,1,10.0,nemagemi
206,1999,4,10.0,nemagemi
206,1999,4,1.0,nothbiva
206,1999,NA,100.0,oenospec
206,1999,1,1.0,oxaldill
206,1999,2,1.0,oxaldill
206,1999,3,1.0,oxaldill
206,1999,4,1.0,oxaldill
206,1999,4,10.0,oxalviol
206,1999,1,0.1,panivirg
206,1999,2,10.0,panivirg
206,1999,4,0.1,panivirg
206,1999,3,10.0,physpumi
206,1999,1,10.0,physvirg
206,1999,2,1.0,physvirg
206,1999,3,10.0,physvirg
206,1999,1,1.0,planvirg
206,1999,2,10.0,planvirg
206,1999,1,0.01,poaprate
206,1999,2,0.01,poaprate
206,1999,3,10.0,poaprate
206,1999,4,0.01,poaprate
206,1999,NA,100.0,prunmexi
206,1999,1,10.0,psortenu
206,1999,2,10.0,psortenu
206,1999,3,1.0,psortenu
206,1999,4,10.0,psortenu
206,1999,1,10.0,pyrrcaro
206,1999,2,1.0,rosacaro
206,1999,2,0.1,rubuostr
206,1999,3,1.0,rubuostr
206,1999,4,1.0,rubuostr
206,1999,1,1.0,ruelhumi
206,1999,2,0.1,ruelhumi
206,1999,3,1.0,ruelhumi
206,1999,4,0.1,ruelhumi
206,1999,1,10.0,sabacamp
206,1999,1,10.0,salvazur
206,1999,4,1.0,salvazur
206,1999,1,0.01,schiscop
206,1999,2,0.1,schiscop
206,1999,3,0.1,schiscop
206,1999,4,0.1,schiscop
206,1999,2,0.1,setaparv
206,1999,3,10.0,setaparv
206,1999,4,10.0,sisycamp
206,1999,1,10.0,solicana
206,1999,3,10.0,solicana
206,1999,4,10.0,solicana
206,1999,1,1.0,sorgnuta
206,1999,2,0.01,sorgnuta
206,1999,3,0.1,sorgnuta
206,1999,4,0.01,sorgnuta
206,1999,1,1.0,spheobtu
206,1999,2,1.0,spheobtu
206,1999,3,0.1,spheobtu
206,1999,4,1.0,spheobtu
206,1999,1,10.0,sporcomp
206,1999,2,1.0,sporcomp
206,1999,3,10.0,sporcomp
206,1999,4,1.0,sporcomp
206,1999,1,0.1,stroleio
206,1999,2,1.0,stroleio
206,1999,3,0.1,stroleio
206,1999,4,0.1,stroleio
206,1999,4,10.0,toriarve
206,1999,3,10.0,tradohie
206,1999,2,10.0,tridflav
206,1999,4,10.0,trifrepe
206,1999,1,10.0,trioperf
206,1999,1,0.1,valeradi
206,1999,2,10.0,valeradi
206,1999,4,10.0,valeradi
206,1999,1,10.0,xantstru
208,1999,2,10.0,acalgrac
208,1999,1,1.0,acalvirg
208,1999,2,10.0,achimill
208,1999,1,10.0,agrohyem
208,1999,2,10.0,allicana
208,1999,3,10.0,allicana
208,1999,1,1.0,ambrbide
208,1999,1,1.0,ambrpsil
208,1999,2,1.0,ambrpsil
208,1999,3,0.01,ambrpsil
208,1999,4,0.1,ambrpsil
208,1999,1,1.0,amphdrac
208,1999,2,10.0,amphdrac
208,1999,3,1.0,amphdrac
208,1999,4,0.1,amphdrac
208,1999,1,0.1,andrgera
208,1999,2,0.1,andrgera
208,1999,3,0.1,andrgera
208,1999,4,0.1,andrgera
208,1999,2,10.0,arisolig
208,1999,1,1.0,asclviri
208,1999,2,0.1,asclviri
208,1999,3,10.0,asclviri
208,1999,4,10.0,asclviri
208,1999,1,0.01,asteeric
208,1999,2,0.01,asteeric
208,1999,3,0.1,asteeric
208,1999,4,0.1,asteeric
208,1999,4,0.1,astrcras
208,1999,1,10.0,bromjapo
208,1999,3,10.0,bromjapo
208,1999,4,10.0,bromjapo
208,1999,2,1.0,buchdact
208,1999,2,10.0,callalca
208,1999,3,0.1,callalca
208,1999,1,10.0,careceph
208,1999,2,10.0,careceph
208,1999,1,10.0,carefest
208,1999,2,0.01,carefest
208,1999,NA,100.0,caregrav
208,1999,1,0.01,caremicr
208,1999,2,0.01,caremicr
208,1999,3,0.01,caremicr
208,1999,4,0.01,caremicr
208,1999,1,0.1,chaetain
208,1999,2,10.0,chaetain
208,1999,3,10.0,chaetain
208,1999,4,1.0,chaetain
208,1999,1,1.0,cirsalti
208,1999,2,10.0,cirsalti
208,1999,3,1.0,cirsalti
208,1999,4,0.1,cirsalti
208,1999,3,0.1,conycana
208,1999,4,0.01,conycana
208,1999,1,0.01,crotmona
208,1999,3,10.0,crotmona
208,1999,4,0.1,crotmona
208,1999,2,0.1,dalecand
208,1999,4,10.0,dalecand
208,1999,3,10.0,dalepurp
208,1999,1,10.0,desmlept
208,1999,2,1.0,desmlept
208,1999,3,0.1,desmlept
208,1999,4,0.1,desmlept
208,1999,1,1.0,desmills
208,1999,1,10.0,dicholig
208,1999,2,0.1,dicholig
208,1999,3,1.0,dicholig
208,1999,4,1.0,dicholig
208,1999,2,1.0,dracampl
208,1999,1,10.0,eleomont
208,1999,2,10.0,elymcana
208,1999,3,10.0,elymcana
208,1999,4,0.1,elymcana
208,1999,1,1.0,elymvirg
208,1999,2,0.01,elymvirg
208,1999,3,0.1,elymvirg
208,1999,4,10.0,erigphil
208,1999,1,1.0,erigstri
208,1999,2,1.0,erigstri
208,1999,3,0.1,erigstri
208,1999,4,10.0,erigstri
208,1999,2,1.0,euphspat
208,1999,3,10.0,euphspat
208,1999,1,10.0,galiapar
208,1999,4,10.0,geracaro
208,1999,2,1.0,hedehisp
208,1999,1,10.0,hordpusi
208,1999,NA,100.0,houspusi
208,1999,1,10.0,juncinte
208,1999,2,1.0,juncinte
208,1999,1,10.0,krigcesp
208,1999,2,1.0,krigcesp
208,1999,3,1.0,krigcesp
208,1999,4,0.1,krigcesp
208,1999,1,1.0,kummstip
208,1999,2,10.0,kummstip
208,1999,3,10.0,lactserr
208,1999,3,0.1,lespproc
208,1999,1,1.0,melioffi
208,1999,2,10.0,melioffi
208,1999,4,10.0,melioffi
208,1999,2,0.1,monacitr
208,1999,3,10.0,monacitr
208,1999,4,0.1,monacitr
208,1999,4,10.0,nemagemi
208,1999,1,10.0,nothbiva
208,1999,1,0.1,oenospec
208,1999,2,10.0,oenospec
208,1999,3,0.01,oenospec
208,1999,4,10.0,oenospec
208,1999,1,0.1,oxaldill
208,1999,2,1.0,oxaldill
208,1999,3,1.0,oxaldill
208,1999,4,0.1,oxaldill
208,1999,1,1.0,oxalviol
208,1999,4,0.1,oxalviol
208,1999,1,0.1,panivirg
208,1999,2,0.01,panivirg
208,1999,3,0.1,panivirg
208,1999,4,0.01,panivirg
208,1999,1,1.0,phalcaro
208,1999,2,0.1,phalcaro
208,1999,3,1.0,phalcaro
208,1999,4,10.0,phalcaro
208,1999,1,1.0,physpumi
208,1999,2,0.1,physpumi
208,1999,3,1.0,physpumi
208,1999,4,10.0,physpumi
208,1999,1,0.1,planvirg
208,1999,3,10.0,poaprate
208,1999,4,10.0,poaprate
208,1999,3,10.0,polynutt
208,1999,2,0.1,psortenu
208,1999,3,0.1,psortenu
208,1999,4,10.0,psortenu
208,1999,NA,100.0,pyrrcaro
208,1999,2,10.0,raticolu
208,1999,4,10.0,raticolu
208,1999,1,10.0,rumecris
208,1999,2,10.0,rumecris
208,1999,4,0.1,salvazur
208,1999,2,1.0,schiscop
208,1999,3,1.0,schiscop
208,1999,1,10.0,scutparv
208,1999,3,10.0,setaparv
208,1999,2,1.0,sileanti
208,1999,3,0.1,sileanti
208,1999,2,10.0,solacaro
208,1999,3,1.0,solacaro
208,1999,2,0.01,solicana
208,1999,4,10.0,solicana
208,1999,1,0.01,sorgnuta
208,1999,2,10.0,sorgnuta
208,1999,3,0.01,sorgnuta
208,1999,4,10.0,sorgnuta
208,1999,1,1.0,spheobtu
208,1999,2,1.0,spheobtu
208,1999,3,10.0,spheobtu
208,1999,4,1.0,spheobtu
208,1999,1,0.01,sporcomp
208,1999,2,0.1,sporcomp
208,1999,3,1.0,sporcomp
208,1999,4,0.01,sporcomp
208,1999,1,1.0,stroleio
208,1999,2,1.0,stroleio
208,1999,3,1.0,stroleio
208,1999,4,0.1,stroleio
208,1999,2,10.0,symporbi
208,1999,2,10.0,toriarve
208,1999,1,1.0,trioperf
208,1999,2,0.1,trioperf
208,1999,3,1.0,trioperf
208,1999,3,10.0,tripdact
208,1999,1,10.0,vernbald
208,1999,2,10.0,vernbald
208,1999,3,10.0,vernbald
208,1999,2,10.0,xantstru
208,1999,3,10.0,xantstru
220,1999,1,10.0,acalvirg
220,1999,2,0.1,acalvirg
220,1999,3,10.0,acalvirg
220,1999,4,0.01,acalvirg
220,1999,2,10.0,achimill
220,1999,NA,100.0,agriparv
220,1999,3,10.0,agrohyem
220,1999,1,10.0,ambrarte
220,1999,2,10.0,ambrarte
220,1999,3,10.0,ambrarte
220,1999,4,10.0,ambrarte
220,1999,1,10.0,ambrpsil
220,1999,2,10.0,ambrpsil
220,1999,3,10.0,ambrpsil
220,1999,4,1.0,ambrpsil
220,1999,3,10.0,amorcane
220,1999,1,0.1,andrgera
220,1999,2,0.01,andrgera
220,1999,3,0.01,andrgera
220,1999,4,1.0,andrgera
220,1999,2,10.0,arteludo
220,1999,1,10.0,asclviri
220,1999,2,10.0,asclviri
220,1999,3,10.0,asclviri
220,1999,4,1.0,asclviri
220,1999,1,10.0,asteeric
220,1999,2,10.0,asteeric
220,1999,4,10.0,asteeric
220,1999,3,10.0,baptalba
220,1999,2,10.0,baptbrac
220,1999,2,10.0,bothsacc
220,1999,3,10.0,bothsacc
220,1999,4,1.0,bothsacc
220,1999,1,10.0,bromjapo
220,1999,2,1.0,bromjapo
220,1999,4,1.0,bromjapo
220,1999,3,10.0,callalca
220,1999,1,1.0,carebush
220,1999,2,0.1,carebush
220,1999,3,10.0,carebush
220,1999,4,10.0,carebush
220,1999,1,0.01,carefest
220,1999,2,0.1,carefest
220,1999,3,0.1,carefest
220,1999,1,10.0,caregrav
220,1999,2,0.1,caregrav
220,1999,3,10.0,caregrav
220,1999,4,10.0,caregrav
220,1999,1,0.1,caremicr
220,1999,4,0.01,caremicr
220,1999,NA,100.0,chamfasc
220,1999,1,10.0,cirsalti
220,1999,2,10.0,cirsalti
220,1999,3,1.0,cirsalti
220,1999,3,10.0,conycana
220,1999,4,1.0,conycana
220,1999,1,10.0,cypeseti
220,1999,2,10.0,dichacum
220,1999,1,0.1,dicholig
220,1999,2,0.01,dicholig
220,1999,3,1.0,dicholig
220,1999,4,0.1,dicholig
220,1999,1,10.0,eleomont
220,1999,2,1.0,eleomont
220,1999,4,1.0,eleomont
220,1999,3,10.0,elymcana
220,1999,1,1.0,elymvirg
220,1999,2,0.1,elymvirg
220,1999,3,0.1,elymvirg
220,1999,4,1.0,elymvirg
220,1999,2,10.0,eupaalti
220,1999,2,10.0,euphspat
220,1999,3,1.0,euphspat
220,1999,4,0.01,fragvirg
220,1999,2,0.1,unkngaur
220,1999,3,1.0,geracaro
220,1999,3,10.0,hordpusi
220,1999,4,1.0,hordpusi
220,1999,1,10.0,juncinte
220,1999,2,10.0,juncinte
220,1999,3,10.0,juncinte
220,1999,4,10.0,juncinte
220,1999,4,10.0,kummstri
220,1999,NA,100.0,lespcune
220,1999,4,0.01,melioffi
220,1999,4,10.0,monafist
220,1999,3,10.0,ophienge
220,1999,3,1.0,oxaldill
220,1999,1,10.0,oxalviol
220,1999,3,10.0,oxalviol
220,1999,4,10.0,paniance
220,1999,1,1.0,panivirg
220,1999,2,0.1,panivirg
220,1999,3,10.0,panivirg
220,1999,1,10.0,physpumi
220,1999,1,10.0,planvirg
220,1999,3,10.0,planvirg
220,1999,1,0.01,poaprate
220,1999,2,0.01,poaprate
220,1999,3,0.1,poaprate
220,1999,4,1.0,poaprate
220,1999,1,10.0,psortenu
220,1999,2,0.1,psortenu
220,1999,3,10.0,psortenu
220,1999,1,1.0,ruelhumi
220,1999,2,0.1,ruelhumi
220,1999,3,0.1,ruelhumi
220,1999,4,0.1,ruelhumi
220,1999,1,10.0,rumecris
220,1999,2,10.0,rumecris
220,1999,3,10.0,rumecris
220,1999,NA,100.0,salvazur
220,1999,3,10.0,schiscop
220,1999,3,10.0,scirpend
220,1999,2,0.1,setaparv
220,1999,4,0.1,setaparv
220,1999,4,10.0,sisycamp
220,1999,1,1.0,solacaro
220,1999,4,1.0,solacaro
220,1999,2,1.0,solicana
220,1999,1,1.0,sorgnuta
220,1999,2,10.0,sorgnuta
220,1999,3,10.0,sorgnuta
220,1999,4,1.0,sorgnuta
220,1999,2,1.0,spheobtu
220,1999,3,1.0,spheobtu
220,1999,4,1.0,spheobtu
220,1999,4,1.0,stroleio
220,1999,4,10.0,symporbi
220,1999,3,1.0,toriarve
220,1999,1,1.0,tradohie
220,1999,2,10.0,tradohie
220,1999,3,10.0,tradohie
220,1999,1,10.0,vernarka
220,1999,3,10.0,vernarka
220,1999,4,10.0,vernarka
220,1999,1,0.01,vernbald
220,1999,2,1.0,vernbald
220,1999,3,0.1,vernbald
220,1999,4,1.0,vernbald
220,1999,4,0.1,veroarve
222,1999,2,10.0,acalgrac
222,1999,4,0.01,acalgrac
222,1999,1,0.01,acalvirg
222,1999,2,10.0,acalvirg
222,1999,3,10.0,acalvirg
222,1999,4,10.0,acalvirg
222,1999,1,10.0,achimill
222,1999,2,10.0,achimill
222,1999,3,10.0,achimill
222,1999,4,10.0,achimill
222,1999,1,10.0,agrohyem
222,1999,2,10.0,agrohyem
222,1999,3,10.0,agrohyem
222,1999,4,10.0,agrohyem
222,1999,2,10.0,allicana
222,1999,1,0.1,ambrpsil
222,1999,2,10.0,ambrpsil
222,1999,4,10.0,ambrpsil
222,1999,1,10.0,amorcane
222,1999,2,10.0,amorcane
222,1999,3,10.0,amorcane
222,1999,1,0.1,andrgera
222,1999,2,10.0,andrgera
222,1999,3,1.0,andrgera
222,1999,4,1.0,andrgera
222,1999,1,10.0,anemcaro
222,1999,1,1.0,arteludo
222,1999,2,1.0,arteludo
222,1999,4,10.0,arteludo
222,1999,1,0.1,asclviri
222,1999,2,1.0,asclviri
222,1999,3,1.0,asclviri
222,1999,4,10.0,asclviri
222,1999,1,10.0,asteeric
222,1999,NA,100.0,briceupa
222,1999,NA,100.0,careamph
222,1999,2,10.0,carebush
222,1999,3,10.0,carebush
222,1999,4,1.0,carebush
222,1999,4,1.0,careceph
222,1999,1,0.01,carefest
222,1999,2,0.01,carefest
222,1999,4,0.1,carefest
222,1999,2,10.0,caregrav
222,1999,1,0.01,caremicr
222,1999,2,10.0,caremicr
222,1999,1,10.0,chaetain
222,1999,3,10.0,cirsalti
222,1999,1,10.0,cirsundu
222,1999,3,10.0,cirsundu
222,1999,4,10.0,cirsundu
222,1999,1,10.0,crotmona
222,1999,2,10.0,dalepurp
222,1999,1,0.1,desmills
222,1999,1,10.0,desmsess
222,1999,2,0.01,desmsess
222,1999,3,10.0,desmsess
222,1999,4,10.0,desmsess
222,1999,1,0.01,dicholig
222,1999,2,0.1,dicholig
222,1999,3,0.01,dicholig
222,1999,4,0.1,dicholig
222,1999,1,0.1,elymvirg
222,1999,2,0.01,elymvirg
222,1999,3,10.0,elymvirg
222,1999,4,0.01,elymvirg
222,1999,4,0.1,eragspec
222,1999,NA,100.0,erigstri
222,1999,NA,100.0,euphspat
222,1999,1,10.0,galiapar
222,1999,1,10.0,geracaro
222,1999,3,10.0,geracaro
222,1999,NA,100.0,hordpusi
222,1999,2,10.0,juncinte
222,1999,3,10.0,juncinte
222,1999,4,10.0,juncinte
222,1999,NA,100.0,koelmacr
222,1999,1,1.0,krigcesp
222,1999,NA,100.0,lactserr
222,1999,NA,100.0,lespcapi
222,1999,NA,100.0,lespproc
222,1999,1,1.0,lespvirg
222,1999,3,10.0,lespvirg
222,1999,4,1.0,lespvirg
222,1999,1,10.0,oxaldill
222,1999,1,1.0,oxalviol
222,1999,2,0.1,oxalviol
222,1999,3,10.0,oxalviol
222,1999,4,0.1,oxalviol
222,1999,1,1.0,panivirg
222,1999,2,0.01,panivirg
222,1999,3,10.0,panivirg
222,1999,4,0.01,panivirg
222,1999,4,1.0,periamer
222,1999,1,10.0,physvirg
222,1999,3,0.01,physvirg
222,1999,1,1.0,planvirg
222,1999,1,10.0,poaprate
222,1999,1,0.1,polyvert
222,1999,1,10.0,psortenu
222,1999,2,10.0,psortenu
222,1999,3,1.0,psortenu
222,1999,4,1.0,psortenu
222,1999,4,10.0,raticolu
222,1999,4,1.0,rubuostr
222,1999,1,1.0,ruelhumi
222,1999,3,1.0,ruelhumi
222,1999,1,1.0,rumecris
222,1999,2,1.0,salvazur
222,1999,1,0.01,schiscop
222,1999,2,0.1,schiscop
222,1999,3,0.01,schiscop
222,1999,4,0.1,schiscop
222,1999,2,10.0,setaparv
222,1999,4,1.0,setaparv
222,1999,3,10.0,sisycamp
222,1999,4,10.0,solacaro
222,1999,1,10.0,solicana
222,1999,2,10.0,solicana
222,1999,3,0.1,solicana
222,1999,4,1.0,solicana
222,1999,1,1.0,sorgnuta
222,1999,2,0.1,sorgnuta
222,1999,4,0.01,sorgnuta
222,1999,1,0.1,spheobtu
222,1999,2,10.0,spheobtu
222,1999,3,10.0,spheobtu
222,1999,4,1.0,spheobtu
222,1999,1,0.1,sporcomp
222,1999,2,1.0,sporcomp
222,1999,3,1.0,sporcomp
222,1999,4,0.1,sporcomp
222,1999,1,1.0,stroleio
222,1999,2,10.0,stroleio
222,1999,3,10.0,stroleio
222,1999,1,10.0,tridflav
222,1999,4,1.0,tridflav
222,1999,1,0.1,valeradi
222,1999,2,10.0,valeradi
222,1999,3,1.0,valeradi
222,1999,1,1.0,vernbald
222,1999,2,10.0,vernbald
222,1999,3,1.0,vernbald
222,1999,4,1.0,vernbald
222,1999,3,10.0,xantstru
226,1999,4,0.1,acalgrac
226,1999,1,1.0,acalvirg
226,1999,2,0.1,acalvirg
226,1999,3,1.0,acalvirg
226,1999,4,10.0,acalvirg
226,1999,3,10.0,achimill
226,1999,1,10.0,agrohyem
226,1999,2,1.0,agrohyem
226,1999,3,10.0,agrohyem
226,1999,4,10.0,agrohyem
226,1999,2,10.0,ambrarte
226,1999,2,10.0,ambrpsil
226,1999,3,10.0,ambrpsil
226,1999,4,0.1,ambrpsil
226,1999,1,10.0,amorcane
226,1999,2,1.0,amorcane
226,1999,3,10.0,amorcane
226,1999,1,0.01,andrgera
226,1999,2,0.1,andrgera
226,1999,3,1.0,andrgera
226,1999,4,0.01,andrgera
226,1999,1,1.0,apoccann
226,1999,4,1.0,apoccann
226,1999,2,10.0,asclviri
226,1999,2,10.0,asteeric
226,1999,4,10.0,asteeric
226,1999,NA,100.0,baptaust
226,1999,1,1.0,carebush
226,1999,2,1.0,carebush
226,1999,3,10.0,carebush
226,1999,4,1.0,carebush
226,1999,2,10.0,careceph
226,1999,1,0.1,carefest
226,1999,2,0.1,carefest
226,1999,3,1.0,carefest
226,1999,4,0.01,carefest
226,1999,3,10.0,cirsalti
226,1999,1,10.0,dichacum
226,1999,2,10.0,dichacum
226,1999,3,10.0,dichacum
226,1999,4,10.0,dichacum
226,1999,1,1.0,dicholig
226,1999,2,0.1,dicholig
226,1999,4,1.0,dicholig
226,1999,2,10.0,elymcana
226,1999,4,1.0,elymcana
226,1999,1,1.0,elymvirg
226,1999,3,10.0,elymvirg
226,1999,4,10.0,elymvirg
226,1999,2,10.0,euthgymn
226,1999,3,0.1,euthgymn
226,1999,1,1.0,fragvirg
226,1999,2,1.0,fragvirg
226,1999,3,10.0,fragvirg
226,1999,4,0.1,fragvirg
226,1999,3,10.0,galiapar
226,1999,4,10.0,galiapar
226,1999,4,10.0,unkngaur
226,1999,4,10.0,geracaro
226,1999,1,10.0,hypepunc
226,1999,1,10.0,juncinte
226,1999,2,1.0,juncinte
226,1999,3,1.0,juncinte
226,1999,4,10.0,juncinte
226,1999,1,10.0,lespproc
226,1999,4,0.1,lespproc
226,1999,4,1.0,lespviol
226,1999,1,0.1,lespvirg
226,1999,2,1.0,lespvirg
226,1999,3,1.0,lespvirg
226,1999,2,10.0,mimoquad
226,1999,2,10.0,muhlschr
226,1999,2,10.0,nothbiva
226,1999,1,10.0,oxaldill
226,1999,2,10.0,oxaldill
226,1999,3,10.0,oxaldill
226,1999,4,10.0,oxaldill
226,1999,1,0.01,oxalviol
226,1999,2,10.0,oxalviol
226,1999,4,10.0,paniance
226,1999,1,10.0,panivirg
226,1999,4,0.1,panivirg
226,1999,2,10.0,physpumi
226,1999,4,1.0,physpumi
226,1999,3,10.0,physvirg
226,1999,1,10.0,poaprate
226,1999,2,1.0,poaprate
226,1999,3,0.1,poaprate
226,1999,2,1.0,prenaspe
226,1999,1,10.0,psortenu
226,1999,1,0.01,rubuostr
226,1999,2,10.0,rubuostr
226,1999,3,10.0,rubuostr
226,1999,4,0.01,rubuostr
226,1999,1,1.0,ruelhumi
226,1999,3,1.0,ruelhumi
226,1999,4,10.0,ruelhumi
226,1999,NA,100.0,rumecris
226,1999,1,10.0,salvazur
226,1999,2,1.0,salvazur
226,1999,4,10.0,salvazur
226,1999,1,1.0,schiscop
226,1999,2,0.01,schiscop
226,1999,3,0.01,schiscop
226,1999,4,10.0,schiscop
226,1999,1,10.0,scutparv
226,1999,3,1.0,scutparv
226,1999,4,1.0,scutparv
226,1999,1,0.1,setaparv
226,1999,2,1.0,setaparv
226,1999,4,10.0,sileanti
226,1999,1,1.0,solacaro
226,1999,3,10.0,solacaro
226,1999,1,0.1,solicana
226,1999,2,1.0,solicana
226,1999,3,0.01,solicana
226,1999,4,1.0,solicana
226,1999,1,10.0,sorgnuta
226,1999,2,10.0,sorgnuta
226,1999,3,1.0,sorgnuta
226,1999,4,10.0,sorgnuta
226,1999,1,10.0,spheobtu
226,1999,2,10.0,spheobtu
226,1999,4,10.0,spheobtu
226,1999,1,10.0,sporcomp
226,1999,2,0.01,sporcomp
226,1999,3,0.01,sporcomp
226,1999,4,10.0,sporcomp
226,1999,4,10.0,stroleio
226,1999,2,10.0,symporbi
226,1999,3,1.0,symporbi
226,1999,4,10.0,tradohie
226,1999,1,0.1,tridflav
226,1999,3,1.0,tridflav
226,1999,NA,100.0,trioperf
226,1999,1,0.1,valeradi
226,1999,2,10.0,valeradi
226,1999,3,10.0,valeradi
226,1999,4,10.0,valeradi
226,1999,2,10.0,vernbald
226,1999,3,10.0,vernbald
226,1999,4,10.0,vernbald
238,1999,1,10.0,acalgrac
238,1999,2,10.0,acalgrac
238,1999,3,10.0,acalgrac
238,1999,4,0.1,acalgrac
238,1999,1,1.0,acalvirg
238,1999,2,0.01,acalvirg
238,1999,3,0.1,acalvirg
238,1999,4,0.1,acalvirg
238,1999,1,0.01,achimill
238,1999,2,10.0,achimill
238,1999,3,1.0,achimill
238,1999,4,0.1,achimill
238,1999,1,1.0,agrohyem
238,1999,2,10.0,agrohyem
238,1999,3,1.0,agrohyem
238,1999,4,1.0,agrohyem
238,1999,1,10.0,ambrarte
238,1999,2,10.0,ambrarte
238,1999,3,10.0,ambrarte
238,1999,1,0.1,ambrbide
238,1999,2,0.1,ambrbide
238,1999,3,1.0,ambrbide
238,1999,4,0.1,ambrbide
238,1999,1,1.0,ambrpsil
238,1999,2,0.01,ambrpsil
238,1999,3,10.0,ambrpsil
238,1999,4,10.0,ambrpsil
238,1999,1,10.0,amorcane
238,1999,3,10.0,amorcane
238,1999,4,10.0,amorcane
238,1999,1,0.01,andrgera
238,1999,2,0.01,andrgera
238,1999,3,0.01,andrgera
238,1999,4,0.1,andrgera
238,1999,1,0.1,antenegl
238,1999,1,10.0,arteludo
238,1999,1,10.0,asclsten
238,1999,1,1.0,asclviri
238,1999,2,10.0,asclviri
238,1999,3,1.0,asclviri
238,1999,4,0.1,asclviri
238,1999,1,10.0,asteeric
238,1999,2,10.0,asteeric
238,1999,3,10.0,asteeric
238,1999,4,0.1,asteeric
238,1999,1,0.01,asteoole
238,1999,2,1.0,asteoole
238,1999,3,10.0,asteoole
238,1999,4,0.1,asteoole
238,1999,1,10.0,astepate
238,1999,2,10.0,astepate
238,1999,3,1.0,astepate
238,1999,4,1.0,astepate
238,1999,3,1.0,baptbrac
238,1999,4,10.0,baptbrac
238,1999,2,0.01,boutcurt
238,1999,NA,100.0,callalca
238,1999,4,10.0,calyserr
