"id","new","species","period","time","date","quadr","sex","known","weight","ot","sc","in.","pr","op","lg","year"
"810",FALSE,"PM",40,"PM",19810820,"J9","F",FALSE,12.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"388",FALSE,"PM",40,"PM",19810820,"J9","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"828",FALSE,"PM",40,"PM",19810820,"J9","M",FALSE,12.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"844",FALSE,"TS",40,"PM",19810820,"J8","F",FALSE,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"FR4RR3",FALSE,"CG",41,"PM",19810908,"C1","F",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"598",FALSE,"TS",41,"PM",19810908,"A2","F",FALSE,98,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"900",FALSE,"TS",41,"PM",19810908,"A7","M",FALSE,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"RR3LR3",FALSE,"CG",41,"PM",19810908,"A9","F",FALSE,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"FL1RR3",FALSE,"CG",41,"PM",19810908,"F9","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1981
"FR3",FALSE,"CG",41,"PM",19810908,"F9","M",FALSE,33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"FR3FL4",FALSE,"CG",41,"PM",19810908,"H9","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"719",FALSE,"TS",41,"PM",19810908,"H4","F",FALSE,95.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL3RR1",TRUE,"CG",41,"PM",19810908,"H2","F",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"790",FALSE,"TS",41,"PM",19810908,"J4","F",FALSE,81.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL2RR1",FALSE,"CG",41,"PM",19810908,"J7","F",FALSE,24,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1981
"344",FALSE,"TS",41,"PM",19810908,"J8","F",FALSE,91.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"805",TRUE,"TS",41,"PM",19810908,"J8","M",FALSE,53.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"450",FALSE,"TS",41,"PM",19810908,"A1","F",FALSE,99.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"324",FALSE,"TS",41,"PM",19810908,"B9","F",FALSE,94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"",FALSE,"TS",41,"PM",19810908,"","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"765",FALSE,"TS",41,"PM",19810908,"D1","F",FALSE,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"834",FALSE,"TS",41,"PM",19810908,"E1","F",FALSE,89.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL1RR4",FALSE,"CG",41,"PM",19810908,"E9","M",FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4RR4",FALSE,"CG",41,"PM",19810908,"G10","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"LR4",TRUE,"BB",41,"PM",19810908,"G9","O",TRUE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"768",FALSE,"TS",41,"PM",19810908,"G7","F",FALSE,85.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"608",FALSE,"TS",41,"PM",19810908,"G5","M",FALSE,88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"146",FALSE,"TS",41,"PM",19810908,"I10","M",FALSE,101.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"718",FALSE,"TS",41,"PM",19810908,"I10","F",FALSE,87.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL2LR2",FALSE,"CG",41,"PM",19810908,"J9","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"657",FALSE,"PM",41,"AM",19810909,"C1","M",FALSE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4RR3",FALSE,"CG",41,"AM",19810909,"C1","F",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"861",FALSE,"PL",41,"AM",19810909,"B1","M",FALSE,22.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"852",FALSE,"PL",41,"AM",19810909,"B2","M",FALSE,20.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"896",FALSE,"PM",41,"AM",19810909,"A3","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"796",FALSE,"PM",41,"AM",19810909,"A5","M",FALSE,17.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"694",FALSE,"PM",41,"AM",19810909,"A6","M",FALSE,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"723",FALSE,"PM",41,"AM",19810909,"A6","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"RR3LR3",FALSE,"CG",41,"AM",19810909,"A9","F",FALSE,28.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"981",FALSE,"PM",41,"AM",19810909,"90","M",FALSE,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"472",FALSE,"PM",41,"AM",19810909,"D4","M",FALSE,19.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"RR2",FALSE,"NI",41,"AM",19810909,"D1","F",FALSE,26.5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1981
"FL2RR2",FALSE,"CG",41,"AM",19810909,"F2","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"838",TRUE,"GV",41,"AM",19810909,"F3","M",FALSE,47.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL1RR2",FALSE,"CG",41,"AM",19810909,"F3","F",FALSE,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR1FL1",TRUE,"NI",41,"AM",19810909,"F7","F",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"892",FALSE,"PM",41,"AM",19810909,"F8","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL1RR3",FALSE,"CG",41,"AM",19810909,"F9","F",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR3FL4",FALSE,"CG",41,"AM",19810909,"F9","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"883",FALSE,"PM",41,"AM",19810909,"H7","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"748",FALSE,"PM",41,"AM",19810909,"H6","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"894",FALSE,"PM",41,"AM",19810909,"H5","M",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"595",FALSE,"PM",41,"AM",19810909,"H3","F",FALSE,29.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"FL2LR1",FALSE,"CG",41,"AM",19810909,"H2","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"176",FALSE,"PM",41,"AM",19810909,"J3","F",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"839",FALSE,"PM",41,"AM",19810909,"J5","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL2RR1",FALSE,"CG",41,"AM",19810909,"J6","F",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1981
"798",FALSE,"PM",41,"AM",19810909,"J7","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"458",FALSE,"PM",41,"AM",19810909,"J7","M",FALSE,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"388",FALSE,"PM",41,"AM",19810909,"J8","F",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"",FALSE,"OT",41,"AM",19810908,"C2","O",TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"708",FALSE,"GV",41,"AM",19810909,"B3","M",FALSE,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"721",FALSE,"PM",41,"AM",19810909,"C3","F",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"420",FALSE,"PM",41,"AM",19810909,"B3","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"447",FALSE,"PM",41,"AM",19810909,"A3","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"874",FALSE,"PM",41,"AM",19810909,"A4","M",FALSE,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1981
"809",FALSE,"PM",41,"AM",19810909,"A4","F",FALSE,23.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"FL4",FALSE,"NI",41,"AM",19810909,"B5","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"463",FALSE,"PM",41,"AM",19810909,"B6","M",FALSE,21.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"893",FALSE,"PM",41,"AM",19810909,"B9","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"`",FALSE,"BB",41,"AM",19810909,"B10","O",TRUE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR3",FALSE,"CG",41,"AM",19810909,"D10","M",FALSE,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1981
"FR4LR2",FALSE,"CG",41,"AM",19810909,"D9","F",FALSE,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"LR4",TRUE,"NI",41,"AM",19810909,"C6","F",FALSE,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"654",FALSE,"PM",41,"AM",19810909,"C6","F",FALSE,26.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"FL1LR3",FALSE,"CG",41,"AM",19810909,"C5","M",FALSE,24.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"860",FALSE,"PM",41,"AM",19810909,"E3","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"FL2RR4",FALSE,"CG",41,"AM",19810909,"E7","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"",FALSE,"SC",41,"AM",19810909,"E9","O",TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"408",FALSE,"PM",41,"AM",19810909,"E10","M",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"229",FALSE,"PM",41,"AM",19810909,"F10","F",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"",FALSE,"SC",41,"AM",19810909,"G10","O",TRUE,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"LR3,5",FALSE,"BB",41,"AM",19810909,"H9","O",TRUE,11.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"180",FALSE,"OT",41,"AM",19810909,"G8","F",FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"885",FALSE,"PM",41,"AM",19810909,"H8","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"387",FALSE,"TS",41,"AM",19810909,"G7","M",FALSE,88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL2RR3",FALSE,"CG",41,"AM",19810909,"G6","M",FALSE,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"709",FALSE,"PM",41,"AM",19810909,"G5","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"578",FALSE,"PM",41,"AM",19810909,"G3","F",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"FR1FL2",FALSE,"CG",41,"AM",19810909,"H1","M",FALSE,29,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"878",FALSE,"PM",41,"AM",19810909,"J1","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"543",FALSE,"PM",41,"AM",19810909,"J2","F",FALSE,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1981
"778",FALSE,"PM",41,"AM",19810909,"I3","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"790",FALSE,"TS",41,"AM",19810909,"I4","F",FALSE,83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"830",FALSE,"PM",41,"AM",19810909,"I5","F",FALSE,14.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL1RR4",FALSE,"CG",41,"AM",19810909,"I9","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"840",FALSE,"PM",41,"AM",19810909,"I10","M",FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"821",FALSE,"PM",41,"AM",19810909,"J10","M",FALSE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"547",FALSE,"PM",41,"AM",19810909,"J10","M",FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"833",TRUE,"PM",41,"AM",19810909,"J9","M",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4RR1",FALSE,"CG",41,"AM",19810909,"J9","M",FALSE,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"450",FALSE,"TS",41,"PM",19810909,"B1","F",FALSE,103.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"302",FALSE,"TS",41,"PM",19810909,"A5","F",FALSE,99.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"706",FALSE,"TS",41,"PM",19810909,"A8","F",FALSE,83.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"324",FALSE,"TS",41,"PM",19810909,"C8","M",FALSE,95.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1981
"FL3RR2",TRUE,"CG",41,"PM",19810909,"D5","M",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"904",TRUE,"TS",41,"PM",19810909,"F4","F",FALSE,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"387",FALSE,"TS",41,"PM",19810909,"F7","M",FALSE,88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR3FL4",FALSE,"CG",41,"PM",19810909,"F9","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"768",FALSE,"TS",41,"PM",19810909,"F9","F",FALSE,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4LR1",FALSE,"CG",41,"PM",19810909,"H9","F",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL2LR4",FALSE,"CG",41,"PM",19810909,"H2","M",FALSE,25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"FR1FL1",TRUE,"BB",41,"PM",19810909,"J1","O",TRUE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL2RR1",FALSE,"CG",41,"PM",19810909,"J7","F",FALSE,23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1981
"344",FALSE,"TS",41,"PM",19810909,"J8","F",FALSE,89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"FL1LR3",FALSE,"CG",41,"PM",19810909,"C4","M",FALSE,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"724",FALSE,"TS",41,"PM",19810909,"A2","M",FALSE,87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"598",FALSE,"TS",41,"PM",19810909,"A2","F",FALSE,94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"FR4LR2",FALSE,"CG",41,"PM",19810909,"D9","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"RR3LR3",FALSE,"CG",41,"PM",19810909,"D9","F",FALSE,28.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"152",FALSE,"TS",41,"PM",19810909,"D8","F",FALSE,108,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"765",FALSE,"TS",41,"PM",19810909,"E1","F",FALSE,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR3",FALSE,"CG",41,"PM",19810909,"E9","M",FALSE,31.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"FL1RR3",FALSE,"CG",41,"PM",19810909,"E10","F",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4RR4",FALSE,"CG",41,"PM",19810909,"F10","M",FALSE,20.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL1LR1",FALSE,"CG",41,"PM",19810909,"F10","M",FALSE,27,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"718",FALSE,"TS",41,"PM",19810909,"G10","F",FALSE,92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"275",FALSE,"TS",41,"PM",19810909,"H10","F",FALSE,94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"LR4",FALSE,"BB",41,"PM",19810909,"H8","O",TRUE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"180",FALSE,"OT",41,"PM",19810909,"H8","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"RR3",TRUE,"BB",41,"PM",19810909,"G8","O",TRUE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"608",FALSE,"TS",41,"PM",19810909,"G5","M",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"611",FALSE,"TS",41,"PM",19810909,"G4","F",FALSE,104,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"428",FALSE,"TS",41,"PM",19810909,"J5","F",FALSE,104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL1RR4",FALSE,"CG",41,"PM",19810909,"J9","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"657",FALSE,"PM",41,"AM",19810910,"C1","M",FALSE,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"765",FALSE,"TS",41,"AM",19810910,"C1","F",FALSE,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"861",FALSE,"PL",41,"AM",19810910,"B1","M",FALSE,21.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"852",FALSE,"PL",41,"AM",19810910,"A1","M",FALSE,19.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"896",FALSE,"PM",41,"AM",19810910,"A3","F",FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"796",FALSE,"PM",41,"AM",19810910,"A5","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"694",FALSE,"PM",41,"AM",19810910,"A6","M",FALSE,18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"RR3LR3",FALSE,"CG",41,"AM",19810910,"A9","F",FALSE,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"579",FALSE,"PM",41,"AM",19810910,"A9","M",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"893",FALSE,"PM",41,"AM",19810910,"A9","F",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"803",FALSE,"PL",41,"AM",19810910,"A10","F",FALSE,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"881",FALSE,"PM",41,"AM",19810910,"A10","M",FALSE,17.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"874",FALSE,"PM",41,"AM",19810910,"D6","M",FALSE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"FL2RR4",FALSE,"CG",41,"AM",19810910,"D5","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"472",FALSE,"PM",41,"AM",19810910,"D4","M",FALSE,19.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"FL2RR2",FALSE,"CG",41,"AM",19810910,"D1","M",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR1FL2",TRUE,"NI",41,"AM",19810910,"F1","F",FALSE,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"FL1RR2",FALSE,"CG",41,"AM",19810910,"F2","F",FALSE,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"860",FALSE,"PM",41,"AM",19810910,"F3","F",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"991",TRUE,"PM",41,"AM",19810910,"F4","F",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR1FL2",FALSE,"CG",41,"AM",19810910,"F5","M",FALSE,31.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"945",TRUE,"GV",41,"AM",19810910,"F6","M",FALSE,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"892",FALSE,"PM",41,"AM",19810910,"F8","M",FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL1RR3",FALSE,"CG",41,"AM",19810910,"F9","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1981
"836",FALSE,"PM",41,"AM",19810910,"F9","M",FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"719",FALSE,"TS",41,"AM",19810910,"H4","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL2LR2",FALSE,"CG",41,"AM",19810910,"H2","M",FALSE,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"578",FALSE,"PM",41,"AM",19810910,"J2","F",FALSE,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"778",FALSE,"PM",41,"AM",19810910,"J2","M",FALSE,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"176",FALSE,"PM",41,"AM",19810910,"J3","F",FALSE,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"790",FALSE,"TS",41,"AM",19810910,"J4","F",FALSE,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"923",TRUE,"GV",41,"AM",19810910,"J5","F",FALSE,76,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"894",FALSE,"PM",41,"AM",19810910,"J5","M",FALSE,13.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"458",FALSE,"PM",41,"AM",19810910,"J7","M",FALSE,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"FR3",FALSE,"CG",41,"AM",19810910,"J7","M",FALSE,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4RR3",FALSE,"CG",41,"AM",19810910,"C3","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"420",FALSE,"PM",41,"AM",19810910,"B3","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"LR1",FALSE,"NI",41,"AM",19810910,"B4","M",FALSE,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"846",FALSE,"PM",41,"AM",19810910,"A2","F",FALSE,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"447",FALSE,"PM",41,"AM",19810910,"A3","M",FALSE,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"809",FALSE,"PM",41,"AM",19810910,"A4","F",FALSE,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"FL2LR3",FALSE,"CG",41,"AM",19810910,"A4","F",FALSE,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"463",FALSE,"PM",41,"AM",19810910,"B6","M",FALSE,19.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1981
"LR3",FALSE,"BB",41,"AM",19810910,"B8","O",TRUE,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"445",FALSE,"PM",41,"AM",19810910,"A8","F",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"FL2RR3",FALSE,"CG",41,"AM",19810910,"C10","M",FALSE,29.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"FR2FL4",FALSE,"CG",41,"AM",19810910,"C9","F",FALSE,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"408",FALSE,"PM",41,"AM",19810910,"D8","M",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"LR4",FALSE,"BB",41,"AM",19810910,"D8","O",TRUE,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"",FALSE,"PM",41,"AM",19810910,"","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"654",FALSE,"PM",41,"AM",19810910,"C7","F",FALSE,25.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"FL3RR2",FALSE,"CG",41,"AM",19810910,"C5","M",FALSE,22.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FL3",FALSE,"NI",41,"AM",19810910,"D2","M",FALSE,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"404",FALSE,"PM",41,"AM",19810910,"D2","F",FALSE,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1981
"FL2",FALSE,"NI",41,"AM",19810910,"E8","F",FALSE,26.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4LR2",FALSE,"CG",41,"AM",19810910,"E9","F",FALSE,22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1981
"785",FALSE,"PM",41,"AM",19810910,"E10","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1981
"788",FALSE,"PM",41,"AM",19810910,"F10","M",FALSE,21.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1981
"895",FALSE,"PM",41,"AM",19810910,"F10","F",FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"885",FALSE,"PM",41,"AM",19810910,"G10","M",FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"FR4LR1",FALSE,"CG",41,"AM",19810910,"H9","F",FALSE,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"180",FALSE,"OT",41,"AM",19810910,"G8","F",FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
"496",FALSE,"PM",41,"AM",19810910,"H8","M",FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1981
