studyName,EventNumber,DatetimeGMT,CruiseName,CountMinute,Species,Number,Linkages,Behavior,Direction,Notes
PD96-01,26,1/9/1996 1:05,9601,26,SPSK,1,0,1,12,LIGHT POOR
PD96-01,26,1/9/1996 1:05,9601,29,CHPE,8,0,4,99,OUT OF TRANSECT
PD96-01,9,1/8/1996 15:30,9601,0,BESH,1,0,3,99,STERN COUNT
PD96-01,9,1/8/1996 15:30,9601,1,KEGU,1,0,2,99,
PD96-01,9,1/8/1996 15:30,9601,1,CRSE,1,0,4,99,ON FLOE 500 M
PD96-01,9,1/8/1996 15:30,9601,3,SPSK,1,0,1,6,
PD96-01,9,1/8/1996 15:30,9601,5,SPSK,1,0,1,10,
PD96-01,9,1/8/1996 15:30,9601,7,ADPE,3,0,7,99,
PD96-01,9,1/8/1996 15:30,9601,9,WISP,1,0,2,99,
PD96-01,9,1/8/1996 15:30,9601,10,KEGU,1,0,1,99,
PD96-01,9,1/8/1996 15:30,9601,11,ADPE,2,0,7,99,
PD96-01,9,1/8/1996 15:30,9601,14,ADPE,1,0,7,99,
PD96-01,9,1/8/1996 15:30,9601,17,ADPE,1,0,5,30,
PD96-01,9,1/8/1996 15:30,9601,19,ADPE,2,0,5,99,
PD96-01,9,1/8/1996 15:30,9601,20,ADPE,1,0,7,99,
PD96-01,9,1/8/1996 15:30,9601,21,WISP,2,0,1,28,
PD96-01,9,1/8/1996 15:30,9601,21,KEGU,1,0,1,34,
PD96-01,9,1/8/1996 15:30,9601,21,WISP,1,0,2,99,DIF FROM ONE ABOVE IN MIN21
PD96-01,9,1/8/1996 15:30,9601,22,,0,0,999,99,STERN COUNT
PD96-01,13,1/8/1996 16:20,9601,13,,0,0,999,99,STERN COUNT
PD96-01,13,1/8/1996 16:20,9601,2,ADPE,1,0,5,4,
PD96-01,13,1/8/1996 16:20,9601,3,ADPE,4,0,5,23,
PD96-01,13,1/8/1996 16:20,9601,4,ADPE,6,0,5,24,
PD96-01,13,1/8/1996 16:20,9601,7,ADPE,1,0,5,3,
PD96-01,13,1/8/1996 16:20,9601,7,BESH,1,0,3,99,
PD96-01,13,1/8/1996 16:20,9601,9,ADPE,1,0,5,2,
PD96-01,13,1/8/1996 16:20,9601,11,ADPE,8,0,5,21,
PD96-01,13,1/8/1996 16:20,9601,11,ADPE,2,0,7,99,
PD96-01,13,1/8/1996 16:20,9601,13,ADPE,1,0,5,33,
PD96-01,13,1/8/1996 16:20,9601,13,,0,0,999,99,STERN COUNT
PD96-01,15,1/8/1996 16:45,9601,0,,0,0,999,99,STERN COUNT
PD96-01,15,1/8/1996 16:45,9601,4,ADPE,4,0,7,99,
PD96-01,15,1/8/1996 16:45,9601,9,ADPE,2,0,5,26,
PD96-01,15,1/8/1996 16:45,9601,8,ADPE,1,0,5,32,
PD96-01,15,1/8/1996 16:45,9601,9,ADPE,3,0,7,99,
PD96-01,15,1/8/1996 16:45,9601,12,ADPE,4,0,7,99,
PD96-01,15,1/8/1996 16:45,9601,15,,0,0,999,99,STERN COUNT
PD96-01,23,1/8/1996 23:53,9601,0,,0,0,999,99,STERN COUNT
PD96-01,23,1/8/1996 23:53,9601,1,BESH,2,0,1,99,
PD96-01,23,1/8/1996 23:53,9601,2,SPSK,1,0,1,4,
PD96-01,23,1/8/1996 23:53,9601,4,BESH,1,0,1,19,
PD96-01,23,1/8/1996 23:53,9601,11,SPSK,1,0,1,99,
PD96-01,23,1/8/1996 23:53,9601,14,WISP,1,0,2,99,
PD96-01,23,1/8/1996 23:53,9601,15,WISP,2,0,1,15,
PD96-01,23,1/8/1996 23:53,9601,18,WISP,4,0,1,15,"ALL 3 GRPS OF WISPS DIF (MIN14,15,18)"
PD96-01,23,1/8/1996 23:53,9601,19,WISP,1,0,1,16,
PD96-01,23,1/8/1996 23:53,9601,22,WISP,2,0,2,99,REPEATED SIGHTING?
PD96-01,23,1/8/1996 23:53,9601,24,,0,0,999,99,STERN COUNT
PD96-01,25,1/9/1996 0:43,9601,0,,0,0,999,99,STERN COUNT
PD96-01,25,1/9/1996 0:43,9601,1,ADPE,1,0,7,99,
PD96-01,25,1/9/1996 0:43,9601,4,WISP,1,0,2,99,
PD96-01,25,1/9/1996 0:43,9601,6,ADPE,1,0,5,12,
PD96-01,25,1/9/1996 0:43,9601,7,ADPE,1,0,7,99,
PD96-01,25,1/9/1996 0:43,9601,8,WISP,1,0,1,16,
PD96-01,25,1/9/1996 0:43,9601,9,ADPE,2,0,5,13,
PD96-01,25,1/9/1996 0:43,9601,10,ADPE,1,0,5,22,
PD96-01,25,1/9/1996 0:43,9601,10,ADPE,1,0,3,99,BRIEF SIGHTING ONLY
PD96-01,25,1/9/1996 0:43,9601,14,WISP,1,0,1,35,
PD96-01,25,1/9/1996 0:43,9601,18,SPSK,1,0,1,32,
PD96-01,25,1/9/1996 0:43,9601,19,SPSK,1,0,1,12,
PD96-01,25,1/9/1996 0:43,9601,20,ADPE,1,0,7,99,"WERE PORP (220D), THEN RAFTED"
PD96-01,25,1/9/1996 0:43,9601,22,WISP,1,0,1,31,
PD96-01,25,1/9/1996 0:43,9601,22,,0,0,999,99,STERN COUNT
PD96-01,27,1/9/1996 1:34,9601,18,,0,0,999,99,STERN COUNT
PD96-01,27,1/9/1996 1:34,9601,4,ADPE,4,0,5,33,
PD96-01,27,1/9/1996 1:34,9601,9,ADPE,1,0,7,99,
PD96-01,27,1/9/1996 1:34,9601,14,ADPE,8,1,5,16,PORPOISE WITH 2 CHINSTRAPS
PD96-01,27,1/9/1996 1:34,9601,14,CHPE,2,1,5,16,PORPOISE WITH 8 ADELIES
PD96-01,27,1/9/1996 1:34,9601,17,WISP,1,9,1,33,
PD96-01,27,1/9/1996 1:34,9601,18,,0,0,999,99,STERN COUNT
PD96-01,20,1/8/1996 22:00,9601,0,,0,0,999,99,360
PD96-01,20,1/8/1996 22:00,9601,1,SPSK,1,9,2,99,
PD96-01,20,1/8/1996 22:00,9601,2,WISP,1,9,2,99,
PD96-01,20,1/8/1996 22:00,9601,4,SPSK,1,9,1,99,
PD96-01,20,1/8/1996 22:00,9601,5,WISP,1,9,2,99,
PD96-01,20,1/8/1996 22:00,9601,7,SPSK,1,9,1,9,
PD96-01,20,1/8/1996 22:00,9601,8,WISP,1,9,1,99,
PD96-01,20,1/8/1996 22:00,9601,8,KEGU,1,9,2,99,
PD96-01,20,1/8/1996 22:00,9601,9,BESH,1,9,3,99,
PD96-01,20,1/8/1996 22:00,9601,15,,0,0,999,99,END OF CENSUS
PD96-01,20,1/8/1996 22:00,9601,15,,0,0,999,99,END OF CENSUS
PD96-01,37,1/9/1996 17:20,9601,18,,0,0,999,99,SPSK HARASSING GIPE JUST OUT OF QUADRANT
PD96-01,37,1/9/1996 17:20,9601,23,SPSK,1,0,1,24,
PD96-01,38,1/9/1996 17:56,9601,2,,0,0,999,99,NEAR TABULAR BERG - COVER 1
PD96-01,38,1/9/1996 17:56,9601,10,KEGU,1,0,1,36,
PD96-01,38,1/9/1996 17:56,9601,11,CAPE,1,0,2,99,
PD96-01,38,1/9/1996 17:56,9601,16,KEGU,1,0,1,34,
PD96-01,49,1/9/1996 22:22,9601,0,,0,0,0,99,STERN
PD96-01,49,1/9/1996 22:22,9601,3,SPSK,1,0,2,8,
PD96-01,49,1/9/1996 22:22,9601,3,WISP,1,0,1,8,
PD96-01,49,1/9/1996 22:22,9601,4,KEGU,1,0,2,99,
PD96-01,49,1/9/1996 22:22,9601,5,WISP,2,0,1,10,
PD96-01,49,1/9/1996 22:22,9601,7,KEGU,2,0,1,10,
PD96-01,49,1/9/1996 22:22,9601,10,KEGU,1,0,1,13,
PD96-01,49,1/9/1996 22:22,9601,13,WISP,1,0,1,15,
PD96-01,49,1/9/1996 22:22,9601,19,BBAL,1,0,2,99,"450 M, OUT OF TRANSECT"
PD96-01,49,1/9/1996 22:22,9601,20,WISP,1,0,6,99,
PD96-01,49,1/9/1996 22:22,9601,23,WISP,1,0,2,99,
PD96-01,40,1/9/1996 18:07,9601,27,WISP,1,0,1,8,
PD96-01,49,1/9/1996 22:22,9601,28,KEGU,1,0,1,12,
PD96-01,49,1/9/1996 22:22,9601,29,GIPE,1,0,1,30,
PD96-01,49,1/9/1996 22:22,9601,30,GIPE,1,0,2,99,STERN COUNT
PD96-01,51,1/9/1996 22:53,9601,0,GIPE,1,0,2,99,STERN COUNT
PD96-01,51,1/9/1996 22:53,9601,1,KEGU,1,0,2,99,
PD96-01,51,1/9/1996 22:53,9601,2,WISP,1,0,6,99,
PD96-01,51,1/9/1996 22:53,9601,6,WISP,1,0,1,14,
PD96-01,51,1/9/1996 22:53,9601,16,SPSK,1,0,1,14,"OUT OF TRANSECT, OTHER SIDE OF BOAT"
PD96-01,51,1/9/1996 22:53,9601,16,WISP,1,0,2,99,
PD96-01,51,1/9/1996 22:53,9601,19,WISP,2,0,6,99,
PD96-01,51,1/9/1996 22:53,9601,22,SPSK,1,0,1,13,
PD96-01,51,1/9/1996 22:53,9601,22,SPSK,1,0,1,20,DIF FROM OTHER IN MINUTE 22
PD96-01,51,1/9/1996 22:53,9601,27,WISP,1,0,2,99,
PD96-01,51,1/9/1996 22:53,9601,30,,0,0,0,99,STERN COUNT
PD96-01,52,1/9/1996 23:23,9601,0,,0,0,0,99,STERN COUNT
PD96-01,52,1/9/1996 23:23,9601,4,WISP,1,0,1,20,
PD96-01,52,1/9/1996 23:23,9601,6,BBAL,1,0,1,14,
PD96-01,52,1/9/1996 23:23,9601,10,SPSK,1,0,1,17,
PD96-01,52,1/9/1996 23:23,9601,13,WISP,1,0,2,99,
PD96-01,52,1/9/1996 23:23,9601,18,WISP,1,0,2,99,
PD96-01,52,1/9/1996 23:23,9601,19,WISP,1,0,2,99,DIF FROM MINUTE 18
PD96-01,52,1/9/1996 23:23,9601,20,,0,0,0,99,STERN COUNT
PD96-01,69,1/10/1996 8:55,9601,0,GIPE,1,0,0,99,STERN COUNT
PD96-01,69,1/10/1996 8:55,9601,4,WISP,1,0,1,99,
PD96-01,69,1/10/1996 8:55,9601,8,CAPE,1,0,1,99,
PD96-01,69,1/10/1996 8:55,9601,10,WISP,1,0,1,99,
PD96-01,69,1/10/1996 8:55,9601,12,CAPE,2,0,0,99,
PD96-01,69,1/10/1996 8:55,9601,21,WISP,2,0,1,99,
PD96-01,69,1/10/1996 8:55,9601,22,CAPE,2,0,0,99,
PD96-01,69,1/10/1996 8:55,9601,27,WISP,1,0,1,99,
PD96-01,70,1/10/1996 9:32,9601,0,WISP,1,0,0,99,
PD96-01,70,1/10/1996 9:32,9601,0,GIPE,1,0,0,99,RECORDED IN 69
PD96-01,70,1/10/1996 9:32,9601,6,BBAL,1,0,1,99,
PD96-01,70,1/10/1996 9:32,9601,7,CAPE,4,0,0,99,PROBABLY RECORDED IN 69
PD96-01,70,1/10/1996 9:32,9601,16,WISP,1,0,1,99,
PD96-01,70,1/10/1996 9:32,9601,21,WISP,1,0,1,99,
PD96-01,71,1/10/1996 10:15,9601,0,GIPE,3,0,0,99,1 RECORDED IN 69 & 70
PD96-01,71,1/10/1996 10:15,9601,2,WISP,1,0,1,99,
PD96-01,71,1/10/1996 10:15,9601,15,,0,0,999,99,LOTS OF BERGIE BITS
PD96-01,71,1/10/1996 10:15,9601,25,,0,0,999,99,ENTERING HABITAT 1
PD96-01,71,1/10/1996 10:15,9601,29,,0,0,999,99,RE-ENTERING HABITAT 0
PD96-01,74,1/10/1996 16:25,9601,2,BBAL,1,0,1,99,
PD96-01,74,1/10/1996 16:25,9601,3,GIPE,1,0,1,99,
PD96-01,74,1/10/1996 16:25,9601,10,WISP,2,0,1,99,
PD96-01,74,1/10/1996 16:25,9601,21,BBAL,1,0,1,99,
PD96-01,74,1/10/1996 16:25,9601,26,SOFU,1,0,0,99,
PD96-01,75,1/10/1996 17:00,9601,6,SOFU,1,0,1,99,
PD96-01,75,1/10/1996 17:00,9601,18,BBAL,1,0,1,99,
PD96-01,75,1/10/1996 17:00,9601,23,SOFU,1,0,1,99,
PD96-01,75,1/10/1996 17:00,9601,23,GIPE,1,0,1,99,
PD96-01,75,1/10/1996 17:00,9601,29,GIPE,1,0,1,99,
PD96-01,75,1/10/1996 17:00,9601,30,GIPE,1,0,1,99,
PD96-01,76,1/10/1996 17:37,9601,10,SOFU,1,0,1,99,
PD96-01,76,1/10/1996 17:37,9601,11,SOFU,1,0,1,99,
PD96-01,76,1/10/1996 17:37,9601,16,SOFU,1,0,1,99,
PD96-01,76,1/10/1996 17:37,9601,23,BBAL,1,0,0,99,
PD96-01,76,1/10/1996 17:37,9601,24,SOFU,1,0,2,99,
PD96-01,76,1/10/1996 17:37,9601,30,SOFU,1,0,0,99,
PD96-01,76,1/10/1996 17:37,9601,31,SOFU,1,0,0,99,
PD96-01,78,1/10/1996 18:24,9601,0,SOFU,1,0,0,99,RECORDED IN 76
PD96-01,78,1/10/1996 18:24,9601,3,SOFU,1,0,0,99,RECORDED IN 76
PD96-01,78,1/10/1996 18:24,9601,4,BBAL,1,0,1,99,
PD96-01,78,1/10/1996 18:24,9601,22,SOFU,1,0,0,99,
PD96-01,59,1/10/1996 3:00,9601,0,WISP,1,0,2,99,STERN COUNT
PD96-01,59,1/10/1996 3:00,9601,3,GIPE,1,0,1,12,
PD96-01,59,1/10/1996 3:00,9601,5,WISP,1,0,1,25,
PD96-01,59,1/10/1996 3:00,9601,6,WISP,1,0,1,24,
PD96-01,59,1/10/1996 3:00,9601,11,WISP,1,0,1,2,
PD96-01,59,1/10/1996 3:00,9601,14,WISP,2,0,1,3,
PD96-01,59,1/10/1996 3:00,9601,16,WISP,1,0,2,99,
PD96-01,59,1/10/1996 3:00,9601,21,WISP,1,0,2,99,
PD96-01,59,1/10/1996 3:00,9601,24,WISP,1,0,1,4,
PD96-01,59,1/10/1996 3:00,9601,26,SOFU,2,0,1,5,
PD96-01,59,1/10/1996 3:00,9601,27,SOFU,2,0,1,5,
PD96-01,59,1/10/1996 3:00,9601,27,WISP,2,0,1,5,
PD96-01,59,1/10/1996 3:00,9601,29,WISP,3,0,1,4,
PD96-01,59,1/10/1996 3:00,9601,30,,0,0,999,99,STERN
PD96-01,61,1/10/1996 3:30,9601,0,,0,0,999,99,STERN
PD96-01,61,1/10/1996 3:30,9601,6,WISP,1,0,1,24,
PD96-01,61,1/10/1996 3:30,9601,10,WISP,1,0,1,5,
PD96-01,61,1/10/1996 3:30,9601,15,GIPE,1,0,2,99,
PD96-01,61,1/10/1996 3:30,9601,19,SOFU,1,0,1,4,
PD96-01,61,1/10/1996 3:30,9601,20,CAPE,1,0,2,99,
PD96-01,61,1/10/1996 3:30,9601,29,SOFU,1,0,2,99,
PD96-01,61,1/10/1996 3:30,9601,30,,0,0,999,99,STERN
PD96-01,62,1/10/1996 4:00,9601,0,,0,0,999,99,STERN
PD96-01,62,1/10/1996 4:00,9601,5,WISP,1,0,2,99,
PD96-01,62,1/10/1996 4:00,9601,7,SOFU,1,0,1,3,
PD96-01,62,1/10/1996 4:00,9601,15,SOFU,1,0,2,99,
PD96-01,62,1/10/1996 4:00,9601,16,BBAL,1,0,2,99,
PD96-01,62,1/10/1996 4:00,9601,17,WISP,1,0,2,99,
PD96-01,62,1/10/1996 4:00,9601,17,SOFU,1,0,2,99,
PD96-01,62,1/10/1996 4:00,9601,18,BBAL,1,0,2,99,DIFFERENT FROM MINUTE 16 BBAL
PD96-01,62,1/10/1996 4:00,9601,19,CAPE,1,0,2,99,
PD96-01,62,1/10/1996 4:00,9601,22,,0,0,999,99,STERN
PD96-01,72,1/10/1996 13:04,9601,0,,0,0,999,99,STERN
PD96-01,72,1/10/1996 13:04,9601,28,WISP,1,0,2,99,
PD96-01,72,1/10/1996 13:04,9601,29,CHPE,2,0,1,6,
PD96-01,72,1/10/1996 13:04,9601,30,,0,0,999,99,STERN
PD96-01,73,1/10/1996 13:50,9601,0,,0,0,999,99,STERN
PD96-01,73,1/10/1996 13:50,9601,26,WISP,1,0,2,99,
PD96-01,73,1/10/1996 13:50,9601,30,BBAL,1,0,2,99,
PD96-01,73,1/10/1996 13:50,9601,38,,0,0,999,99,STERN
PD96-01,85,1/10/1996 21:50,9601,0,SOFU,1,0,0,99,STERN
PD96-01,85,1/10/1996 21:50,9601,1,BBAL,1,0,2,99,
PD96-01,85,1/10/1996 21:50,9601,5,CAPE,1,0,1,4,
PD96-01,85,1/10/1996 21:50,9601,6,WISP,1,0,2,99,
PD96-01,85,1/10/1996 21:50,9601,6,BBAL,1,0,2,99,DIF FROM MINUTE 1 BBAL
PD96-01,85,1/10/1996 21:50,9601,9,WISP,1,0,2,99,
PD96-01,85,1/10/1996 21:50,9601,15,CAPE,2,0,0,99,DIF FROM MINUTE 5 CAPE
PD96-01,85,1/10/1996 21:50,9601,17,SOFU,1,0,0,99,
PD96-01,85,1/10/1996 21:50,9601,26,SOFU,1,0,2,99,
PD96-01,85,1/10/1996 21:50,9601,27,CAPE,1,0,2,99,
PD96-01,85,1/10/1996 21:50,9601,29,WISP,1,0,2,99,
PD96-01,85,1/10/1996 21:50,9601,30,BBAL,1,0,0,99,STERN
PD96-01,86,1/10/1996 22:25,9601,0,CAPE,3,0,0,99,STERN
PD96-01,86,1/10/1996 22:25,9601,0,SOFU,1,0,0,99,STERN
PD96-01,86,1/10/1996 22:25,9601,2,CAPE,1,0,0,99,
PD96-01,86,1/10/1996 22:25,9601,7,SOFU,2,0,2,99,
PD96-01,86,1/10/1996 22:25,9601,12,GIPE,1,0,1,4,
PD96-01,86,1/10/1996 22:25,9601,15,SOFU,2,0,1,5,
PD96-01,86,1/10/1996 22:25,9601,16,BBAL,1,0,2,99,
PD96-01,86,1/10/1996 22:25,9601,16,SOFU,1,0,2,99,
PD96-01,86,1/10/1996 22:25,9601,18,GHAL,1,0,2,99,
PD96-01,86,1/10/1996 22:25,9601,19,SOFU,1,0,0,99,
PD96-01,86,1/10/1996 22:25,9601,20,CAPE,2,0,2,99,
PD96-01,86,1/10/1996 22:25,9601,28,SOFU,1,0,1,5,
PD96-01,86,1/10/1996 22:25,9601,30,SOFU,1,0,0,99,STERN
PD96-01,88,1/10/1996 22:55,9601,0,SOFU,1,0,0,99,STERN
PD96-01,88,1/10/1996 22:55,9601,5,CAPE,1,0,0,99,
PD96-01,88,1/10/1996 22:55,9601,7,BBAL,1,0,2,99,
PD96-01,88,1/10/1996 22:55,9601,8,WISP,1,0,2,99,
PD96-01,88,1/10/1996 22:55,9601,11,SOFU,4,0,2,99,"OUT OF TRANSECT, 700M OUT"
PD96-01,88,1/10/1996 22:55,9601,12,SOFU,1,0,0,99,
PD96-01,88,1/10/1996 22:55,9601,13,,0,0,999,99,STERN
PD96-01,105,1/11/1996 8:49,9601,0,GIPE,1,1,0,99,RECORDED IN 103
PD96-01,105,1/11/1996 8:49,9601,0,CAPE,4,1,0,99,RECORDED IN 103
PD96-01,105,1/11/1996 8:49,9601,1,WCPE,1,1,0,99,
PD96-01,105,1/11/1996 8:49,9601,2,CAPE,3,1,3,99,
PD96-01,105,1/11/1996 8:49,9601,2,SOFU,1,1,0,99,
PD96-01,105,1/11/1996 8:49,9601,2,CAPE,1,1,6,99,
PD96-01,105,1/11/1996 8:49,9601,13,GIPE,1,1,0,99,
PD96-01,105,1/11/1996 8:49,9601,13,WISP,1,1,0,99,
PD96-01,105,1/11/1996 8:49,9601,15,GIPE,2,1,0,99,
PD96-01,105,1/11/1996 8:49,9601,20,SOFU,1,0,2,99,
PD96-01,105,1/11/1996 8:49,9601,2,CAPE,1,1,0,99,
PD96-01,105,1/11/1996 8:49,9601,25,,0,0,0,99,DEPTH ABOUT 1000
PD96-01,107,1/11/1996 9:24,9601,0,GIPE,4,1,0,99,RECORDED IN 105
PD96-01,107,1/11/1996 9:24,9601,0,CAPE,1,1,0,99,RECORDED IN 105
PD96-01,107,1/11/1996 9:24,9601,0,WISP,1,1,0,99,RECORDED IN 105
PD96-01,107,1/11/1996 9:24,9601,1,CAPE,2,1,0,99,RECORDED IN 105
PD96-01,107,1/11/1996 9:24,9601,1,SOFU,1,1,6,99,RECORDED IN 105
PD96-01,107,1/11/1996 9:24,9601,1,CAPE,2,1,0,99,RECORDED IN 105
PD96-01,107,1/11/1996 9:24,9601,2,CAPE,1,1,3,99,RECORDED IN 105
PD96-01,107,1/11/1996 9:24,9601,9,,0,0,0,99,DEPTH MORE THAN 2000
PD96-01,107,1/11/1996 9:24,9601,12,CAPE,1,1,3,99,
PD96-01,107,1/11/1996 9:24,9601,12,CAPE,3,1,3,99,
PD96-01,107,1/11/1996 9:24,9601,14,CAPE,1,1,3,99,
PD96-01,107,1/11/1996 9:24,9601,16,SOFU,1,0,1,99,
PD96-01,107,1/11/1996 9:24,9601,17,,0,0,0,99,SLOWED TO 4.3 KTS.
PD96-01,115,1/11/1996 15:36,9601,0,CAPE,2,0,3,99,
PD96-01,115,1/11/1996 15:36,9601,2,SOFU,1,0,1,99,
PD96-01,115,1/11/1996 15:36,9601,4,SOFU,2,1,1,99,
PD96-01,115,1/11/1996 15:36,9601,7,ANPE,1,0,0,99,
PD96-01,115,1/11/1996 15:36,9601,7,CAPE,2,2,2,99,
PD96-01,115,1/11/1996 15:36,9601,8,CAPE,1,0,0,99,
PD96-01,115,1/11/1996 15:36,9601,4,SOFU,1,3,3,99,
PD96-01,115,1/11/1996 15:36,9601,13,SOFU,1,0,0,99,
PD96-01,115,1/11/1996 15:36,9601,18,CAPE,1,3,3,99,
PD96-01,115,1/11/1996 15:36,9601,18,BBAL,1,0,1,99,
PD96-01,115,1/11/1996 15:36,9601,23,WISP,1,0,1,99,
PD96-01,115,1/11/1996 15:36,9601,24,CAPE,8,0,0,99,
PD96-01,116,1/11/1996 16:13,9601,0,CAPE,2,0,3,99,REPEAT
PD96-01,116,1/11/1996 16:13,9601,0,CAPE,2,0,3,99,REPEAT
PD96-01,116,1/11/1996 16:13,9601,0,CAPE,7,0,0,99,REPEAT
PD96-01,116,1/11/1996 16:13,9601,4,SOFU,2,0,0,99,REPEAT
PD96-01,116,1/11/1996 16:13,9601,6,CAPE,30,0,0,99,
PD96-01,116,1/11/1996 16:13,9601,6,SOFU,1,0,0,99,
PD96-01,116,1/11/1996 16:13,9601,31,GIPE,2,0,0,99,
PD96-01,148,1/12/1996 11:49,9601,2,SOFU,1,0,0,99,
PD96-01,148,1/12/1996 11:49,9601,3,CAPE,2,1,0,99,
PD96-01,148,1/12/1996 11:49,9601,4,BBSP,1,0,1,99,
PD96-01,148,1/12/1996 11:49,9601,8,WISP,2,0,0,99,
PD96-01,148,1/12/1996 11:49,9601,10,SOFU,1,0,3,99,
PD96-01,148,1/12/1996 11:49,9601,11,BBAL,1,0,2,99,
PD96-01,148,1/12/1996 11:49,9601,3,CAPE,1,1,3,99,
PD96-01,148,1/12/1996 11:49,9601,15,SOFU,1,0,1,99,SNOW BECOMING HEAVY
PD96-01,150,1/12/1996 12:18,9601,2,CHPE,1,0,3,99,
PD96-01,150,1/12/1996 12:18,9601,2,CAPE,1,1,0,99,PROBABLY REPEAT FROM 148
PD96-01,150,1/12/1996 12:18,9601,3,CAPE,1,1,0,99,PROBABLY REPEAT FROM 148
PD96-01,150,1/12/1996 12:18,9601,6,GIPE,1,0,0,99,
PD96-01,150,1/12/1996 12:18,9601,11,WISP,1,0,0,99,POSSIBLE REPEAT FROM 148.  SNOW A BIT LESS.
PD96-01,150,1/12/1996 12:18,9601,24,SOFU,1,0,3,99,
PD96-01,150,1/12/1996 12:18,9601,25,WISP,1,0,1,99,
PD96-01,150,1/12/1996 12:18,9601,28,CHPE,2,0,5,29,
PD96-01,121,1/11/1996 18:15,9601,0,CAPE,13,0,0,9999,
PD96-01,121,1/11/1996 18:15,9601,0,SOFU,1,0,0,9999,
PD96-01,121,1/11/1996 18:15,9601,2,SOFU,1,0,0,9999,
PD96-01,121,1/11/1996 18:15,9601,6,ANPE,1,0,0,9999,
PD96-01,121,1/11/1996 18:15,9601,7,CAPE,12,0,0,9999,
PD96-01,121,1/11/1996 18:15,9601,16,SOFU,3,0,2,9999,
PD96-01,121,1/11/1996 18:15,9601,24,TBPR,1,0,2,9999,
PD96-01,121,1/11/1996 18:15,9601,24,WISP,1,0,2,9999,
PD96-01,121,1/11/1996 18:15,9601,27,BBAL,1,0,1,9999,
PD96-01,121,1/11/1996 18:15,9601,35,,0,0,0,9999,
PD96-01,128,1/11/1996 21:53,9601,0,CAPE,4,0,0,99,STERN
PD96-01,128,1/11/1996 21:53,9601,0,BLPE,1,0,0,99,STERN
PD96-01,128,1/11/1996 21:53,9601,0,WISP,2,0,0,99,STERN
PD96-01,128,1/11/1996 21:53,9601,0,SOFU,3,0,0,99,STERN
PD96-01,128,1/11/1996 21:53,9601,1,CAPE,5,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,2,CAPE,7,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,4,CAPE,2,0,1,35,
PD96-01,128,1/11/1996 21:53,9601,4,SOFU,1,0,1,35,
PD96-01,128,1/11/1996 21:53,9601,5,SOFU,6,1,3,99,
PD96-01,128,1/11/1996 21:53,9601,5,CAPE,2,1,3,99,
PD96-01,128,1/11/1996 21:53,9601,6,CAPE,1,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,7,SOFU,1,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,8,WISP,1,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,9,SOFU,2,2,3,99,
PD96-01,128,1/11/1996 21:53,9601,9,CAPE,1,2,3,99,
PD96-01,128,1/11/1996 21:53,9601,11,SOFU,27,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,11,GHAL,1,0,1,27,
PD96-01,128,1/11/1996 21:53,9601,13,FAPR,1,0,1,10,
PD96-01,128,1/11/1996 21:53,9601,15,CAPE,3,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,16,CAPE,2,0,6,99,
PD96-01,128,1/11/1996 21:53,9601,16,SOFU,19,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,18,CAPE,3,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,18,SOFU,2,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,19,CAPE,2,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,20,SOFU,2,0,6,99,
PD96-01,128,1/11/1996 21:53,9601,21,TBPR,1,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,21,SOFU,1,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,24,SOFU,3,0,6,99,
PD96-01,128,1/11/1996 21:53,9601,26,BBAL,1,0,1,30,
PD96-01,128,1/11/1996 21:53,9601,28,SOFU,2,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,30,BBAL,1,0,1,30,
PD96-01,128,1/11/1996 21:53,9601,31,BBAL,1,0,1,30,DIFFERENT THAN MIN 30 BBAL
PD96-01,128,1/11/1996 21:53,9601,33,SOFU,3,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,34,SOFU,1,0,1,99,
PD96-01,128,1/11/1996 21:53,9601,36,CAPE,3,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,38,TBPR,1,0,6,99,
PD96-01,128,1/11/1996 21:53,9601,39,CAPE,4,0,1,28,
PD96-01,128,1/11/1996 21:53,9601,42,SOFU,12,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,43,SOFU,2,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,44,SOFU,6,0,1,24,
PD96-01,128,1/11/1996 21:53,9601,47,SOFU,1,0,3,99,
PD96-01,128,1/11/1996 21:53,9601,47,CAPE,1,0,1,22,
PD96-01,128,1/11/1996 21:53,9601,49,TBPR,1,0,2,99,
PD96-01,128,1/11/1996 21:53,9601,50,SOFU,2,0,3,99,
