SubsetSppID,AOU,CommonName,Route Expected,MeanN,logN,MeanLogN,AbundClass,Mass(g),logMass,66-04Trend,TrConf,NumRoutes2002,Brange_Area_km2,log_Brange_Area,Mean_Rel_Im,new_Im,Num_routes,migclass,migclass1,BiomeH,BiomeH_noMex,NumBiomes,OMI,Tol,1yr Prop,5yr Prop,10yr Prop,Foraging,Trophic Group,,,
125,4890,Northwestern Crow,15,25.54170274,1.407249846,1.035848199,High,391.5,2.592731766,0.8,Y,25,395247.112,5.596868705,0.33315,0.32789,29,resid,resid,1.70395759,1.70395759,13,10.61906564,1.410964561,0.4,0.533,0.6,ground glean,omnivore,,0.66685,0.67211
127,4900,Fish Crow,163,6.80633097,0.832913064,0.569676071,Med,274.75,2.438937701,0.8,Y,320,971342.4668,5.987372376,0.38926,0.37198,208,short,migrant,1.202028705,1.202028705,9,6.913345179,0.723117853,0.669,0.828,0.883,ground glean,omnivore,,0.61074,0.62802
128,4910,Clark's Nutcracker,129,4.217602906,0.625065688,0.39855407,Low,135.75,2.132739838,2.5,B,121,2249913.942,6.352165907,0.38636,0.3682,89,resid,resid,2.310593958,2.310593958,25,10.16766858,0.878514789,0.147,0.318,0.372,foliage glean,omnivore,,0.61364,0.6318
129,4920,Pinyon Jay,87,13.58240677,1.132976733,0.764463687,High,103,2.012837225,-4.2,B,91,1598313.981,6.203662099,0.31446,0.30137,85,resid,resid,2.164020144,2.164020144,21,10.4031823,0.269656293,0.253,0.368,0.402,ground glean,omnivore,,0.68554,0.69863
130,4930,European Starling,817,45.21854642,1.655316598,1.218416691,High,85,1.929418926,-1,B,1942,14634616.59,7.165381349,0.34918,0.33865,1762,short,migrant,2.465390072,2.436889383,41,0.403715316,1.11170781,0.831,0.922,0.949,ground glean,insectivore,,0.65082,0.66135
132,4940,Bobolink,351,10.8369701,1.034907875,0.664415946,High,28.75,1.458637849,-1.7,Y,562,3874361.381,6.588200127,0.34604,0.3367,484,neotrop,migrant,1.427438517,1.427438517,20,2.063673173,0.340107043,0.544,0.678,0.727,ground glean,insct/om,,0.65396,0.6633
133,4950,Brown-headed Cowbird,799,12.78552574,1.106718591,0.837255812,High,45,1.653212514,-1.2,Y,2111,11229801.72,7.050372088,0.52131,0.50809,1729,short,migrant,2.61191434,2.588706061,38,0.263418275,0.941716143,0.887,0.969,0.984,ground glean,insectivore,,0.47869,0.49191
134,4960,Bronzed Cowbird,17,6.1353125,0.787836688,0.447005138,High,60,1.77815125,0.1,B,28,2394450.062,6.379205784,0.5106,0.4647,16,short,migrant,3.226444072,2.179234652,19,9.962702996,0.335029307,0.412,0.647,0.765,ground glean,insectivore,,0.4894,0.5353
136,4970,Yellow-headed Blackbird,247,17.76309112,1.249518544,0.675999504,High,64.5,1.809559715,0.9,Y,295,4746512.021,6.676374585,0.27093,0.24865,199,neotrop,migrant,1.944686199,1.944686199,23,3.657978012,0.363683438,0.324,0.457,0.518,ground glean,insectivore,,0.72907,0.75135
137,4980,Red-winged Blackbird,818,56.53293975,1.75230157,1.313067448,High,53,1.72427587,-1,Y,2127,13628331.55,7.13444269,0.44528,0.43762,1893,short,migrant,2.726304984,2.548909102,42,0.536031202,0.687206734,0.891,0.945,0.96,ground glean,insectivore,,0.55472,0.56238
139,5010,Eastern Meadowlark,546,16.0918425,1.206605773,0.874918287,High,102,2.008600172,-2.9,Y,1134,7290312.794,6.862746162,0.47048,0.45585,948,short,migrant,2.386362198,1.851326222,26,1.831046553,0.948144393,0.784,0.881,0.925,ground glean,insct/om,,0.52952,0.54415
140,5011,Western Meadowlark,365,52.58654888,1.72087467,1.156192468,High,112,2.049218023,-0.9,B,850,6709058.273,6.826661564,0.57422,0.56704,737,short,migrant,2.498035648,2.495851404,30,3.151370635,0.755391965,0.614,0.696,0.778,ground glean,insct/om,,0.42578,0.43296
144,5040,Scott's Oriole,48,3.970650585,0.598861671,0.371304253,Med,37,1.568201724,0.8,B,66,2187870.245,6.340021562,0.55373,0.50184,39,neotrop,migrant,2.687931656,2.463686792,28,11.18999153,0.509382493,0.438,0.521,0.563,foliage glean,insct/om,,0.44627,0.49816
145,5050,Hooded Oriole,31,2.408016878,0.381659527,0.213291629,Low,24,1.380211242,2.8,Y,20,1128395.009,6.052461156,0.46085,0.39879,16,neotrop,migrant,2.935211057,2.605108302,28,8.278530596,0.453611615,0.323,0.452,0.516,foliage glean,insct/om,,0.53915,0.60121
146,5060,Orchard Oriole,459,3.811221886,0.581064234,0.392069759,Low,19.5,1.290034611,-0.8,Y,733,4788849.622,6.6802312,0.54487,0.54043,527,neotrop,migrant,1.752073275,1.710663549,18,2.757402658,1.46527319,0.566,0.745,0.813,foliage glean,insct/om,,0.45513,0.45957
147,5070,Baltimore Oriole,494,4.519633725,0.655103241,0.472422976,Med,34.25,1.534660576,-0.7,Y,869,4702121.747,6.67229387,0.55149,0.55744,677,neotrop,migrant,1.095551045,1.095551045,12,1.04363089,0.280286795,0.688,0.838,0.868,foliage glean,insectivore,,0.44851,0.44256
148,5080,Bullock's Oriole,186,4.247118888,0.628094418,0.388637957,Med,34.25,1.534660576,-0.9,B,347,3823592.176,6.582471564,0.5215,0.48318,230,neotrop,migrant,2.65419776,2.652413994,30,2.892948196,0.78915891,0.581,0.737,0.78,foliage glean,insectivore,,0.4785,0.51682
149,5090,Rusty Blackbird,85,2.381135987,0.376784199,0.225315434,Low,63,1.799340549,-10.3,Y,19,7240991.652,6.859798047,0.31401,0.35852,13,short,migrant,1.375988052,1.375988052,14,5.784813761,1.038541327,0.035,0.141,0.235,ground glean,insectivore,,0.68599,0.64148
150,5100,Brewer's Blackbird,284,23.16553697,1.364842371,0.966997747,High,63,1.799340549,-1.3,B,652,5267356.001,6.721592672,0.41409,0.38143,534,short,migrant,2.42753701,2.42753701,23,2.491170288,1.580961709,0.648,0.768,0.824,ground glean,insectivore,,0.58591,0.61857
151,5110,Common Grackle,639,38.9449502,1.590451153,1.209051132,High,127,2.103803721,-1.2,B,1607,8200607.078,6.913846004,0.40125,0.38825,1460,short,migrant,1.696294743,1.696294743,21,1.15736578,0.558102149,0.887,0.942,0.958,ground glean,omnivore,,0.59875,0.61175
152,5120,Great-tailed Grackle,110,18.42896104,1.265500852,0.70384558,High,154.5,2.188928484,2.5,B,149,5011833.902,6.69999667,0.31802,0.28409,128,resid,resid,3.314327373,2.72450867,32,8.703507423,0.843842668,0.291,0.391,0.455,ground glean,omnivore,,0.68198,0.71591
153,5130,Boat-tailed Grackle,35,31.79121105,1.502307072,0.908647639,High,165.5,2.218797998,1.9,B,70,202991.1285,5.307477058,0.35324,0.33392,59,resid,resid,1.164981142,1.164981142,7,11.56569694,0.310012713,0.543,0.743,0.771,ground glean,omnivore,,0.64676,0.66608
154,5140,Evening Grosbeak,219,4.999000482,0.698883179,0.426109079,Med,59.25,1.772688355,-1.4,B,164,3932452.533,6.594663489,0.29843,0.27362,89,short,migrant,2.374528373,2.314011165,28,2.383152525,0.579573101,0.196,0.47,0.575,ground glean,insct/om,,0.70157,0.72638
155,5150,Pine Grosbeak,93,2.287651123,0.359389793,0.258991239,Low,56,1.748188027,1.3,Y,42,7002747.249,6.845268452,0.3948,0.38473,35,short,migrant,1.755590861,1.755590861,24,4.953961862,1.604015665,0.086,0.194,0.237,foliage glean,granivore,,0.6052,0.61527
156,5170,Purple Finch,278,3.120427643,0.494214117,0.315179336,Low,25,1.397940009,-1.5,B,346,4519138.031,6.655055607,0.48971,0.48473,256,short,migrant,1.74614861,1.74614861,25,1.586464137,0.731257847,0.421,0.64,0.719,ground glean,granivore,,0.51029,0.51527
157,5180,Cassin's Finch,96,5.416664412,0.73373193,0.442534563,Low,27,1.431363764,-2.6,B,128,1499599.531,6.175975296,0.38861,0.39467,101,short,migrant,2.034606625,2.034606625,20,7.794820872,0.723654562,0.24,0.5,0.615,ground glean,granivore,,0.61139,0.60533
158,5190,House Finch,637,11.05211928,1.043445563,0.649062291,High,21,1.322219295,1.2,B,1244,7552914.938,6.878114594,0.38796,0.36753,932,short,migrant,2.880706796,2.689398012,36,0.388422576,1.256900321,0.67,0.84,0.887,ground glean,granivore,,0.61204,0.63247
159,5210,Red Crossbill,270,9.825388527,0.992349733,0.651121893,High,39,1.591064607,-1,B,179,6740299.544,6.828679197,0.34833,0.30302,148,short,migrant,2.633334314,2.469568448,32,3.316838001,1.024812837,0.196,0.337,0.4,foliage glean,granivore,,0.65167,0.69698
160,5220,White-winged Crossbill,149,10.92083935,1.038256018,0.612519454,Med,28,1.447158031,0.6,Y,60,8040345.389,6.905274705,0.27833,0.25352,59,short,migrant,1.595162182,1.583071488,22,6.283468676,1.091295027,0.074,0.248,0.315,foliage glean,granivore,,0.72167,0.74648
161,5240,Gray-crowned Rosy-Finch,36,3.833333333,0.583576586,0.698970004,Low,26.33,1.420450859,,,1,2246597.909,6.35152535,,,,short,migrant,1.915446841,1.915446841,20,20.02016641,0,0,0,0,ground glean,granivore,,1,1
165,5280,Common Redpoll,23,18.7724413,1.273520755,0.946652878,High,13,1.113943352,,,58,4978166.139,6.697069386,0.45781,0.46339,45,short,migrant,1.460572363,1.460572363,7,11.99522639,0.450611564,0.696,0.826,0.87,foliage glean,granivore,,0.54219,0.53661
166,5290,American Goldfinch,636,10.92408662,1.038385135,0.801182067,High,13.25,1.122215878,0,Y,1500,7510163.713,6.875649404,0.45045,0.44034,1312,short,migrant,1.851869511,1.851869511,21,0.795686837,0.513581978,0.794,0.884,0.91,foliage glean,granivore,,0.54955,0.55966
167,5300,Lesser Goldfinch,117,6.03397369,0.780603412,0.481761455,High,10,1,-0.7,B,152,3943412.803,6.595872242,0.47921,0.41412,117,short,migrant,3.255434592,2.844247506,31,3.751377921,0.390222781,0.35,0.538,0.632,foliage glean,granivore,,0.52079,0.58588
169,5330,Pine Siskin,274,10.82174877,1.034297447,0.67739004,Med,15,1.176091259,-2.3,B,352,7782690.902,6.891129782,0.40068,0.36477,261,short,migrant,2.501085758,2.425812004,35,4.822802414,1.649073427,0.292,0.504,0.617,foliage glean,granivore,,0.59932,0.63523
173,5380,Chestnut-collared Longspur,24,20.24879149,1.306399108,0.875705102,High,19,1.278753601,-2.7,Y,58,796749.0086,5.901321532,0.33439,0.32469,49,short,migrant,0.201083271,0.201083271,5,4.760848747,0.074618588,0.292,0.375,0.458,ground glean,insct/om,,0.66561,0.67531
174,5390,McCown's Longspur,24,10.52481785,1.022214588,0.678523783,High,23,1.361727836,-2.8,B,23,684330.5534,5.83526593,0.4487,0.40991,22,short,migrant,0.799659975,0.799659975,7,6.03143367,0.198765184,0.042,0.125,0.208,ground glean,insct/om,,0.5513,0.59009
175,5400,Vesper Sparrow,543,12.32871961,1.090917975,0.674116242,High,27,1.431363764,-1.1,B,703,7376295.004,6.867838277,0.55489,0.53172,573,short,migrant,1.971164461,1.971164461,25,3.54160538,1.13157477,0.39,0.538,0.608,ground glean,insct/om,,0.44511,0.46828
176,5420,Savannah Sparrow,511,14.68427065,1.16685238,0.7510163,High,21.33,1.328990855,-0.8,Y,873,13733796.93,7.137790622,0.46167,0.44879,722,short,migrant,2.379437459,2.343684639,36,2.660240319,1.074942128,0.55,0.695,0.734,ground glean,insct/om,,0.53833,0.55121
177,5450,Baird's Sparrow,37,5.767203175,0.760965252,0.461359993,Low,18,1.255272505,-3.9,B,32,1165631.358,6.066561222,0.49225,0.43021,21,neotrop,migrant,0.492787454,0.492787454,7,5.76520358,0.095048673,0.216,0.324,0.405,ground glean,insct/om,,0.50775,0.56979
178,5460,Grasshopper Sparrow,518,6.676232856,0.824531476,0.453597598,Med,17,1.230448921,-3.8,B,618,5212162.552,6.717017952,0.42174,0.41587,431,neotrop,migrant,1.713737987,1.567528216,33,0.888096334,0.648038201,0.34,0.517,0.627,ground glean,insct/om,,0.57826,0.58413
179,5470,Henslow's Sparrow,182,1.761607143,0.245909063,0.152484629,Low,13,1.113943352,-8.7,Y,36,1091365.634,6.037970274,0.21228,0.15945,16,short,migrant,0.549515744,0.549515744,5,1.249446228,0.064913309,0.049,0.11,0.154,ground glean,insct/om,,0.78772,0.84055
180,5480,Le Conte's Sparrow,70,3.962426485,0.597961218,0.382869057,Low,13,1.113943352,-0.5,Y,71,2856276.811,6.455800294,0.3673,0.41679,44,short,migrant,1.012501397,1.012501397,6,6.204479114,0.158191092,0.243,0.457,0.514,ground glean,insct/om,,0.6327,0.58321
181,5490,Saltmarsh Sharp-tailed Sparrow,25,1.9375,0.287241711,0,Low,19,1.278753601,,,1,72570.32711,4.860759081,,,0,short,migrant,0.631800137,0.631800137,3,3.167181448,0.007357188,0,0.04,0.08,ground glean,insct/om,,1,1
182,5491,Nelson's Sharp-tailed Sparrow,39,1.624113633,0.210616412,0.132361448,Low,19,1.278753601,2.1,Y,21,1339209.688,6.126848583,0.44223,0.46544,13,short,migrant,0.918296418,0.918296418,3,4.880012767,0.591368444,0.103,0.359,0.462,ground glean,insct/om,,0.55777,0.53456
183,5500,Seaside Sparrow,35,4.866872428,0.687249963,0.403079375,Med,23,1.361727836,-0.2,Y,13,174044.733,5.240660885,0.12883,0.12227,8,short,migrant,1.429272829,1.429272829,6,4.507832918,0.432129342,0.143,0.171,0.171,ground glean,insct/om,,0.87117,0.87773
184,5520,Lark Sparrow,332,7.063421406,0.849015117,0.514293352,Med,29,1.462397998,-2.5,Y,538,5600871.659,6.748255621,0.49721,0.45507,423,neotrop,migrant,2.385255813,2.385254564,33,3.122304815,1.057654225,0.386,0.548,0.614,ground glean,insct/om,,0.50279,0.54493
185,5540,White-crowned Sparrow,121,11.78129883,1.071193172,0.657118143,High,28.12,1.449015316,-1.3,B,221,7328605.198,6.865021326,0.44971,0.46109,173,short,migrant,2.087514245,2.087514245,25,7.216386599,2.39581225,0.314,0.438,0.521,ground glean,insct/om,,0.55029,0.53891
186,5570,Golden-crowned Sparrow,15,17.16631494,1.234677076,0.674825827,High,29.8,1.474216264,,,20,1666075.739,6.22169474,0.47673,0.42302,12,short,migrant,1.900084781,1.900084781,11,9.066936452,0.258769855,0.333,0.4,0.467,ground glean,insct/om,,0.52327,0.57698
187,5580,White-throated Sparrow,174,22.44786111,1.351174967,0.961375006,High,25.9,1.413299764,-0.7,B,350,5639928.1,6.751273567,0.52905,0.52444,325,short,migrant,0.926026954,0.926026954,12,3.454441063,0.135304425,0.58,0.672,0.73,ground glean,insct/om,,0.47095,0.47556
188,5590,American Tree Sparrow,17,15.25689866,1.183466262,0.793542912,High,20,1.301029996,,,29,4951796.524,6.694762791,0.33098,0.36578,24,short,migrant,1.378059581,1.378059581,9,14.44817181,0.558090629,0.529,0.647,0.765,ground glean,insct/om,,0.66902,0.63422
189,5600,Chipping Sparrow,774,13.29193487,1.123588205,0.882844787,High,12,1.079181246,-0.2,Y,1749,13334726.06,7.124984098,0.583,0.56737,1530,neotrop,migrant,2.68987451,2.559655954,40,0.366438601,0.781101295,0.758,0.818,0.851,ground glean,insct/om,,0.417,0.43263
190,5610,Clay-colored Sparrow,115,16.08607524,1.206450096,0.803070518,High,12,1.079181246,-1.2,Y,255,3207890.831,6.50621958,0.53375,0.51962,222,neotrop,migrant,1.406628043,1.406628043,8,5.966264625,0.212103774,0.565,0.696,0.73,ground glean,insct/om,,0.46625,0.48038
191,5620,Brewer's Sparrow,165,15.38006752,1.186958242,0.785892858,High,11,1.041392685,-2.8,B,258,3221811.005,6.508100061,0.5093,0.51381,198,neotrop,migrant,2.312102089,2.312102089,25,9.37272559,0.390908322,0.424,0.564,0.6,ground glean,insct/om,,0.4907,0.48619
192,5630,Field Sparrow,478,7.023927203,0.846580002,0.621119033,Med,13,1.113943352,-3,Y,909,3994226.54,6.601432693,0.50959,0.504,712,short,migrant,1.20967316,1.20967316,12,1.407385674,0.531877201,0.724,0.839,0.889,ground glean,insct/om,,0.49041,0.496
193,5650,Black-chinned Sparrow,26,5.802891157,0.763644425,0.303821301,Low,12,1.079181246,-5.3,Y,15,806034.853,5.906353821,0.34977,0.3495,13,short,migrant,2.515611962,2.361554113,27,9.472270922,0.331299379,0.154,0.269,0.308,ground glean,insct/om,,0.65023,0.6505
194,5660,Dark-eyed Junco,344,13.42778063,1.128004237,0.771513387,High,19.75,1.2955671,-1.5,B,16,10128696.73,7.005553568,0.54599,0.51457,6,short,migrant,2.174039849,2.174039849,33,3.673928021,1.165123254,0.445,0.552,0.605,ground glean,insct/om,,0.45401,0.48543
196,5730,Black-throated Sparrow,89,19.95206685,1.299987891,0.893826553,High,14,1.146128036,-4.1,B,160,2839591.079,6.453255803,0.55227,0.54234,132,short,migrant,2.736494698,2.638107226,29,12.44326636,0.695068077,0.472,0.539,0.607,ground glean,insct/om,,0.44773,0.45766
197,5740,Sage Sparrow,65,11.56867424,1.063283592,0.693770405,High,19,1.278753601,0,Y,102,1088536.442,6.036842973,0.53459,0.49811,76,short,migrant,2.09103934,2.09103934,20,10.84127493,0.512228084,0.308,0.446,0.538,ground glean,insct/om,,0.46541,0.50189
199,5750,Bachman's Sparrow,233,3.041256723,0.483053082,0.318116635,Med,19.5,1.290034611,-2,Y,57,960372.2199,5.982439589,0.40771,0.32712,24,short,migrant,1.155803515,1.155803515,7,10.60184426,0.140304415,0.103,0.15,0.18,ground glean,insct/om,,0.59229,0.67288
201,5780,Cassin's Sparrow,53,22.82408918,1.358393456,0.884121152,High,19,1.278753601,-2.2,B,132,2033974.428,6.308345488,0.55419,0.49931,100,short,migrant,2.194649606,2.182318543,22,7.028941844,0.249722238,0.453,0.736,0.755,ground glean,insct/om,,0.44581,0.50069
203,5800,Rufous-crowned Sparrow,31,4.227487418,0.626082324,0.38547054,Low,18.25,1.261262869,-1.5,Y,50,1186593.81,6.074302079,0.50576,0.42499,30,resid,resid,2.803502541,2.501744233,28,6.541632138,0.573144069,0.419,0.581,0.645,ground glean,insct/om,,0.49424,0.57501
204,5810,Song Sparrow,648,18.96061129,1.277852335,0.968747252,High,21.33,1.328990855,-0.6,Y,1540,10286032.34,7.012247885,0.59866,0.58544,1365,short,migrant,2.323727863,2.29373139,36,0.829345396,0.614205448,0.841,0.901,0.917,ground glean,insct/om,,0.40134,0.41456
205,5830,Lincoln's Sparrow,171,5.645296415,0.75168675,0.474960379,Med,17,1.230448921,1.4,Y,257,7537362.187,6.877219385,0.49875,0.47626,200,neotrop,migrant,1.8059132,1.8059132,32,5.472799364,1.048972641,0.345,0.468,0.532,ground glean,insct/om,,0.50125,0.52374
206,5840,Swamp Sparrow,331,3.242035183,0.510817724,0.324809046,Low,17,1.230448921,1.5,B,329,6011541.266,6.778985833,0.40978,0.4132,250,short,migrant,1.046532828,1.046532828,15,2.521314336,0.272145802,0.347,0.511,0.556,ground glean,insct/om,,0.59022,0.5868
207,5850,Fox Sparrow,160,8.80438891,0.944699218,0.579899839,High,32,1.505149978,0.4,B,188,7512424.134,6.875780099,0.46143,0.44863,146,short,migrant,2.095037564,2.095037564,27,4.505949131,0.859304864,0.238,0.331,0.394,ground glean,insct/om,,0.53857,0.55137
209,5870,Eastern Towhee,487,9.797177466,0.991100975,0.695709511,High,42,1.62324929,-1.7,Y,924,3153320.255,6.49876808,0.57022,0.55527,698,short,migrant,1.104474223,1.104474223,11,4.298879009,1.255019349,0.721,0.862,0.908,ground glean,insct/om,,0.42978,0.44473
210,5880,Spotted Towhee,196,10.85399994,1.035589815,0.680374366,High,42,1.62324929,0.2,B,401,3541674.478,6.549208642,0.50123,0.50626,302,short,migrant,2.602297678,2.501404763,29,3.719501827,1.065415871,0.52,0.617,0.699,ground glean,insct/om,,0.49877,0.49374
211,5900,Green-tailed Towhee,109,8.861121709,0.947488702,0.589763038,High,29,1.462397998,-0.4,B,179,1735700.175,6.239474707,0.48347,0.4937,130,neotrop,migrant,2.259845034,2.259845034,23,10.2170435,0.61851589,0.422,0.514,0.56,ground glean,insct/om,,0.51653,0.5063
212,5910,Canyon Towhee,28,4.559384301,0.658906199,0.428323094,Med,44,1.643452676,-1.6,B,60,1640525.415,6.214982963,0.46201,0.44472,41,resid,resid,2.339685469,2.090578951,22,7.475364004,0.405600321,0.679,0.75,0.786,ground glean,insct/om,,0.53799,0.55528
213,5911,California Towhee,26,13.9333373,1.144055151,0.819685346,High,53.75,1.730378469,-0.4,B,53,392712.1555,5.594074344,0.5458,0.54388,48,resid,resid,2.178222414,2.068361524,15,5.483517785,0.195762731,0.538,0.538,0.654,ground glean,insct/om,,0.4542,0.45612
214,5920,Abert's Towhee,11,4.246583851,0.628039704,0.440976322,Low,46.25,1.665111737,-0.1,B,12,170296.3239,5.231205273,0.33325,0.33274,11,resid,resid,1.687635974,1.687635974,13,14.10816663,0.490976137,0.636,0.727,0.818,ground glean,insct/om,,0.66675,0.66726
215,5930,Northern Cardinal,543,27.65276305,1.441738532,1.226508079,High,47.25,1.674401813,0.1,Y,1353,5835003.662,6.766041133,0.61382,0.6133,1203,resid,resid,2.302359818,2.000549863,28,3.391156058,1.068063539,0.899,0.926,0.936,ground glean,insct/om,,0.38618,0.3867
216,5940,Pyrrhuloxia,29,13.12770458,1.118188795,0.609917681,High,35.5,1.550228353,-2,B,51,1521619.279,6.182306002,0.55574,0.48992,44,resid,resid,2.256732125,2.027707841,19,10.31874797,0.225755099,0.414,0.621,0.655,ground glean,insct/om,,0.44426,0.51008
217,5950,Rose-breasted Grosbeak,383,3.722335734,0.570815542,0.385241709,Low,46,1.662757832,-0.8,Y,624,3766821.246,6.575975011,0.52843,0.52983,422,neotrop,migrant,1.210144664,1.210144664,10,1.947735345,0.283961607,0.574,0.749,0.796,foliage glean,insectivore,,0.47157,0.47017
218,5960,Black-headed Grosbeak,209,6.235867217,0.794896859,0.491393714,Med,42.5,1.62838893,0.7,Y,367,4520996.22,6.655234144,0.53117,0.51792,256,neotrop,migrant,2.677561234,2.522882471,31,4.425723501,0.937194733,0.517,0.703,0.751,foliage glean,insectivore,,0.46883,0.48208
219,5970,Blue Grosbeak,298,5.309109658,0.725021696,0.499552097,Med,28.5,1.45484486,1,Y,668,5299288.448,6.724217559,0.53842,0.53349,514,neotrop,migrant,2.754186359,2.484206147,32,3.260680428,1.242707374,0.681,0.826,0.846,ground glean,insectivore,,0.46158,0.46651
220,5980,Indigo Bunting,594,17.5877525,1.245210345,0.984992595,High,15,1.176091259,-0.6,Y,1213,5859725.256,6.767877254,0.62045,0.60225,1078,neotrop,migrant,1.906625689,1.906625689,27,2.242278387,0.616412621,0.793,0.85,0.869,ground glean,insct/om,,0.37955,0.39775
221,5990,Lazuli Bunting,166,4.264755971,0.629894186,0.376072911,Med,15.5,1.190331698,22.7,R,228,2819252.347,6.450133951,0.45474,0.42779,140,neotrop,migrant,2.249890098,2.249890098,19,4.082330441,0.937941795,0.38,0.59,0.669,ground glean,insct/om,,0.54526,0.57221
223,6010,Painted Bunting,57,10.0754794,1.003265719,0.688080851,High,16,1.204119983,-1.9,B,173,1412063.578,6.149854251,0.63468,0.56951,152,neotrop,migrant,2.070550364,2.070550364,14,6.125475391,0.272104868,0.632,0.702,0.737,ground glean,insct/om,,0.36532,0.43049
224,6040,Dickcissel,270,22.15758037,1.345522333,0.847955802,High,29,1.462397998,-0.9,Y,463,3458333.041,6.538866814,0.46882,0.44523,407,neotrop,migrant,1.213331805,1.213331805,12,1.675167993,0.237939958,0.47,0.63,0.7,ground glean,insct/om,,0.53118,0.55477
225,6050,Lark Bunting,67,57.45509583,1.759328553,0.986546352,High,38,1.579783597,-1.4,B,150,1825935.611,6.261485459,0.46507,0.43976,132,neotrop,migrant,0.851372642,0.851372642,11,5.235452993,0.223578916,0.388,0.537,0.612,ground glean,insct/om,,0.53493,0.56024
226,6070,Western Tanager,167,9.008911877,0.954672339,0.652065896,High,28,1.447158031,0.9,Y,426,3651808.32,6.562507974,0.60739,0.5863,327,neotrop,migrant,2.41314907,2.41314907,27,5.3411236,0.836442449,0.647,0.737,0.766,foliage glean,insectivore,,0.39261,0.4137
227,6080,Scarlet Tanager,409,3.738840674,0.572736959,0.37611279,Med,29,1.462397998,-0.2,Y,612,2601578.498,6.415236934,0.55811,0.54749,455,neotrop,migrant,0.64572475,0.64572475,7,1.395029261,0.104476479,0.628,0.792,0.851,hover/glean,insectivore,,0.44189,0.45251
228,6090,Hepatic Tanager,18,2.415208065,0.38295455,0.241138173,Low,38,1.579783597,3.6,Y,18,1108858.134,6.044875987,0.5541,0.49948,8,neotrop,migrant,2.942625868,2.126921711,21,9.050921667,0.104669147,0.278,0.389,0.389,foliage glean,insct/om,,0.4459,0.50052
229,6100,Summer Tanager,307,4.785915751,0.679965049,0.484279877,Med,28,1.447158031,0.4,B,503,3270936.415,6.514672102,0.57104,0.53779,367,neotrop,migrant,2.175274769,2.12471479,30,5.397428391,0.623351625,0.57,0.694,0.733,foliage glean,insectivore,,0.42896,0.46221
230,6110,Purple Martin,553,9.453097221,0.975574124,0.651854696,High,49,1.69019608,0,Y,734,5719269.373,6.757340552,0.26936,0.24334,578,neotrop,migrant,2.005262601,1.968710326,36,3.86738481,1.503906491,0.472,0.626,0.707,aerial foraging,insectivore,,0.73064,0.75666
231,6120,Cliff Swallow,614,33.78219094,1.528687812,0.882799169,High,22,1.342422681,0.7,Y,880,11966860.09,7.077980214,0.21772,0.20825,784,neotrop,migrant,2.719393605,2.619577741,42,0.86934939,1.386104338,0.419,0.622,0.705,aerial foraging,insectivore,,0.78228,0.79175
233,6130,Barn Swallow,794,15.24404619,1.183100256,0.93331626,High,17.5,1.243038049,-0.9,Y,1967,12876428.64,7.109795425,0.38613,0.3689,1734,neotrop,migrant,2.632327045,2.580962855,41,0.415375433,1.363878198,0.844,0.928,0.951,aerial foraging,insectivore,,0.61387,0.6311
234,6140,Tree Swallow,630,7.587802101,0.880115995,0.594751426,Med,20,1.301029996,0,Y,1108,11680110.25,7.067446942,0.34599,0.33392,912,short,migrant,2.132768451,2.132768451,32,1.015030322,0.751957794,0.597,0.776,0.819,aerial foraging,insectivore,,0.65401,0.66608
235,6150,Violet-green Swallow,229,9.944238683,0.99757154,0.6447484,High,14,1.146128036,1.1,B,351,6092544.676,6.784798723,0.36666,0.33152,289,neotrop,migrant,3.073881953,2.96920958,36,4.086897601,1.454395118,0.424,0.594,0.677,aerial foraging,insectivore,,0.63334,0.66848
236,6160,Bank Swallow,522,9.47463067,0.97656229,0.55374812,High,15,1.176091259,-0.6,B,276,10473732.21,7.020101466,0.14278,0.15355,233,neotrop,migrant,2.02274314,2.02274314,35,1.292370194,1.032134756,0.144,0.358,0.502,aerial foraging,insectivore,,0.85722,0.84645
237,6170,Northern Rough-winged Swallow,777,4.383286983,0.641799906,0.376987515,Med,16,1.204119983,-0.7,Y,713,9817129.342,6.991984513,0.23888,0.23625,515,neotrop,migrant,2.751440252,2.477515203,37,0.134801087,1.869717661,0.349,0.638,0.752,aerial foraging,insectivore,,0.76112,0.76375
238,6180,Bohemian Waxwing,48,3.287020503,0.516802413,0.30272368,Low,56,1.748188027,,,18,3988925.021,6.600855873,0.37068,0.30106,18,short,migrant,1.60710009,1.60710009,16,11.25350234,0.517497909,0.083,0.25,0.25,foliage glean,insct/om,,0.62932,0.69894
239,6190,Cedar Waxwing,536,8.845444013,0.946719638,0.707311951,High,32.5,1.511883361,1.1,B,1061,7417234.178,6.870241991,0.35702,0.32486,893,short,migrant,1.92580413,1.92580413,24,0.992599613,0.475384278,0.67,0.832,0.868,foliage glean,insct/om,,0.64298,0.67514
240,6200,Phainopepla,25,5.211498636,0.716962628,0.341547454,Low,24,1.380211242,-0.3,B,44,1251846.832,6.097551195,0.42116,0.36379,28,neotrop,migrant,2.358226257,2.138051266,25,10.622066,0.638405078,0.56,0.64,0.68,foliage glean,frugivore,,0.57884,0.63621
