SampleID,Cruise,Date,Original_SampleNo,Original_StationNo,Depth,Lat,Lon,Daylength,Chl,QFChl,Temperature,QFTemp,SurfacePAR,QFPAR,Kd490,QFKd490,PARz,Nitrate,QFNO3,Nitrite,QFNO2,Ammonium,QFNH4,Phosphate,QFPO4,Silicate,QFSil,MLD,QFMLD
AMT5_244,AMT5,25-09-1997,1,8,2,32.3111,-17.2211,12.0498311183,0.055,0,24.099,0,35.6209061101,0,0.0242499998,3,33.9345176532,0.01,0,0,0,NA,NA,0.01,0,0.78,0,36.7963819504,1
AMT5_245,AMT5,25-09-1997,1,8,75,32.3111,-17.2211,12.0498311183,0.1275454545,0,18.027,0,35.6209061101,0,0.0242499998,3,5.778723046,0.3242580645,0,0.1079354839,0,NA,NA,0.03,0,1.08,0,36.7963819504,1
AMT5_246,AMT5,26-09-1997,1,9,2,29.0491,-20.9709,12.0264963219,0.045,0,24.6605,0,46.5018904159,0,0.0263999999,4,44.1102846005,0,0,0,0,NA,NA,0.01,0,0.78,0,19.2869052887,1
AMT5_247,AMT5,26-09-1997,1,9,120,29.0491,-20.9709,12.0264963219,0.35,0,18.825,0,46.5018904159,0,0.0263999999,4,1.9571571429,0.1171232877,0,0.0223287671,0,NA,NA,0.0138812785,0,0.9623076923,0,19.2869052887,1
AMT5_248,AMT5,27-09-1997,1,10,2,24.1385,-20.9993,12.0177094405,0.16,0,24.9255,0,43.5121485226,0,0.0328000002,1,40.7493616756,0,0,0,0,NA,NA,0,0,0.43,0,32.4765853882,1
AMT5_249,AMT5,27-09-1997,1,10,90,24.1385,-20.9993,12.0177094405,0.425890411,0,20.567,0,43.5121485226,0,0.0328000002,1,2.2728627516,0,0,0.0183561644,0,NA,NA,0,0,0.8310091743,0,32.4765853882,1
AMT5_250,AMT5,28-09-1997,1,11,2,19.7245,-20.5295,12.0166326762,0.65,0,25.242,0,44.900519748,0,0.1096333352,5,36.059945266,0,0,0.01,0,NA,NA,0.1,0,0.43,0,29.5554451942,1
AMT5_251,AMT5,28-09-1997,1,11,30,19.7245,-20.5295,12.0166326762,1.7319135802,0,23.12,0,44.900519748,0,0.1096333352,5,1.6743906594,13.8845454545,0,0.3615151515,0,NA,NA,0.7890909091,0,2.0563636364,0,29.5554451942,1
AMT5_252,AMT5,29-09-1997,1,12,2,NA,NA,NA,NA,NA,29.117,0,34.8635407327,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0,NA,NA
AMT5_253,AMT5,29-09-1997,1,12,40,NA,NA,NA,NA,NA,21.447,0,34.8635407327,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5706837607,0,NA,NA
AMT5_254,AMT5,30-09-1997,1,13,2,10.923,-20.8704,12.0396114282,0.325,0,29.1045,0,39.7007648317,0,0.0489333322,8,35.9994546043,0,0,0,0,NA,NA,0.03,0,1.17,0,11.6999578476,1
AMT5_255,AMT5,30-09-1997,1,13,48,10.923,-20.8704,12.0396114282,0.7519672131,0,18.576,0,39.7007648317,0,0.0489333322,8,3.7907750955,15.3004918033,0,0.4096721311,0,NA,NA,0.8642622951,0,3.2280851064,0,11.6999578476,1
AMT5_256,AMT5,01-10-1997,1,14,2,7.027,-22.4694,12.0594302516,0.18,0,28.024,0,21.0891188085,0,0.0417999998,4,19.3977525542,0.01,0,0,0,NA,NA,0.01,0,1.89,0,14.7499752045,1
AMT5_257,AMT5,01-10-1997,1,14,75,7.027,-22.4694,12.0594302516,0.31,0,17.6195,0,21.0891188085,0,0.0417999998,4,0.9173714922,19.4373509934,0,0.0561589404,0,NA,NA,1.148807947,0,2.181,0,14.7499752045,1
AMT5_258,AMT5,02-10-1997,1,15,2,2.8155,-24.164,12.0892055944,0.205,0,27.609,0,28.7672376287,0,0.0300333332,8,27.0901580629,0.01,0,0,0,NA,NA,0.01,0,1.9935714286,0,46.6582984924,1
AMT5_259,AMT5,02-10-1997,1,15,60,2.8155,-24.164,12.0892055944,0.3778,0,27.274,0,28.7672376287,0,0.0300333332,8,4.7456915468,0.01,0,0,0,NA,NA,0.0296,0,1.4406666667,0,46.6582984924,1
AMT5_260,AMT5,03-10-1997,1,16,2,-0.7727,-25.6632,12.1210237845,0.1554696133,0,26.007,0,55.4114414901,0,0.0443200007,2,50.7111646344,0.0119889503,0,0.0004972376,0,NA,NA,0.08,0,1.9935714286,0,62.4992876053,1
AMT5_261,AMT5,03-10-1997,1,16,83,-0.7727,-25.6632,12.1210237845,0.285974359,0,21.9755,0,55.4114414901,0,0.0443200007,2,1.3996553654,6.3951282051,0,0.1490769231,0,NA,NA,0.5518461538,0,1.6770886076,0,62.4992876053,1
AMT5_262,AMT5,05-10-1997,1,17,2,-8.9671,-29.1149,12.2182827281,0.065,0,26.263,0,44.5757193935,0,0.0274,4,42.1986952586,0.01,0,0,0,NA,NA,0.07,0,1.38,0,67.0274753571,1
AMT5_263,AMT5,05-10-1997,1,17,120,-8.9671,-29.1149,12.2182827281,0.332238806,0,22.8115,0,44.5757193935,0,0.0274,4,1.6639416906,0.2074626866,0,0.0282089552,0,NA,NA,0.2398507463,0,4.6201030928,0,67.0274753571,1
AMT5_264,AMT5,06-10-1997,1,18,2,-12.8768,-30.705,12.2780352357,0.065,0,26.4,0,41.4387691036,0,0.0250900003,3,39.410681903,0,0,0,0,NA,NA,0.04,0,1.15,0,31.6678237915,1
AMT5_265,AMT5,06-10-1997,1,18,150,-12.8768,-30.705,12.2780352357,0.3030194805,0,23.0285,0,41.4387691036,0,0.0250900003,3,0.9614784301,0.1024675325,0,0.0462337662,0,NA,NA,0.1962337662,0,1.1786,0,31.6678237915,1
AMT5_266,AMT5,07-10-1997,1,19,2,-16.6857,-32.3625,12.3459241789,0.0583846154,0,25.473,0,49.5914541579,0,0.0223999992,7,47.4187881805,0,0,0,0,NA,NA,0.08,0,1.14,0,54.4633235931,1
AMT5_267,AMT5,07-10-1997,1,19,140,-16.6857,-32.3625,12.3459241789,0.03,0,23.967,0,49.5914541579,0,0.0223999992,7,2.1550601511,0,0,0,0,NA,NA,0.1086666667,0,1.1970967742,0,54.4633235931,1
AMT5_268,AMT5,08-10-1997,1,20,2,-20.6622,-34.2247,12.4270026418,0.08,0,23.905,0,41.5174055016,0,0.0255999994,2,39.4452151231,0,0,0,0,NA,NA,0.04,0,1.14,0,37.607252121,1
AMT5_269,AMT5,08-10-1997,1,20,135,-20.6622,-34.2247,12.4270026418,0.3309016393,0,22.1435,0,41.5174055016,0,0.0255999994,2,1.3101122706,0.0629508197,0,0.0414754098,0,NA,NA,0.1214754098,0,1.2434328358,0,37.607252121,1
AMT5_270,AMT5,09-10-1997,1,21,2,-23.9023,-37.287,12.5064702376,0.095,0,22.7975,0,39.6115067401,0,0.0350750005,4,36.9279844325,0,0,0,0,NA,NA,0.07,0,1.14,0,60.2982187271,1
AMT5_271,AMT5,09-10-1997,1,21,110,-23.9023,-37.287,12.5064702376,0.3373272214,0,20.54875,0,39.6115067401,0,0.0350750005,4,0.8359968755,0.4220155039,0,0.1007751938,0,NA,NA,0.1837209302,0,1.2160869565,0,60.2982187271,1
AMT5_272,AMT5,10-10-1997,1,22,2,-27.6914,-40.9806,12.6082844318,0.23,0,20.8755,0,37.7954371587,0,0.0375471265,6,35.0611658642,0.03,0,0,0,NA,NA,0.19,0,1.16,0,50.0404672623,1
AMT5_273,AMT5,10-10-1997,1,22,35,-27.6914,-40.9806,12.6082844318,0.3353846154,0,20.8705,0,37.7954371587,0,0.0375471265,6,10.1557389482,0.02,0,0,0,NA,NA,0.1053846154,0,1.15,0,50.0404672623,1
AMT5_274,AMT5,12-10-1997,1,24,2,-35.4846,-48.8613,12.8660654482,0.455,0,18.6635,0,28.0335379364,0,0.0465889983,7,25.5394312221,0,0,0,0,NA,NA,0.1,0,0.6,0,46.5015773773,1
AMT5_275,AMT5,12-10-1997,1,24,35,-35.4846,-48.8613,12.8660654482,0.7588719512,0,19.195,0,28.0335379364,0,0.0465889983,7,5.4892225681,0,0,0,0,NA,NA,0.0812804878,0,1.3327272727,0,46.5015773773,1
AMT5_276,AMT5,13-10-1997,1,25,2,-38.8359,-51.9136,13.0084430339,1.42,0,14.315,0,52.382642112,0,0.1021960005,7,42.6993320823,3.32,0,0.08,0,NA,NA,0.34,0,0.6,0,71.9685735703,1
AMT5_277,AMT5,13-10-1997,1,25,25,-38.8359,-51.9136,13.0084430339,1.3883333333,0,14.302,0,52.382642112,0,0.1021960005,7,4.0701313275,3.5033333333,0,0.0993333333,0,NA,NA,0.3406666667,0,2.2773333333,0,71.9685735703,1
AMT5_278,AMT5,14-10-1997,1,26,2,-42.8105,-54.8698,13.1962711005,0.97,0,13.179,0,35.7261381254,0,0.0652249977,7,31.3568450411,5.59,0,0.21,0,NA,NA,0.55,0,2.18,0,34.3506155014,1
AMT5_279,AMT5,14-10-1997,1,26,25,-42.8105,-54.8698,13.1962711005,0.8806578947,0,13.1035,0,35.7261381254,0,0.0652249977,7,6.9954339179,5.7344736842,0,0.22,0,NA,NA,0.52,0,2.2586842105,0,34.3506155014,1
AMT5_280,AMT5,15-10-1997,1,27,2,-46.5429,-56.7502,13.407597143,0.875,0,7.793,0,51.3818495886,0,0.0597199984,7,45.5971398733,14.12,0,0.16,0,NA,NA,1.03,0,1.97,0,41.625585556,1
AMT5_281,AMT5,15-10-1997,1,27,35,-46.5429,-56.7502,13.407597143,0.8494594595,0,7.2105,0,51.3818495886,0,0.0597199984,7,6.3540032391,14.0349324324,0,0.2512162162,0,NA,NA,1.04,0,2.2752173913,0,41.625585556,1
AMT6_282,AMT6,16-05-1998,1,3,7,-32.0579,17.8662,10.4733634545,5.84,0,14.761,0,24.9823861008,0,0.2816500068,1,3.4785688987,5.4424799085,1,NA,NA,NA,NA,0.7862100065,1,3.13,0,17.3386883736,1
AMT6_283,AMT6,17-05-1998,1,4,7,-29.3643,16.2506,10.6214691974,4.85,0,14.49,0,29.0698593352,0,0.8592000008,5,0.0710267914,10.5894594595,0,0.1443243243,0,3.13,0,0.8586486486,0,3.13,0,25.4174923897,1
AMT6_284,AMT6,18-05-1998,1,7,4,-26.6942,13.4974,10.7638647753,2.18,0,19.1475,0,43.5877473921,0,0.0917000007,6,30.2040519222,0.29,0,0.03,0,3.13,0,0.17,0,3.13,0,53.1938142776,1
AMT6_285,AMT6,22-05-1998,1,13,7,-24.2755,14.1052,10.8468351422,3.77,0,14.265,0,28.0356457218,0,0.268979013,7,4.2657741264,11.527027027,0,0.3156756757,0,NA,NA,0.85,0,3.13,0,16.3870203495,1
AMT6_286,AMT6,22-05-1998,1,14,15,-24.2755,14.1052,10.8468351422,2.91,0,14.044,0,28.0356457218,0,0.268979013,7,0.4959855764,10.0352272727,0,0.2965909091,0,NA,NA,0.9371590909,0,3.13,0,16.3870203495,1
AMT6_287,AMT6,23-05-1998,1,16,7,-21.3984,12.1012,11.0021212012,1.95,0,17.7685,0,37.0548788871,0,0.2736000121,1,5.4586414629,8.264742589,1,NA,NA,NA,NA,1.0322174966,1,3.13,0,49.0361566544,1
AMT6_288,AMT6,23-05-1998,1,18,NA,-21.3984,12.1012,11.0021212012,2.09,0,NA,NA,37.0548788871,0,0.2736000121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0361566544,1
AMT6_289,AMT6,24-05-1998,1,19,7,-18.9082,12.1514,11.132947381,1.72,0,15.6995,0,34.1758260765,0,0.2139298217,5,7.6446786318,18.97,0,0.41,0,NA,NA,1.17,0,0.62,0,12.9367911816,1
AMT6_290,AMT6,25-05-1998,1,22,7,-17.4391,11.0724,11.2060305282,4,0,18.8635,0,30.2442682685,0,0.4412999935,5,1.3774124915,13.6155,0,0.36,0,0.62,0,0.8885,0,0.62,0,29.5754232407,1
AMT6_291,AMT6,31-05-1998,1,33,7,-0.0222,-8.8636,12.120447192,0.42,0,18.8635,0,41.8912035907,0,0.0482029989,7,29.8939127934,0.02,0,0.01,0,NA,NA,0.0869117647,0,1.0058374986,1,22.3607020378,1
AMT6_292,AMT6,01-06-1998,1,35,7,3.0743,-12.772,12.2883493734,0.23,0,28.9785,0,31.9250892045,0,0.0405000001,7,24.044161338,0.02,0,0.01,0,NA,NA,0.03,0,1.0250900149,1,35.8982925415,1
AMT6_293,AMT6,02-06-1998,1,37,7,5.8624,-16.0818,12.4429019898,0.28,0,28.946,0,29.5235104891,0,0.0434999987,7,21.773353822,0.03,0,0,0,NA,NA,0.03,0,0.9222350061,1,24.8797049522,1
AMT6_294,AMT6,06-06-1998,1,46,7,NA,NA,NA,2.2,0,NA,NA,42.5017495739,0,NA,NA,NA,1.17,0,0.08,0,NA,NA,0.17,0,NA,NA,NA,NA
AMT6_295,AMT6,09-06-1998,1,54,7,NA,NA,NA,0.054,0,NA,NA,41.2197608173,0,NA,NA,NA,0,0,0.02,0,NA,NA,0,0,NA,NA,NA,NA
AMT6_296,AMT6,11-06-1998,1,58,7,NA,NA,NA,0.19,0,NA,NA,64.0054317038,0,NA,NA,NA,0,0,0,0,NA,NA,0.02,0,NA,NA,NA,NA
AMT6_297,AMT6,13-06-1998,1,62,7,NA,NA,NA,2.94,0,NA,NA,59.9965948674,0,NA,NA,NA,0.28,0,0.06,0,NA,NA,0.07,0,NA,NA,NA,NA
AMT6_298,AMT6,13-06-1998,1,63,7,NA,NA,NA,2.07,0,NA,NA,59.9965948674,0,NA,NA,NA,0.28,0,0.06,0,NA,NA,0.07,0,NA,NA,NA,NA
AMT6_299,AMT6,13-06-1998,1,64,7,NA,NA,NA,1.81,0,NA,NA,59.9965948674,0,NA,NA,NA,0.28,0,0.06,0,NA,NA,0.07,0,NA,NA,NA,NA
AMT6_300,AMT6,23-05-1998,1,18,NA,-21.3984,12.1012,11.0021212012,1.26,0,NA,NA,37.0548788871,0,0.2736000121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0361566544,1
AMT6_301,AMT6,23-05-1998,1,18,NA,-21.3984,12.1012,11.0021212012,1.95,0,NA,NA,37.0548788871,0,0.2736000121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0361566544,1
AMT6_302,AMT6,23-05-1998,1,18,NA,-21.3984,12.1012,11.0021212012,2.09,0,NA,NA,37.0548788871,0,0.2736000121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0361566544,1
AMT6_303,AMT6,06-06-1998,1,46,7,NA,NA,NA,2.2,0,NA,NA,42.5017495739,0,NA,NA,NA,1.17,0,0.08,0,NA,NA,0.17,0,NA,NA,NA,NA
AMT6_304,AMT6,06-06-1998,1,1130,NA,NA,NA,NA,1.91,0,NA,NA,42.5017495739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_305,AMT6,06-06-1998,1,1530,NA,NA,NA,NA,3.36,0,NA,NA,42.5017495739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_306,AMT6,06-06-1998,1,1629,NA,NA,NA,NA,0.24,0,NA,NA,42.5017495739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_307,AMT6,06-06-1998,1,2316,NA,NA,NA,NA,3.41,0,NA,NA,42.5017495739,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_308,AMT6,13-06-1998,1,1410,NA,NA,NA,NA,2.14,0,NA,NA,59.9965948674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_309,AMT6,13-06-1998,1,1630,NA,NA,NA,NA,2.49,0,NA,NA,59.9965948674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_310,AMT6,13-06-1998,1,1852,NA,NA,NA,NA,2.14,0,NA,NA,59.9965948674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_311,AMT6,13-06-1998,1,1935,NA,NA,NA,NA,1.93,0,NA,NA,59.9965948674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMT6_312,AMT6,13-06-1998,1,2025,NA,NA,NA,NA,2.2,0,NA,NA,59.9965948674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benguela_313,Benguela,15-10-2000,7428,NA,20,-19.95,-11,12.5492442448,0.7651250064,10,16.6500015259,2,38.0094604839,5,0.0960999988,10,5.5613179014,0.1371124992,1,NA,NA,NA,NA,0.362999998,1,1.0327875018,1,57.7956218719,1
Benguela_314,Benguela,15-10-2000,7429,NA,20,-19.6,-11.0666666667,12.5408495239,1.1964200139,10,16.7250003815,2,38.0531214934,5,0.1262499988,10,3.0464687757,0.1371124992,1,NA,NA,NA,NA,0.362999998,1,1.0327875018,1,58.0026950836,1
Benguela_315,Benguela,15-10-2000,7430,NA,20,-19.4833333333,-11.3666666667,12.5380744308,1.9229249954,9,16.7250003815,2,39.7951109144,5,0.1622335017,9,1.5512701236,0.1740999995,1,NA,NA,NA,NA,0.3400124982,1,1.0574874952,1,53.2214727402,1
Benguela_316,Benguela,16-10-2000,7432,NA,2,-19.2666666667,-11.6166666667,12.5506543376,1.8227366739,6,16.7250003815,2,38.5040016174,1,0.1505758336,6,28.4916341847,0.1268599991,1,NA,NA,NA,NA,0.2984300017,1,1.0066699982,1,41.3221912384,1
Benguela_317,Benguela,16-10-2000,7433,NA,10,-19.1833333333,-11.75,12.5485941243,1.5953153922,6,16.7250003815,2,38.125,1,0.1368384619,6,9.7034900111,0.1328875003,1,NA,NA,NA,NA,0.3136874996,1,1.0727375001,1,33.1861505508,1
Benguela_318,Benguela,16-10-2000,7434,NA,10,-19.0333333333,-11.8666666667,12.54488561,1.6021771601,6,16.7250003815,2,40.9399986267,1,0.1379142872,6,10.3084574995,0.1328875003,1,NA,NA,NA,NA,0.3136874996,1,1.0727375001,1,24.5582752228,1
Benguela_319,Benguela,16-10-2000,7435,NA,10,-18.9166666667,-12,12.5420085014,3.6534379638,11,16.7250003815,2,43.3566703796,1,0.3664625386,11,1.1105275565,0.1328875003,1,NA,NA,NA,NA,0.3136874996,1,1.0727375001,1,18.0241781871,1
Benguela_320,Benguela,17-10-2000,7436,NA,10,-18.8,-12.1333333333,12.5563527952,4.4996407072,11,16.8000011444,2,44.7620010376,1,0.6136966561,11,0.096751739,0.1328875003,1,NA,NA,NA,NA,0.3136874996,1,1.0727375001,1,14.4614298344,1
Benguela_321,Benguela,17-10-2000,7437,NA,10,-18.75,-12.2,12.5550744199,2.3499400616,10,16.8000011444,2,42.5250015259,1,0.183799997,10,6.7672324314,0.1328875003,1,NA,NA,NA,NA,0.3136874996,1,1.0727375001,1,14.3662538528,1
Benguela_322,Benguela,18-10-2000,7438,NA,10,-20.3333333333,-11.6166666667,12.6147319683,0.3700500131,9,16.3500003815,2,45.9780006409,1,0.0666000023,9,23.6216345818,0.1129875006,1,NA,NA,NA,NA,0.3354625031,1,1.0696250051,1,53.8403272629,1
Benguela_323,Benguela,18-10-2000,7439,NA,20,-20.2833333333,-11.7166666667,12.6133777686,1.3355550071,9,16.3500003815,2,46.0789985657,1,0.1286666679,9,3.5149451685,0.102275,1,NA,NA,NA,NA,0.3574125022,1,1.0176999867,1,53.8403272629,1
Benguela_324,Benguela,18-10-2000,7440,NA,20,-20.25,-11.7833333333,12.6124755035,1.3355550071,9,16.3500003815,2,46.0789985657,1,0.1286666679,9,3.5149451685,0.102275,1,NA,NA,NA,NA,0.3574125022,1,1.0176999867,1,49.9033730825,1
Benguela_325,Benguela,18-10-2000,7441,NA,20,-20.2,-11.9,12.6111237621,1.5946199894,8,16.2750015259,2,44.7439994812,1,0.1474000067,8,2.3465759261,0.102275,1,NA,NA,NA,NA,0.3574125022,1,1.0176999867,1,48.9415369034,1
Benguela_326,Benguela,19-10-2000,7442,NA,20,-20.0166666667,-12.2666666667,12.6244536929,1.5477833748,8,16.2750015259,2,54.4420013428,1,0.1471999983,8,2.8666267024,0.102275,1,NA,NA,NA,NA,0.3574125022,1,1.0176999867,1,28.5940294266,1
Benguela_327,Benguela,19-10-2000,7443,NA,10,-19.95,-12.4166666667,12.6225911782,1.5803816915,9,16.2000007629,2,48.6640014648,1,0.1450749983,9,11.4065708959,0.1129875006,1,NA,NA,NA,NA,0.3354625031,1,1.0696250051,1,25.1247380575,1
Benguela_328,Benguela,19-10-2000,7444,NA,30,-19.8666666667,-12.5833333333,12.6202644169,2.856077522,9,21.2382667859,1,50.9620018005,1,0.2928999998,9,0.0077821728,0.0739583333,1,NA,NA,NA,NA,0.3478416676,1,1.0810833275,1,17.2743821144,1
Benguela_329,Benguela,19-10-2000,7445,NA,2,-19.8,-12.7333333333,12.6184057837,2.0875599384,8,16.2000007629,2,55.6629981995,1,0.1816000044,8,38.7106831411,0.0978400003,1,NA,NA,NA,NA,0.3124100029,1,1.0452200055,1,14.8283541203,1
Benguela_330,Benguela,21-10-2000,7447,NA,20,-21.95,-12.25,12.7196802897,0.6866099834,7,15.8250007629,2,49.4874992371,1,0.0861999989,7,8.8261607146,0.0693500005,1,NA,NA,NA,NA,0.3800999969,1,1.0299625099,1,68.5907624563,1
Benguela_331,Benguela,21-10-2000,7448,NA,10,-21.8666666667,-12.4,12.7171139135,0.6447100043,7,15.8250007629,2,34.7540016174,1,0.0832000002,7,15.1241789414,0.0805250001,1,NA,NA,NA,NA,0.3619499952,1,1.1206500083,1,63.6457309723,1
Benguela_332,Benguela,21-10-2000,7449,NA,10,-21.6166666667,-12.8666666667,12.7094353079,1.0516190908,9,15.6750011444,2,29.9186706543,1,0.1078909087,9,10.1713366816,0.0731624993,1,NA,NA,NA,NA,0.354287494,1,1.1174874902,1,32.0547437668,1
Benguela_333,Benguela,21-10-2000,7450,NA,10,-21.5333333333,-13.0333333333,12.7068828527,1.436349988,9,15.6000003815,2,32.2449989319,1,0.1283999979,9,8.9295230164,0.0731624993,1,NA,NA,NA,NA,0.354287494,1,1.1174874902,1,23.1841521263,1
Benguela_334,Benguela,21-10-2000,7451,NA,10,-21.4666666667,-13.1833333333,12.7048441001,1.1356349945,10,15.6000003815,2,37.5250015259,1,0.1125899993,10,12.1716250262,0.0822624988,1,NA,NA,NA,NA,0.3452499993,1,1.0839249939,1,18.9193172455,1
Benguela_335,Benguela,21-10-2000,7452,NA,10,-21.3833333333,-13.35,12.7022973972,1.327559948,10,15.5250015259,2,36.2293281555,1,0.1229000017,10,10.6001583938,0.0822624988,1,NA,NA,NA,NA,0.3452499993,1,1.0839249939,1,14.6553592682,1
Benguela_336,Benguela,21-10-2000,7453,NA,10,-21.3,-13.5,12.699752973,0.9666792482,11,15.4500007629,2,43.6886711121,1,0.10321835,11,15.5631404408,0.0771499975,1,NA,NA,NA,NA,0.3435999975,1,1.08207497,1,13.4692211151,1
Benguela_337,Benguela,22-10-2000,7454,NA,5,-21.25,-13.5833333333,12.7174789932,0.9607423949,11,15.9000015259,2,42.393661499,7,0.1028360003,11,25.3510172262,0.0778499995,1,NA,NA,NA,NA,0.3221875019,1,1.0256625041,1,13.0588591894,1
Benguela_338,Benguela,22-10-2000,7455,NA,1,-21.25,-13.5833333333,12.7174789932,0.9607423949,11,15.9000015259,2,42.393661499,7,0.1028360003,11,38.2507381372,0.0872299985,1,NA,NA,NA,NA,0.320637504,1,1.1018725082,1,13.0588591894,1
Benguela_339,Benguela,22-10-2000,7456,NA,2,-21.75,-13.85,12.7333453414,1.3435940006,11,15.5250015259,2,42.0312843323,7,0.1251112915,11,32.7267119317,0.08079,1,NA,NA,NA,NA,0.329519999,1,1.126305002,1,12.8278897603,1
Benguela_340,Benguela,24-10-2000,7458,NA,2,-22.9833333333,-12.75,12.8145922062,1.0503499508,7,15.8250007629,2,49.2446157015,6,0.1145849973,7,39.1589906064,0.0761450004,1,NA,NA,NA,NA,0.3457049981,1,1.1887849927,1,74.94008255,1
Benguela_341,Benguela,24-10-2000,7459,NA,10,-22.9833333333,-12.95,12.8146037183,0.9679099917,7,15.6000003815,2,47.3769187927,7,0.1061040014,7,16.3969468657,0.0655,1,NA,NA,NA,NA,0.3573999964,1,1.1638500094,1,70.2630653381,1
Benguela_342,Benguela,24-10-2000,7460,NA,10,-22.9833333333,-13.5,12.8146353765,1.4896800518,7,15.2250003815,2,45.9325866699,7,0.1308680028,7,12.4099030469,0.0640499992,1,NA,NA,NA,NA,0.3535749987,1,1.1606749892,1,54.7339706421,1
Benguela_343,Benguela,24-10-2000,7461,NA,10,-23,-13.6833333333,12.8152208016,2.1809298992,7,15.0750007629,2,45.6048469543,7,0.1758999974,7,7.8539298958,0.0630624997,1,NA,NA,NA,NA,0.3516874947,1,1.1544499993,1,47.8371305466,1
Benguela_344,Benguela,24-10-2000,7462,NA,10,-22.9833333333,-13.8666666667,12.8146564817,1.0228199959,7,15,2,44.3260650635,7,0.1066000015,7,15.2651563059,0.0630624997,1,NA,NA,NA,NA,0.3516874947,1,1.1544499993,1,39.2790107727,1
Benguela_345,Benguela,25-10-2000,7463,NA,10,-22.9833333333,-14.05,12.8353280347,1.5548049808,4,14.9250011444,2,54.0530014038,1,0.1325649992,4,14.3581120344,0.0630624997,1,NA,NA,NA,NA,0.3516874947,1,1.1544499993,1,29.0597324371,1
Benguela_346,Benguela,25-10-2000,7464,NA,10,-22.9833333333,-14.2166666667,12.8353375715,1.259894853,5,14.7750015259,2,42.783000946,1,0.1182488571,5,13.1136317165,0.0630624997,1,NA,NA,NA,NA,0.3516874947,1,1.1544499993,1,19.7626626492,1
Benguela_347,Benguela,25-10-2000,7465,NA,2,-23,-14.3,12.8359340137,1.2802887917,5,14.7000007629,2,44.5545005798,1,0.1194995996,5,35.0829049251,0.0765499998,1,NA,NA,NA,NA,0.3353349924,1,1.1825600088,1,14.3667173386,1
Benguela_348,Benguela,25-10-2000,7466,NA,2,-23,-14.3666666667,12.8359378315,1.2802887917,5,14.7000007629,2,44.5545005798,1,0.1194995996,5,35.0829049251,0.0765499998,1,NA,NA,NA,NA,0.3353349924,1,1.1825600088,1,14.3667173386,1
Benguela_349,Benguela,25-10-2000,7467.1,NA,12,-23.75,-14.4,12.8627353975,1.3723224998,5,14.5500011444,2,48.9746704102,1,0.1239628568,5,11.0645793012,0.0502599992,1,NA,NA,NA,NA,0.326940003,1,1.0210400045,1,25.3236935933,1
Benguela_350,Benguela,25-10-2000,7468,NA,24,-24,-14.1666666667,12.8717287871,1.7311671632,4,14.7750015259,2,56.6879997253,1,0.1417328566,4,1.8888609664,0.0378600001,1,NA,NA,NA,NA,0.3575199962,1,1.1208800137,1,30.3281884193,1
Benguela_351,Benguela,25-10-2000,7469,NA,2,-24.25,-14.3166666667,12.88078388,1.2894008791,5,14.7000007629,2,43.9375,1,0.1195673524,5,34.5923813205,0.0719749987,1,NA,NA,NA,NA,0.3362899974,1,1.2474350184,1,19.4231386185,1
Benguela_352,Benguela,25-10-2000,7470,NA,12,-24.2666666667,-14.3333333333,12.8813893577,1.2894008791,5,14.7000007629,2,43.9375,1,0.1195673524,5,10.464200346,0.0502599992,1,NA,NA,NA,NA,0.326940003,1,1.0210400045,1,18.2139716148,1
Benguela_353,Benguela,26-10-2000,7471,NA,2,-25.4666666667,-12.1,12.9483127953,0.2984600067,3,16.2000007629,2,58.672000885,1,0.0577999987,3,52.2668657938,0.0597949997,1,NA,NA,NA,NA,0.3465300009,1,1.3320500016,1,59.7940359116,1
Benguela_354,Benguela,27-10-2000,7472,NA,10,-25.3333333333,-12.8166666667,12.9660742295,0.8317199945,1,15.75,2,58.7840003967,1,0.0957999974,1,22.5530371335,0.0531999995,1,NA,NA,NA,NA,0.3423374966,1,1.2711250037,1,52.2837171555,1
